"cell_id","cluster_factor","UPR_PERK","UPR_IRE1","UPR_ATF6","UPR_State"
"SRR1294582","0",0.444163752971451,0.51783728803588,0.2507122770332,"Multi-arm-high"
"SRR1294583","0",0.000638336466944833,-0.149933859995553,0.0403134237549793,"Intermediate/Mixed"
"SRR1294584","0",-0.0838247362453179,0.257661689900311,0.514377253754714,"Intermediate/Mixed"
"SRR1294585","0",-0.158464929403611,-0.270769363798585,-0.439233459179078,"All-low"
"SRR1294586","0",0.122120536224542,0.140188545715972,0.783698988056183,"Multi-arm-high"
"SRR1294587","0",0.419193892336086,0.624496910403326,0.955967338023577,"Multi-arm-high"
"SRR1294588","0",-0.0703471810368108,-0.237542055117602,0.319642051877525,"Intermediate/Mixed"
"SRR1294589","0",-0.273190423830166,0.106345059258266,0.545827505917119,"Intermediate/Mixed"
"SRR1294590","0",-0.0631431400760639,-0.219520785405834,-0.246888411315791,"Intermediate/Mixed"
"SRR1294591","0",-0.182389859788659,-0.260679761433793,-0.257989902836534,"All-low"
"SRR1294592","0",-0.0988211383220731,0.0508839941510094,0.730687817474794,"Intermediate/Mixed"
"SRR1294593","0",-0.0898074278807359,-0.126768350388732,0.0413126214186639,"Intermediate/Mixed"
"SRR1294594","0",-0.0880852373058502,-0.0223368170211766,0.155739350372476,"Intermediate/Mixed"
"SRR1294595","0",0.343051783312932,0.517302337511265,0.585237246424362,"Multi-arm-high"
"SRR1294596","0",0.0574199818759774,-0.0680577365076264,0.188774946777043,"Intermediate/Mixed"
"SRR1294597","0",-0.199116032911997,-0.173169064310429,-0.528520404384317,"All-low"
"SRR1294598","0",-0.094171122139937,-0.0534741383302569,0.742676735922899,"Intermediate/Mixed"
"SRR1294599","0",-0.126168775623743,-0.183017005216678,-0.163217794926763,"Intermediate/Mixed"
"SRR1294600","0",0.0838532165272486,0.164532581409944,0.736022970378912,"Intermediate/Mixed"
"SRR1294601","0",-0.087294234284417,0.0872896015355695,0.348959023622951,"Intermediate/Mixed"
"SRR1294602","0",-0.136017165281983,-0.0831900991224938,-0.534399987241274,"All-low"
"SRR1294603","0",0.457853502122467,0.160796764401908,0.871672458479217,"Multi-arm-high"
"SRR1294604","0",0.106009085398146,-0.0665191042424819,0.27756798131939,"PERK-high"
"SRR1294605","0",-0.100125901212802,0.0614849357340765,-0.184662117325777,"Intermediate/Mixed"
"SRR1294606","0",-0.127329492946186,-0.194543234094707,0.115288245361183,"Intermediate/Mixed"
"SRR1294608","0",-0.141934714595732,0.0966101855643466,0.921330566522439,"ATF6-high"
"SRR1294609","0",0.356911011481492,0.120561944000015,0.789565263510915,"Multi-arm-high"
"SRR1294610","0",-0.132379589850309,-0.0993593575037922,0.70121903129922,"Intermediate/Mixed"
"SRR1294611","0",-0.151871449121756,0.028039980615684,0.539644079170404,"Intermediate/Mixed"
"SRR1294612","0",-0.253665818501759,0.388695277053491,0.448179187963537,"IRE1-high"
"SRR1294613","0",0.0281985811348037,0.136649150645654,-0.19710086240472,"Intermediate/Mixed"
"SRR1294614","0",-0.0173332926085557,-0.223539652008104,-0.0522797191787004,"Intermediate/Mixed"
"SRR1294615","0",0.371193083641789,0.175641839122746,0.348793546287635,"PERK-high"
"SRR1294617","0",-0.216457188633385,0.00254363799128854,0.119740573863091,"Intermediate/Mixed"
"SRR1294619","0",0.11701417841632,0.0534092956317356,0.338803356976367,"PERK-high"
"SRR1294620","0",0.222675375675382,0.0708304473092803,0.566425764272407,"PERK-high"
"SRR1294621","0",0.283881453752397,0.56161434335021,-0.0717243914280927,"Multi-arm-high"
"SRR1294622","0",-0.14764332217848,-0.0615227167364523,0.00717908089432667,"All-low"
"SRR1294623","0",-0.136773115736609,-0.279517178335945,-0.240558365777924,"All-low"
"SRR1294624","0",0.257762410263675,0.382539250771342,0.576867663589569,"Multi-arm-high"
"SRR1294625","0",0.0380194871843662,-0.00745409585167522,0.789825627577296,"ATF6-high"
"SRR1294627","0",-0.129364682168793,0.130600341854762,-0.131272026783976,"Intermediate/Mixed"
"SRR1294628","0",-0.0566676969428722,0.296608682858666,0.601051419709343,"Intermediate/Mixed"
"SRR1294629","0",-0.093684596447044,-0.0380380518168149,0.108811933479483,"Intermediate/Mixed"
"SRR1294631","0",0.920901997813155,0.0735233510767536,-0.0530425779040837,"PERK-high"
"SRR1294632","0",0.224558139178281,0.516243625180766,1.12681016125587,"Multi-arm-high"
"SRR1294633","0",-0.239433629129993,0.0476189420172259,0.590152774136507,"Intermediate/Mixed"
"SRR1294635","0",-0.112803292654655,0.100143864020886,0.11858036700694,"Intermediate/Mixed"
"SRR1294636","0",0.0390943286155001,0.0235836139361058,-0.27936355232318,"Intermediate/Mixed"
"SRR1294637","0",0.0818886585563864,-0.10824919261517,-0.304778761241294,"Intermediate/Mixed"
"SRR1294638","0",-0.21999621791438,-0.0163654042401979,0.0628356450089238,"Intermediate/Mixed"
"SRR1294639","0",-0.137602580460716,-0.31393920192271,-0.377071794182168,"All-low"
"SRR1294640","0",-0.0652274470441739,-0.332727895679835,0.265966900943937,"Intermediate/Mixed"
"SRR1294641","0",0.186552826622033,-0.0114777916687338,-0.0860352200448888,"PERK-high"
"SRR1294643","0",-0.153133738506582,-0.196815346020109,-0.165817320044124,"All-low"
"SRR1294644","0",-0.126739850510143,-0.0171422142450937,0.480804099968558,"Intermediate/Mixed"
"SRR1294645","0",-0.0107175430940387,-0.250829634228997,-0.276173806802087,"Intermediate/Mixed"
"SRR1294647","0",-0.182484806454403,0.250481694750656,0.292607004366232,"Intermediate/Mixed"
"SRR1294648","0",0.0346697238071285,0.383350371592556,0.516478054084788,"IRE1-high"
"SRR1294649","0",-0.222400673862641,-0.123749706682737,-0.0292287390796895,"All-low"
"SRR1294650","0",-0.174468582158133,0.331053208597947,0.46255563116757,"IRE1-high"
"SRR1294651","0",-0.182140070682351,-0.171822219017526,0.379749190208218,"Intermediate/Mixed"
"SRR1294653","0",-0.145667999304142,-0.234052993574065,-0.421399947693634,"All-low"
"SRR1294654","0",-0.0862794239349187,-0.088483643446994,-0.0885833436104662,"Intermediate/Mixed"
"SRR1294656","0",-0.229822575438874,0.548522592338103,1.2478989953032,"Multi-arm-high"
"SRR1294657","0",-0.0836813002268896,0.336692157401331,0.425492425391584,"IRE1-high"
"SRR1294658","0",-0.122460630855731,-0.151373600768763,0.094061186002492,"Intermediate/Mixed"
"SRR1294659","0",-0.226143309503479,0.0817882530831189,-0.027447457672537,"Intermediate/Mixed"
"SRR1294660","0",-0.0775074772451227,0.165893749108744,0.295215528239115,"Intermediate/Mixed"
"SRR1294662","0",-0.0736224395828477,0.241928631406688,0.275532636217995,"Intermediate/Mixed"
"SRR1294663","0",0.0236317092901414,-0.245380047022212,-0.290173411500338,"Intermediate/Mixed"
"SRR1294664","0",-0.148637811589629,0.0663776586867014,0.239216546664812,"Intermediate/Mixed"
"SRR1294665","0",0.232449095586243,0.157045507483006,0.268622429197686,"PERK-high"
"SRR1294667","0",-0.113558152823365,0.297747639100971,0.570608139622619,"Intermediate/Mixed"
"SRR1294668","0",-0.0662514858547747,0.0613394797756671,0.804136980363458,"ATF6-high"
"SRR1294669","0",0.503274405939317,0.411062865834113,1.1345886540901,"Multi-arm-high"
"SRR1294670","0",-0.11356346519779,0.335827732446124,0.363188993999098,"IRE1-high"
"SRR1294671","0",-0.113678195062496,-0.187088945560686,-0.289212295558731,"Intermediate/Mixed"
"SRR1294672","0",0.499685242720927,0.0409867303080603,0.295333824706167,"PERK-high"
"SRR1294673","0",-0.214217522584463,-0.138288918706878,0.289840350008016,"Intermediate/Mixed"
"SRR1294674","0",0.446593015855767,0.376258146735523,0.970058651119172,"Multi-arm-high"
"SRR1294675","0",-0.121112470802827,-0.0391549442859371,-0.202705103339755,"Intermediate/Mixed"
"SRR1294676","0",0.00583542154680083,-0.0749461186200159,0.16946223243222,"Intermediate/Mixed"
"SRR1294679","0",-0.26777806647227,0.0208323705322782,0.622267570925145,"Intermediate/Mixed"
"SRR1294680","0",0.026168973176933,0.336608879912062,0.887252081403801,"Multi-arm-high"
"SRR1294681","0",-0.0942235284391114,0.353671559109059,0.498021593233107,"IRE1-high"
"SRR1294682","0",-0.151213728353975,-0.31466144111174,-0.126955135034255,"All-low"
"SRR1294683","0",-0.0603888626637442,-0.12339181956025,0.432226926941947,"Intermediate/Mixed"
"SRR1294782","0",0.190744753481323,0.0478439269300831,0.125969196682043,"PERK-high"
"SRR1294856","0",-0.113937656346239,-0.272100722897276,-0.455203906654662,"Intermediate/Mixed"
"SRR1294863","0",-0.037821870117251,0.0298974981528891,-0.121088840881442,"Intermediate/Mixed"
"SRR1294877","0",-0.0960471042880384,0.0533154404654176,0.653541835314431,"Intermediate/Mixed"
"SRR1294880","0",-0.105715796750619,-0.225686933511084,-0.298912798542066,"Intermediate/Mixed"
"SRR1294881","0",-0.168035913682535,0.3126312724968,0.536743068231949,"Intermediate/Mixed"
"SRR1294887","0",-0.271566819120627,-0.0288438394910283,-0.409913320448343,"All-low"
"SRR1294895","0",-0.204963749762019,0.0633359131615761,0.624740053132454,"Intermediate/Mixed"
"SRR1294898","0",-0.0860347107839185,0.254031907426306,0.932485958619697,"ATF6-high"
"SRR1294901","0",0.891702578212239,0.0228211994154301,0.586551616201032,"PERK-high"
"SRR1294920","0",-0.106747812595508,-0.0326675551409886,0.13974183318162,"Intermediate/Mixed"
"SRR1294925","0",-0.108630995901859,-0.0881054717570751,-0.0166149343574796,"Intermediate/Mixed"
"SRR1294926","0",-0.182414873737842,0.377667827386122,1.32923855756964,"Multi-arm-high"
"SRR1294929","0",-0.0768962812573865,0.0484890435629367,-0.0815114150444973,"Intermediate/Mixed"
"SRR1294934","0",-0.213281787577297,0.268102208113267,0.535293426425852,"Intermediate/Mixed"
"SRR1294940","0",-0.0855636472447397,0.620911813016374,1.93974140408783,"Multi-arm-high"
"SRR1294942","0",-0.144966147472843,0.059184701279955,0.243981276799274,"Intermediate/Mixed"
"SRR1294949","0",0.22252511276471,0.403451857744388,1.76259366544502,"Multi-arm-high"
"SRR1294952","0",0.166686344913568,0.230526198374687,0.243061098523662,"PERK-high"
"SRR1295003","0",-0.0459885740078855,1.08985104007874,1.97334231987042,"Multi-arm-high"
"SRR1295032","0",-0.125273678458549,-0.195776825128896,-0.188189309733179,"Intermediate/Mixed"
"SRR1295053","0",0.287397099130366,0.386487194482193,0.0396812419250629,"Multi-arm-high"
"SRR1295060","0",-0.129138143797854,-0.202737074857452,-0.217533643603612,"Intermediate/Mixed"
"SRR1295063","0",0.356762479976462,0.260160225693778,0.211531357438424,"PERK-high"
"SRR1295069","0",-0.0469856989875357,0.0142673327287502,0.798543322215938,"ATF6-high"
"SRR1295072","0",-0.108017055793683,-0.173217139705712,-0.233372642432923,"Intermediate/Mixed"
"SRR1295073","0",-0.0974278074629034,0.385752775156618,0.670810458777774,"IRE1-high"
"SRR1295079","0",-0.220655277544597,0.0389185207325377,-0.307366221799378,"Intermediate/Mixed"
"SRR1295087","0",-0.16850728536487,0.099398142462104,0.66271696049594,"Intermediate/Mixed"
"SRR1295090","0",-0.0931403412081551,0.270348910651401,0.933898075753777,"ATF6-high"
"SRR1295093","0",0.999414721760926,0.0858919031076175,0.616552169745896,"PERK-high"
"SRR1295094","0",-0.0870641823881326,0.143830628958447,0.254622729569649,"Intermediate/Mixed"
"SRR1295112","0",-0.0383615699452868,-0.0103370067167128,0.250627961066275,"Intermediate/Mixed"
"SRR1295117","0",-0.0983402779155945,-0.089842836099662,0.0155591057535653,"Intermediate/Mixed"
"SRR1295118","0",-0.114634144343394,0.516937453741286,1.45986097507089,"Multi-arm-high"
"SRR1295121","0",0.0368142226465002,-0.0102912606194598,-0.0128532710667353,"Intermediate/Mixed"
"SRR1295126","0",-0.130870710841464,0.321195727864821,0.670445611759747,"Intermediate/Mixed"
"SRR1295132","0",-0.0830753174327045,0.633951654042498,2.03316551868302,"Multi-arm-high"
"SRR1295134","0",-0.133306409573743,0.0695377920754958,0.306666938517143,"Intermediate/Mixed"
"SRR1295141","0",0.260095400851869,0.400228332345057,1.80108433078766,"Multi-arm-high"
"SRR1295142","0",-0.110197411500643,-0.0821562945953086,-0.127716917706252,"Intermediate/Mixed"
"SRR1295356","0",-0.0541241042238402,0.0266353315364821,0.330218366221879,"Intermediate/Mixed"
"SRR1295359","0",-0.10324685619611,0.105772887360078,0.592686926938911,"Intermediate/Mixed"
"SRR1295361","0",-0.0545637353027815,0.0482042770022457,0.496757585981279,"Intermediate/Mixed"
"SRR1295362","0",0.161002578477108,0.243570740402419,1.02132619004251,"Multi-arm-high"
"SRR1295365","0",0.164176423639734,0.0688570208711252,0.729430669611135,"PERK-high"
"SRR1295366","0",-0.143061228011225,0.0109265195123327,0.0594728796638485,"Intermediate/Mixed"
"SRR1294495","1",-0.0723568051684167,-0.202237345171209,-0.250660209064476,"Intermediate/Mixed"
"SRR1294514","1",-0.147328383701022,-0.0251304868968552,-0.253327549948553,"All-low"
"SRR1294523","1",-0.0369182763494533,-0.133591457549888,0.140600427032491,"Intermediate/Mixed"
"SRR1294526","1",-0.0811593531964848,-0.0768290731297862,0.322429624909769,"Intermediate/Mixed"
"SRR1294538","1",-0.185595441971924,0.0628677441980722,-0.404648251058439,"Intermediate/Mixed"
"SRR1294550","1",-0.00919288452206918,-0.0335607015594457,-0.0824876989499085,"Intermediate/Mixed"
"SRR1294558","1",-0.0872874548589146,-0.11311221257233,-0.283787220719894,"Intermediate/Mixed"
"SRR1294607","1",-0.0252929634208532,-0.0179127276990294,0.130722529655391,"Intermediate/Mixed"
"SRR1294618","1",-0.151607711565686,-0.130102623520539,-0.0414796384342995,"All-low"
"SRR1294630","1",-0.11243652052572,-0.117319925649702,-0.369030332293183,"Intermediate/Mixed"
"SRR1294634","1",-0.128382884157133,0.0551844109966084,-0.157989111111587,"Intermediate/Mixed"
"SRR1294642","1",-0.0862130991780491,-0.194355508212596,-0.298967640125224,"Intermediate/Mixed"
"SRR1294655","1",-0.0822288002073322,-0.0968105308596601,-0.221522841255738,"Intermediate/Mixed"
"SRR1294666","1",-0.102341772824833,-0.174125229019304,-0.339118738722428,"Intermediate/Mixed"
"SRR1294677","1",-0.125184536451235,-0.09617403392546,-0.0362725398925851,"Intermediate/Mixed"
"SRR1294678","1",-0.131982581855814,-0.195652288760533,-0.388177776386353,"Intermediate/Mixed"
"SRR1294788","1",-0.176195865095537,0.0120304265942461,-0.211676973725096,"Intermediate/Mixed"
"SRR1294792","1",-0.00302607948875358,0.13253358178554,0.611641180599382,"Intermediate/Mixed"
"SRR1294798","1",0.0176934769263666,0.264985136648846,0.269119880271592,"Intermediate/Mixed"
"SRR1294805","1",-0.216394941186616,0.198722442173376,0.271974696372156,"Intermediate/Mixed"
"SRR1294808","1",-0.0350549820129886,-0.0184254486865542,0.501953962791738,"Intermediate/Mixed"
"SRR1294809","1",0.539679432325696,0.329121954366526,0.688411968315618,"PERK-high"
"SRR1294816","1",0.141206000727841,0.0199007693067691,0.293474092441781,"PERK-high"
"SRR1294821","1",-0.0702827341833371,0.162040500361529,0.340030199832129,"Intermediate/Mixed"
"SRR1294835","1",0.0516809493949157,0.11807619200482,0.0669172308589443,"Intermediate/Mixed"
"SRR1294837","1",-0.0245951836840773,0.0268255508160242,0.284942319994218,"Intermediate/Mixed"
"SRR1294838","1",-0.0622643946100359,0.290498482240256,0.311444633810784,"Intermediate/Mixed"
"SRR1294846","1",-0.020906307975594,0.366481677549991,0.682171995356039,"IRE1-high"
"SRR1294847","1",0.0462402924339317,0.156343688493674,0.138377170968168,"Intermediate/Mixed"
"SRR1294848","1",0.221855840803066,-0.00207212880653576,0.227743279306674,"PERK-high"
"SRR1294852","1",-0.103726635044467,-0.0374875903520642,-0.0622573429814873,"Intermediate/Mixed"
"SRR1294853","1",-0.00853883034576144,0.0770664634652917,-0.0419755090758919,"Intermediate/Mixed"
"SRR1294861","1",-0.0472735944531347,-0.120175937755269,-0.137206930374808,"Intermediate/Mixed"
"SRR1294878","1",0.0207958460635883,-0.242077991652682,-0.220338396310072,"Intermediate/Mixed"
"SRR1294879","1",-0.211399858797543,0.172147718782287,-0.462914362226915,"Intermediate/Mixed"
"SRR1294885","1",-0.0838108012868904,-0.0651378268713553,-0.246287344150271,"Intermediate/Mixed"
"SRR1294888","1",-0.10565409510296,0.0166916813872915,-0.141100550542655,"Intermediate/Mixed"
"SRR1294891","1",-0.106605144407872,-0.185034770968044,-0.053851999240504,"Intermediate/Mixed"
"SRR1294902","1",-0.0480818111874034,-0.0802989452754806,-0.297217307193326,"Intermediate/Mixed"
"SRR1294903","1",0.0426209813572273,-0.0304176129739946,-0.0529879565294124,"Intermediate/Mixed"
"SRR1294927","1",-0.0172452668663858,-0.0262148029303915,-0.0273367225118356,"Intermediate/Mixed"
"SRR1294939","1",-0.262501867601597,-0.0484564948753632,0.271024759950729,"Intermediate/Mixed"
"SRR1294950","1",-0.132743490428206,-0.217813981008238,-0.0889023434291314,"Intermediate/Mixed"
"SRR1294960","1",0.0924476838733758,-0.110319629462716,0.868074404813499,"Multi-arm-high"
"SRR1294972","1",-0.0957017240739112,-0.138529278014736,-0.0213399584874133,"Intermediate/Mixed"
"SRR1294980","1",-0.126483729294125,-0.0960500243007727,0.00271352255254137,"Intermediate/Mixed"
"SRR1294983","1",-0.130098989542458,-0.133470398295186,-0.0989605340748977,"Intermediate/Mixed"
"SRR1294986","1",0.345453810526251,-0.189443790012089,0.614859384631218,"PERK-high"
"SRR1294994","1",-0.000386742202060031,-0.136741527098016,0.0464831843319242,"Intermediate/Mixed"
"SRR1294995","1",-0.100672297036539,-0.175254359855037,-0.224970479230154,"Intermediate/Mixed"
"SRR1294996","1",-0.067974009439862,-0.174896543344127,-0.0536288279531491,"Intermediate/Mixed"
"SRR1295007","1",-0.176974249619688,-0.0364903335052974,0.0431096592431297,"All-low"
"SRR1295011","1",-0.325633812811677,-0.0651467021348582,0.0508465765194037,"All-low"
"SRR1295013","1",0.00700151202599983,-0.122839419374761,-0.1465637526129,"Intermediate/Mixed"
"SRR1295015","1",-0.0893323578645725,-0.18040582901446,0.140191799638611,"Intermediate/Mixed"
"SRR1295025","1",0.114883681933598,-0.104183859563521,-0.0761522609226614,"PERK-high"
"SRR1295026","1",-0.036949063600853,-0.0130252014428542,-0.069916049863979,"Intermediate/Mixed"
"SRR1295029","1",-0.0842522637750349,-0.0913517012107999,0.909669614667307,"ATF6-high"
"SRR1295030","1",0.0712636715297288,0.420232733853456,0.785023552064378,"Multi-arm-high"
"SRR1295054","1",-0.0837267310104358,0.0608168053330298,0.0897752906135625,"Intermediate/Mixed"
"SRR1295058","1",-0.054383636326266,-0.0931087103251712,-0.106151231777516,"Intermediate/Mixed"
"SRR1295071","1",-0.201682936640609,0.151146908708935,0.107817266948757,"Intermediate/Mixed"
"SRR1295095","1",0.266478115453308,-0.0273430336691662,0.652978082250352,"PERK-high"
"SRR1295119","1",-0.0609317238513019,0.270486982645147,0.423235363006214,"Intermediate/Mixed"
"SRR1295131","1",-0.159914668477803,0.0228135418523776,0.889083017802478,"ATF6-high"
"SRR1295164","1",-0.180239294753453,0.0470344403701727,0.063044498654743,"Intermediate/Mixed"
"SRR1295165","1",-0.0451192902490636,0.0140097721647674,0.0891499809313495,"Intermediate/Mixed"
"SRR1295166","1",-0.0558088193909355,-0.0152730658021455,-0.0737149655534661,"Intermediate/Mixed"
"SRR1295169","1",-0.00545976445058538,0.0354882569059756,0.199142387986374,"Intermediate/Mixed"
"SRR1295172","1",0.0921891576077958,0.0490460961197278,0.359834201768036,"PERK-high"
"SRR1295178","1",-0.0300031538867631,0.0366351295697003,0.209195146086654,"Intermediate/Mixed"
"SRR1295179","1",-0.111200073721346,0.126298358645085,0.345889431297866,"Intermediate/Mixed"
"SRR1295183","1",-0.0963623833826077,0.196714562789422,0.913646335766951,"ATF6-high"
"SRR1295186","1",-0.0861337707301913,0.184063289049589,0.385205167121129,"Intermediate/Mixed"
"SRR1295193","1",-0.0931151224604922,-0.0424584197703101,-0.108988799924762,"Intermediate/Mixed"
