"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.scaled","receptor.scaled","weight_sc","consensus_rank"
"2","5","COL4A4","COL4A4","CD44","CD44",1,0.8125,0.0195801118674749,2.32431070641141,1.17194540913944,463
"7","6","PTN","PTN","NCL","NCL",1,1,1.43030919109949,0.912877869955992,1.17159353052774,464
"6","6","MIA","MIA","CDH7","CDH7",0.904109589041096,0.917808219178082,2.64218646581,-0.301133956037078,1.17052625488646,465
"0","5","TIMP2","TIMP2","CD44","CD44",1,0.744186046511628,0.0167374547173643,2.32431070641141,1.17052408056439,466
"6","3","CYTL1","CYTL1","CCR2","CCR2",0.188888888888889,0.821917808219178,2.27083515654435,0.0698113283176553,1.170323242431,467
"7","3","HAPLN1","HAPLN1","TREML2","TREML2",0.8,1,2.40180879216011,-0.0617771798288177,1.17001580616565,468
"4","5","MMP7","MMP7","CD44","CD44",1,0.840909090909091,0.0155694348214642,2.32431070641141,1.16994007061644,469
"7","5","PSEN1","PSEN1","CD44","CD44",1,1,0.0150887348549444,2.32431070641141,1.16969972063318,470
"6","0","MIA","MIA","ITGB1","ITGB1",0.948837209302326,0.917808219178082,2.64218646581,-0.303281541172911,1.16945246231855,471
"5","5","COL9A2","COL9A2","CD44","CD44",1,0.32,0.0142245223855934,2.32431070641141,1.1692676143985,472
"2","5","MMP7","MMP7","CD44","CD44",1,0.883928571428571,0.0134131614235659,2.32431070641141,1.16886193391749,473
"4","2","VEGFA","VEGFA","EGFR","EGFR",1,0.965909090909091,1.32229485424348,1.0152941159269,1.16879448508519,474
"6","5","COL6A3","COL6A3","CD44","CD44",1,0.917808219178082,0.012578103359637,2.32431070641141,1.16844440488553,475
"2","1","NCAN","NCAN","SDC3","SDC3",0.923728813559322,0.955357142857143,0.604050649584102,1.73172779248458,1.16788922103434,476
"7","1","HAPLN1","HAPLN1","TNFRSF11B","TNFRSF11B",0.330508474576271,1,2.40180879216011,-0.0661977273393532,1.16780553241038,477
"7","0","HAPLN1","HAPLN1","IGDCC4","IGDCC4",0.325581395348837,1,2.40180879216011,-0.066546607069713,1.1676310925452,478
"7","3","LAMC1","LAMC1","ITGAV_ITGB8","ITGAV",1,0.984615384615385,1.84328209519535,0.491903980206868,1.16759303770111,479
"0","5","COL4A2","COL4A2","CD44","CD44",1,0.86046511627907,0.00853347357472939,2.32431070641141,1.16642208999307,480
"4","5","TIMP2","TIMP2","CD44","CD44",1,0.943181818181818,0.00705893033752635,2.32431070641141,1.16568481837447,481
"7","7","LAMC1","LAMC1","ITGA3_ITGB1","ITGA3",0.953846153846154,0.984615384615385,1.84328209519535,0.487955849779451,1.1656189724874,482
"5","3","C4A","C4A","NRP1","NRP1",1,0.746666666666667,1.02336027370263,1.30713750139481,1.16524888754872,483
"7","5","LAMC3","LAMC3","CD44","CD44",1,0.861538461538462,0.00548022267153638,2.32431070641141,1.16489546454148,484
"8","5","HAS2","HAS2","CD44","CD44",1,0.8,0.00478462346781266,2.32431070641141,1.16454766493961,485
"1","5","COL4A4","COL4A4","CD44","CD44",1,0.372881355932203,0.00426466059431681,2.32431070641141,1.16428768350287,486
"7","6","HAPLN1","HAPLN1","MPIG6B","MPIG6B",0.63013698630137,1,2.40180879216011,-0.0737918394413325,1.16400847635939,487
"3","5","PSEN1","PSEN1","CD44","CD44",1,1,0.00265207386469056,2.32431070641141,1.16348139013805,488
"4","5","FN1","FN1","CD44","CD44",1,0.965909090909091,0.00215482847498911,2.32431070641141,1.1632327674432,489
"7","5","SELE","SELE","CD44","CD44",1,0.415384615384615,0.00203914655655623,2.32431070641141,1.16317492648399,490
"0","5","COL4A3","COL4A3","CD44","CD44",1,0.827906976744186,0.0016194356975581,2.32431070641141,1.16296507105449,491
"7","8","HAPLN1","HAPLN1","MPIG6B","MPIG6B",0.628571428571429,1,2.40180879216011,-0.0771136512623483,1.16234757044888,492
"5","3","VCAM1","VCAM1","ITGA4_ITGB1","ITGA4",0.388888888888889,0.946666666666667,2.09107738078012,0.233510317725832,1.16229384925297,493
"7","6","HAPLN1","HAPLN1","TREML2","TREML2",0.849315068493151,1,2.40180879216011,-0.0774678013358578,1.16217049541213,494
"0","5","LAMA3","LAMA3","CD44","CD44",1,0.623255813953488,-0.000231632987818712,2.32431070641141,1.1620395367118,495
"6","1","COL2A1","COL2A1","TNFRSF10A","TNFRSF10A",0.474576271186441,0.808219178082192,1.61385631377849,0.710107459200057,1.16198188648927,496
"5","5","FN1","FN1","ITGA6","ITGA6",0.613333333333333,1,1.73605843858543,0.587177387391036,1.16161791298823,497
"7","0","HAPLN1","HAPLN1","MPIG6B","MPIG6B",0.483720930232558,1,2.40180879216011,-0.080547746219866,1.16063052297012,498
"2","5","COL4A3","COL4A3","CD44","CD44",1,0.9375,-0.00371436357329938,2.32431070641141,1.16029817141906,499
"7","6","TGFA","TGFA","ERBB3","ERBB3",0.958904109589041,0.553846153846154,0.671803483594615,1.64790600596743,1.15985474478102,500
"6","5","MIA","MIA","CDH7","CDH7",0.906666666666667,0.917808219178082,2.64218646581,-0.322950289596092,1.15961808810696,501
"6","5","COL1A1","COL1A1","CD44","CD44",1,0.931506849315068,-0.00702542276180123,2.32431070641141,1.15864264182481,502
"1","5","COL4A1","COL4A1","CD44","CD44",1,0.347457627118644,-0.00713088662307522,2.32431070641141,1.15858990989417,503
"1","5","IGF2","IGF2","ITGA6_ITGB4","ITGB4",0.4,0.915254237288136,1.95482786962507,0.361661513262193,1.15824469144363,504
"0","5","LAMA1","LAMA1","CD44","CD44",1,0.786046511627907,-0.00878888241051063,2.32431070641141,1.15776091200045,505
"8","5","LPL","LPL","CD44","CD44",1,0.8,-0.00902884736716925,2.32431070641141,1.15764092952212,506
"0","5","COL6A5","COL6A5","CD44","CD44",1,0.251162790697674,-0.00913809154401034,2.32431070641141,1.1575863074337,507
"8","5","COL4A1","COL4A1","CD44","CD44",1,0.885714285714286,-0.00944405355163111,2.32431070641141,1.15743332642989,508
"7","5","HAPLN1","HAPLN1","AGER","AGER",0.106666666666667,1,2.40180879216011,-0.0874534497345989,1.15717767121276,509
"4","1","ANGPTL4","ANGPTL4","SDC3","SDC3",0.923728813559322,0.931818181818182,0.581432455699602,1.73172779248458,1.15658012409209,510
"4","6","PDGFA","PDGFA","PDGFRA","PDGFRA",0.986301369863014,0.988636363636364,-0.248986107794994,2.56177453514948,1.15639421367724,511
"3","4","FABP5","FABP5","RXRA","RXRA",0.784090909090909,0.988888888888889,1.98545356513394,0.325184010170511,1.15531878765223,512
"5","5","LPL","LPL","CD44","CD44",1,0.76,-0.014265334495797,2.32431070641141,1.15502268595781,513
"7","7","LAMB1","LAMB1","ITGA6_ITGB1","ITGA6",0.646153846153846,1,1.37603519108253,0.933949042976843,1.15499211702969,514
"3","1","PTN","PTN","SDC3","SDC3",0.923728813559322,0.988888888888889,0.577327996727814,1.73172779248458,1.1545278946062,515
"2","5","CALM1","CALM1","MYLK","MYLK",1,1,0.81926933095957,1.48976932313425,1.15451932704691,516
"2","5","COL6A2","COL6A2","CD44","CD44",1,0.5625,-0.0157985429292491,2.32431070641141,1.15425608174108,517
"1","5","FGF18","FGF18","FGFR1","FGFR1",0.973333333333333,0.838983050847458,1.77470284139895,0.532607449817415,1.15365514560818,518
"5","3","TNC","TNC","PTPRZ1","PTPRZ1",1,1,1.56814031135561,0.738675571194747,1.15340794127518,519
"6","5","MADCAM1","MADCAM1","CD44","CD44",1,0.561643835616438,-0.0178043718018919,2.32431070641141,1.15325316730476,520
"4","5","VIM","VIM","CD44","CD44",1,0.909090909090909,-0.0178738671147418,2.32431070641141,1.15321841964834,521
"8","5","COL6A1","COL6A1","CD44","CD44",1,0.542857142857143,-0.018897124643049,2.32431070641141,1.15270679088418,522
"7","8","LAMC1","LAMC1","ITGAV_ITGB8","ITGAV",1,0.984615384615385,1.84328209519535,0.461937925254222,1.15261001022479,523
"7","3","HAPLN1","HAPLN1","PRTG","PRTG",0.655555555555556,1,2.40180879216011,-0.0966526655850428,1.15257806328753,524
"7","3","PTN","PTN","SDC4","SDC4",0.866666666666667,1,1.43030919109949,0.874660042804705,1.1524846169521,525
"2","1","SEMA5A","SEMA5A","PLXNA3","PLXNA3",0.838983050847458,1,1.15818073390128,1.14641820462972,1.1522994692655,526
"6","6","B2M","B2M","KLRC2","KLRC2",0.876712328767123,1,0.123581650774571,2.18059534615158,1.15208849846307,527
"5","8","LRIG1","LRIG1","EGFR","EGFR",0.971428571428571,0.973333333333333,1.41425947023405,0.889531500115252,1.15189548517465,528
"5","4","FN1","FN1","C5AR1","C5AR1",0.965909090909091,1,1.73605843858543,0.567545838701508,1.15180213864347,529
"0","5","COL2A1","COL2A1","CD44","CD44",1,0.204651162790698,-0.0210893616155135,2.32431070641141,1.15161067239795,530
"0","5","COL1A1","COL1A1","CD44","CD44",1,0.823255813953488,-0.0216453573928022,2.32431070641141,1.15133267450931,531
"1","1","CCL5","CCL5","CCR4","CCR4",0.830508474576271,0.483050847457627,0.756062287051466,1.54633219236617,1.15119723970882,532
"7","7","HAPLN1","HAPLN1","PRTG","PRTG",0.8,1,2.40180879216011,-0.0994715160745529,1.15116863804278,533
"6","6","CYTL1","CYTL1","CCR2","CCR2",0.328767123287671,0.821917808219178,2.27083515654435,0.0312662787656847,1.15105071765502,534
"7","8","SEMA3A","SEMA3A","NRP1_PLXNA1","NRP1",0.514285714285714,1,2.26166881376377,0.039875229073049,1.15077202141841,535
"0","5","COL6A6","COL6A6","CD44","CD44",1,0.223255813953488,-0.0236334608302542,2.32431070641141,1.15033862279058,536
"5","7","FN1","FN1","ITGA4_ITGB1","ITGA4",0.338461538461538,1,1.73605843858543,0.564142862460231,1.15010065052283,537
"5","8","NAMPT","NAMPT","INSR","INSR",0.971428571428571,1,1.74139745398485,0.558317398345946,1.1498574261654,538
"0","5","LGALS9","LGALS9","CD44","CD44",1,0.395348837209302,-0.0247265766953379,2.32431070641141,1.14979206485804,539
"4","5","TIMP3","TIMP3","CD44","CD44",1,0.886363636363636,-0.0253684790163935,2.32431070641141,1.14947111369751,540
"2","5","HGF","HGF","CD44","CD44",1,0.714285714285714,-0.0254006024520842,2.32431070641141,1.14945505197967,541
"3","5","COL4A1","COL4A1","CD44","CD44",1,0.933333333333333,-0.0254883951254211,2.32431070641141,1.149411155643,542
"8","5","HMGB1","HMGB1","CXCR4","CXCR4",0.453333333333333,1,1.37893714638086,0.919297518985363,1.14911733268311,543
"1","1","INHBA","INHBA","BAMBI","BAMBI",0.474576271186441,0.923728813559322,1.58496444017505,0.713234373237102,1.14909940670607,544
"0","5","LAMC3","LAMC3","CD44","CD44",1,0.655813953488372,-0.0262694026734969,2.32431070641141,1.14902065186896,545
"7","7","LGALS1","LGALS1","ITGB1","ITGB1",1,1,0.988408670678973,1.30780764363557,1.14810815715727,546
"5","7","FN1","FN1","ITGA6","ITGA6",0.646153846153846,1,1.73605843858543,0.560090442318121,1.14807444045178,547
"7","4","HAPLN1","HAPLN1","AGER","AGER",0.147727272727273,1,2.40180879216011,-0.106022410789196,1.14789319068546,548
"4","1","LPA","LPA","LPAR4","LPAR4",0.855932203389831,0.386363636363636,0.534842125588214,1.76010947601726,1.14747580080274,549
"8","5","COL1A2","COL1A2","CD44","CD44",1,0.971428571428571,-0.0301906559428864,2.32431070641141,1.14706002523426,550
"4","5","COL6A6","COL6A6","CD44","CD44",1,0.352272727272727,-0.0303020138069545,2.32431070641141,1.14700434630223,551
"7","7","SEMA3A","SEMA3A","NRP1_PLXNA1","PLXNA1",0.6,1,2.26166881376377,0.0309744128081027,1.14632161328593,552
"7","4","SEMA3A","SEMA3A","NRP1_PLXNA2","PLXNA2",0.704545454545455,1,2.26166881376377,0.0307139648896664,1.14619138932672,553
"3","7","COL1A2","COL1A2","ITGA10_ITGB1","ITGA10",0.907692307692308,0.988888888888889,1.52112378140564,0.770451908120671,1.14578784476315,554
"7","7","ADAM9","ADAM9","ITGB1","ITGB1",1,1,0.980850937164204,1.30780764363557,1.14432929039988,555
"5","6","PLA2G2A","PLA2G2A","ITGA4","ITGA4",0.794520547945205,0.653333333333333,0.908225440373695,1.38023045257384,1.14422794647377,556
"3","7","ADAM9","ADAM9","ITGB1","ITGB1",1,1,0.980534266023722,1.30780764363557,1.14417095482964,557
"5","5","CALM3","CALM3","MYLK","MYLK",1,0.933333333333333,0.798064326003068,1.48976932313425,1.14391682456866,558
"7","1","HAPLN1","HAPLN1","PRTG","PRTG",0.271186440677966,1,2.40180879216011,-0.115479186850747,1.14316480265468,559
"4","5","COL4A6","COL4A6","CD44","CD44",1,0.590909090909091,-0.0380444986348835,2.32431070641141,1.14313310388827,560
"6","5","VCAN","VCAN","CD44","CD44",1,0.945205479452055,-0.0384979677885036,2.32431070641141,1.14290636931146,561
"4","6","RSPO1","RSPO1","LGR5","LGR5",0.698630136986301,0.761363636363636,0.865219667124219,1.42057370973749,1.14289668843085,562
"4","5","ADM","ADM","RAMP3","RAMP3",0.666666666666667,0.693181818181818,0.78627545009156,1.49914853655052,1.14271199332104,563
"8","5","PTH","PTH","RAMP3","RAMP3",0.666666666666667,0.285714285714286,0.784864868892702,1.49914853655052,1.14200670272161,564
"5","1","S100A10","S100A10","CFTR","CFTR",0.771186440677966,0.973333333333333,1.5178866089616,0.76453290707508,1.14120975801834,565
"6","6","PDGFC","PDGFC","PDGFRA","PDGFRA",0.986301369863014,0.794520547945205,-0.279383584456895,2.56177453514948,1.14119547534629,566
"7","2","LAMB1","LAMB1","ITGAV_ITGB8","ITGAV",0.982142857142857,1,1.37603519108253,0.905646166888782,1.14084067898566,567
"1","2","NRG4","NRG4","EGFR","EGFR",1,0.822033898305085,1.26634457171116,1.0152941159269,1.14081934381903,568
"3","5","COL6A5","COL6A5","CD44","CD44",1,0.277777777777778,-0.043773160280973,2.32431070641141,1.14026877306522,569
"7","5","HGF","HGF","CD44","CD44",1,0.769230769230769,-0.0450706745273693,2.32431070641141,1.13962001594202,570
"3","5","FGF1","FGF1","CD44","CD44",1,0.777777777777778,-0.0456604355433584,2.32431070641141,1.13932513543403,571
"7","4","SEMA3A","SEMA3A","NRP1_PLXNA1","PLXNA1",0.545454545454545,1,2.26166881376377,0.0166188317387281,1.13914382275125,572
"4","3","CNTN2","CNTN2","NRP1","NRP1",1,0.988636363636364,0.97079123219717,1.30713750139481,1.13896436679599,573
"5","5","C3","C3","LRP1","LRP1",0.986666666666667,1,2.08480732526936,0.192999487072808,1.13890340617108,574
"6","7","MIA","MIA","CDH7","CDH7",0.953846153846154,0.917808219178082,2.64218646581,-0.36665265585708,1.13776690497646,575
"3","5","FGF2","FGF2","CD44","CD44",1,0.9,-0.0493918389496936,2.32431070641141,1.13745943373086,576
"7","5","COL6A5","COL6A5","CD44","CD44",1,0.323076923076923,-0.0496618660063358,2.32431070641141,1.13732442020254,577
"5","2","ANXA1","ANXA1","EGFR","EGFR",1,1,1.25896657462282,1.0152941159269,1.13713034527486,578
"7","7","SEMA3A","SEMA3A","NRP1_PLXNA4","PLXNA4",0.861538461538462,1,2.26166881376377,0.0123082531558962,1.13698853345983,579
"3","5","LAMB3","LAMB3","CD44","CD44",1,0.1,-0.050393263634623,2.32431070641141,1.1369587213884,580
"6","7","COL2A1","COL2A1","ITGA9_ITGB1","ITGA9",0.569230769230769,0.808219178082192,1.61385631377849,0.659892157353493,1.13687423556599,581
"1","4","FGF23","FGF23","FGFR2","FGFR2",0.965909090909091,0.923728813559322,1.58284579967405,0.690407683412906,1.13662674154348,582
"7","2","HAPLN1","HAPLN1","TNFRSF11B","TNFRSF11B",0.642857142857143,1,2.40180879216011,-0.128811181045493,1.13649880555731,583
"2","5","VCAN","VCAN","CD44","CD44",1,0.964285714285714,-0.0515255670224693,2.32431070641141,1.13639256969447,584
"7","4","SEMA3A","SEMA3A","NRP1_PLXNA4","PLXNA4",0.863636363636364,1,2.26166881376377,0.0107814836209205,1.13622514869234,585
"0","5","COL14A1","COL14A1","CD44","CD44",1,0.730232558139535,-0.0525736521712279,2.32431070641141,1.13586852712009,586
"0","5","SELE","SELE","CD44","CD44",1,0.237209302325581,-0.0532942604251235,2.32431070641141,1.13550822299315,587
"0","5","MADCAM1","MADCAM1","CD44","CD44",1,0.27906976744186,-0.0534651556649666,2.32431070641141,1.13542277537322,588
"7","5","MDK","MDK","SDC4","SDC4",0.92,0.984615384615385,1.18988023392887,1.0807329189817,1.13530657645529,589
"7","2","SEMA3A","SEMA3A","NRP1_PLXNA2","NRP1",0.785714285714286,1,2.26166881376377,0.00816605022020402,1.13491743199198,590
"0","1","MDK","MDK","SDC3","SDC3",0.923728813559322,0.818604651162791,0.537543498776187,1.73172779248458,1.13463564563038,591
"5","4","PLTP","PLTP","ABCA1","ABCA1",0.977272727272727,0.973333333333333,1.29179769732427,0.977173491934891,1.13448559462958,592
"2","5","LAMA5","LAMA5","CD44","CD44",1,0.642857142857143,-0.0553678438512296,2.32431070641141,1.13447143128009,593
"2","7","WNT5A","WNT5A","FZD6","FZD6",0.923076923076923,0.839285714285714,0.372232339939092,1.8958226027357,1.13402747133739,594
"5","0","C3","C3","LRP1","LRP1",0.837209302325581,1,2.08480732526936,0.183028657724211,1.13391799149679,595
"7","4","LAMC1","LAMC1","ITGA1","ITGA1",0.965909090909091,0.984615384615385,1.84328209519535,0.424297190597288,1.13378964289632,596
"2","5","FN1","FN1","CD44","CD44",1,0.964285714285714,-0.0574570865706223,2.32431070641141,1.1334268099204,597
"0","5","FGF2","FGF2","CD44","CD44",1,0.669767441860465,-0.0606038418137463,2.32431070641141,1.13185343229883,598
"4","5","COL9A2","COL9A2","CD44","CD44",1,0.284090909090909,-0.0607488985392781,2.32431070641141,1.13178090393607,599
"6","5","COL1A2","COL1A2","CD44","CD44",1,0.945205479452055,-0.0636575842544384,2.32431070641141,1.13032656107849,600
"3","5","TIMP2","TIMP2","CD44","CD44",1,0.911111111111111,-0.063937488994097,2.32431070641141,1.13018660870866,601
"0","5","VIM","VIM","CD44","CD44",1,0.823255813953488,-0.0640036932450621,2.32431070641141,1.13015350658318,602
"8","8","HMGB1","HMGB1","AGER","AGER",0.257142857142857,1,1.37893714638086,0.880177312388,1.12955722938443,603
"5","4","C3","C3","LRP1","LRP1",0.965909090909091,1,2.08480732526936,0.173977819751461,1.12939257251041,604
"5","6","PDGFC","PDGFC","PDGFRA","PDGFRA",0.986301369863014,0.573333333333333,-0.303229001079797,2.56177453514948,1.12927276703484,605
"7","3","HAPLN1","HAPLN1","MPIG6B","MPIG6B",0.644444444444444,1,2.40180879216011,-0.144519253170534,1.12864476949479,606
"1","7","IGF2","IGF2","IGF1R","IGF1R",0.953846153846154,0.915254237288136,1.95482786962507,0.302216106317913,1.12852198797149,607
"1","2","IGF2","IGF2","INSR","INSR",0.973214285714286,0.915254237288136,1.95482786962507,0.301774837183971,1.12830135340452,608
"4","5","VCAN","VCAN","CD44","CD44",1,0.954545454545455,-0.0683240275793117,2.32431070641141,1.12799333941605,609
"3","5","COL6A6","COL6A6","CD44","CD44",1,0.233333333333333,-0.068756736213315,2.32431070641141,1.12777698509905,610
"7","5","SEMA3A","SEMA3A","NRP1_PLXNA1","PLXNA1",0.426666666666667,1,2.26166881376377,-0.00664922869661843,1.12750979253357,611
"5","7","FN1","FN1","ITGAV_ITGB1","ITGAV",0.984615384615385,1,1.73605843858543,0.518772970984287,1.12741570478486,612
"1","7","WNT5A","WNT5A","FZD6","FZD6",0.923076923076923,0.593220338983051,0.358106732061436,1.8958226027357,1.12696466739857,613
"5","2","FN1","FN1","ROBO4","ROBO4",0.580357142857143,1,1.73605843858543,0.517350377106527,1.12670440784598,614
"8","5","COL4A3","COL4A3","CD44","CD44",1,0.885714285714286,-0.0729797093314167,2.32431070641141,1.12566549854,615
"4","5","COL4A5","COL4A5","CD44","CD44",1,0.943181818181818,-0.0740840509115487,2.32431070641141,1.12511332774993,616
"4","5","PLG","PLG","F3","F3",1,0.965909090909091,0.389338187363712,1.86067322532007,1.12500570634189,617
"0","5","COL6A1","COL6A1","CD44","CD44",1,0.251162790697674,-0.0750455605512966,2.32431070641141,1.12463257293006,618
"4","5","COL9A3","COL9A3","CD44","CD44",1,0.329545454545455,-0.0750603469179671,2.32431070641141,1.12462517974672,619
"7","8","SEMA3A","SEMA3A","NRP1_PLXNA4","PLXNA4",0.771428571428571,1,2.26166881376377,-0.0128735515988436,1.12439763108246,620
"5","6","F13A1","F13A1","ITGA4","ITGA4",0.794520547945205,0.786666666666667,0.868281879744438,1.38023045257384,1.12425616615914,621
"5","5","CCN1","CCN1","ITGA5","ITGA5",0.6,0.813333333333333,1.60767049922597,0.639980500064933,1.12382549964545,622
"7","5","HAPLN1","HAPLN1","MPIG6B","MPIG6B",0.586666666666667,1,2.40180879216011,-0.154225572225442,1.12379160996733,623
"5","2","C3","C3","ITGAM","ITGAM",0.794642857142857,1,2.08480732526936,0.161621939871425,1.12321463257039,624
"7","8","PTN","PTN","PTPRZ1","PTPRZ1",1,1,1.43030919109949,0.816119890233508,1.1232145406665,625
"5","6","VCAN","VCAN","ITGA4","ITGA4",0.794520547945205,0.986666666666667,0.866069227359118,1.38023045257384,1.12314983996648,626
"5","5","LAMC2","LAMC2","CD44","CD44",1,0.893333333333333,-0.0793925817156516,2.32431070641141,1.12245906234788,627
"3","5","MADCAM1","MADCAM1","CD44","CD44",1,0.3,-0.0805001815197128,2.32431070641141,1.12190526244585,628
"6","0","CYTL1","CYTL1","CCR2","CCR2",0.12093023255814,0.821917808219178,2.27083515654435,-0.0271772189413934,1.12182896880148,629
"1","4","FGF18","FGF18","FGFR1","FGFR1",0.977272727272727,0.838983050847458,1.77470284139895,0.468769012373449,1.1217359268862,630
"0","5","COL6A3","COL6A3","CD44","CD44",1,0.781395348837209,-0.0809064722586836,2.32431070641141,1.12170211707637,631
"4","5","COL1A2","COL1A2","CD44","CD44",1,0.977272727272727,-0.081077562217501,2.32431070641141,1.12161657209696,632
"4","5","COL6A5","COL6A5","CD44","CD44",1,0.397727272727273,-0.0815941673163382,2.32431070641141,1.12135826954754,633
"5","6","AGTRAP","AGTRAP","RACK1","RACK1",1,0.946666666666667,1.20322085734939,1.03943296478333,1.12132691106636,634
"6","5","LGALS9","LGALS9","CD44","CD44",1,0.726027397260274,-0.0816805959512418,2.32431070641141,1.12131505523009,635
"2","5","LAMC1","LAMC1","CD44","CD44",1,0.75,-0.0828022985128658,2.32431070641141,1.12075420394927,636
"5","5","MADCAM1","MADCAM1","CD44","CD44",1,0.44,-0.0830521794420177,2.32431070641141,1.1206292634847,637
"7","0","SEMA3E","SEMA3E","NRP2","NRP2",0.753488372093023,1,2.55491519124865,-0.313774915895811,1.12057013767642,638
"8","5","LAMB1","LAMB1","CD44","CD44",1,1,-0.0834278193545365,2.32431070641141,1.12044144352844,639
"5","2","BGN","BGN","TLR4","TLR4",0.955357142857143,0.92,1.85770140654715,0.38272980633497,1.12021560644106,640
"1","5","HAS2","HAS2","CD44","CD44",1,0.635593220338983,-0.0853613206018151,2.32431070641141,1.1194746929048,641
"7","7","HAPLN1","HAPLN1","IGDCC4","IGDCC4",0.707692307692308,1,2.40180879216011,-0.163821248728535,1.11899377171579,642
"8","5","COL9A1","COL9A1","CD44","CD44",1,0.914285714285714,-0.0864649063187888,2.32431070641141,1.11892290004631,643
"7","0","SEMA3A","SEMA3A","NRP1_PLXNA1","NRP1",0.362790697674419,1,2.26166881376377,-0.0239559012250371,1.11885645626936,644
"8","5","LGALS9","LGALS9","CD44","CD44",1,0.657142857142857,-0.0866145324686696,2.32431070641141,1.11884808697137,645
"3","4","EFEMP1","EFEMP1","EGFR","EGFR",0.931818181818182,1,1.83896145329388,0.398637764694056,1.11879960899397,646
"7","2","LAMC1","LAMC1","ITGA7_ITGB1","ITGB1",0.982142857142857,0.984615384615385,1.84328209519535,0.394253916988512,1.11876800609193,647
"7","5","LGALS9","LGALS9","CD44","CD44",1,0.646153846153846,-0.0869647322306381,2.32431070641141,1.11867298709039,648
"0","5","COL6A2","COL6A2","CD44","CD44",1,0.409302325581395,-0.087040574842584,2.32431070641141,1.11863506578442,649
"8","5","PSEN1","PSEN1","CD44","CD44",1,1,-0.0875005058371702,2.32431070641141,1.11840510028712,650
"4","6","B2M","B2M","KLRC2","KLRC2",0.876712328767123,1,0.0555629300536313,2.18059534615158,1.1180791381026,651
"7","5","COL6A2","COL6A2","CD44","CD44",1,0.584615384615385,-0.0885193832956131,2.32431070641141,1.1178956615579,652
"7","6","EFNA4","EFNA4","EPHA3","EPHA3",0.945205479452055,0.2,0.162693466736086,2.07295004275206,1.11782175474407,653
"1","4","FGF8","FGF8","FGFR2","FGFR2",0.965909090909091,0.822033898305085,1.54512979142126,0.690407683412906,1.11776873741708,654
"1","6","IGF2","IGF2","ITGA6_ITGB4","ITGB4",0.493150684931507,0.915254237288136,1.95482786962507,0.280397224986125,1.1176125473056,655
"1","5","LAMA5","LAMA5","CD44","CD44",1,0.186440677966102,-0.0892825232033482,2.32431070641141,1.11751409160403,656
"4","2","TF","TF","TFRC","TFRC",0.991071428571429,1,1.19678856130305,1.037501050628,1.11714480596553,657
"3","5","COL9A2","COL9A2","CD44","CD44",1,0.177777777777778,-0.0903344407146244,2.32431070641141,1.1169881328484,658
"3","5","LAMC3","LAMC3","CD44","CD44",1,0.844444444444444,-0.0903989505805033,2.32431070641141,1.11695587791546,659
"7","6","ADAM9","ADAM9","ITGB5","ITGB5",0.917808219178082,1,0.980850937164204,1.25133867259467,1.11609480487944,660
"3","6","ADAM9","ADAM9","ITGB5","ITGB5",0.917808219178082,1,0.980534266023722,1.25133867259467,1.1159364693092,661
"0","5","LAMC2","LAMC2","CD44","CD44",1,0.558139534883721,-0.0925167761318498,2.32431070641141,1.11589696513978,662
"8","5","COL6A2","COL6A2","CD44","CD44",1,0.571428571428571,-0.092726922381994,2.32431070641141,1.11579189201471,663
"4","1","FGA","FGA","CDH5","CDH5",0.855932203389831,0.340909090909091,0.372855604304881,1.85779128220631,1.1153234432556,664
"7","5","HAPLN1","HAPLN1","TNFRSF11B","TNFRSF11B",0.826666666666667,1,2.40180879216011,-0.171449948003947,1.11517942207808,665
"5","2","C3","C3","CR2","CR2",0.723214285714286,1,2.08480732526936,0.145511557096943,1.11515944118315,666
"7","8","HAPLN1","HAPLN1","IGDCC4","IGDCC4",0.571428571428571,1,2.40180879216011,-0.172576583928213,1.11461610411595,667
"5","5","LAMA5","LAMA5","CD44","CD44",1,0.68,-0.0951890245382551,2.32431070641141,1.11456084093658,668
"7","5","HAPLN1","HAPLN1","IL1RL1","IL1RL1",0.773333333333333,1,2.40180879216011,-0.173168763368719,1.1143200143957,669
"5","7","TNC","TNC","ITGA9_ITGB1","ITGA9",0.569230769230769,1,1.56814031135561,0.659892157353493,1.11401623435455,670
"5","3","FN1","FN1","ITGAV_ITGB8","ITGAV",1,1,1.73605843858543,0.491903980206868,1.11398120939615,671
"6","5","FGF2","FGF2","CD44","CD44",1,0.904109589041096,-0.0963512802739592,2.32431070641141,1.11397971306873,672
"8","5","CALM2","CALM2","MYLK","MYLK",1,1,0.737306465256248,1.48976932313425,1.11353789419525,673
"5","5","LAMB1","LAMB1","CD44","CD44",1,1,-0.0976441899392334,2.32431070641141,1.11333325823609,674
"6","2","CYTL1","CYTL1","CCR2","CCR2",0.303571428571429,0.821917808219178,2.27083515654435,-0.0443899332735693,1.11322261163539,675
"7","8","HAPLN1","HAPLN1","TNFRSF11B","TNFRSF11B",0.628571428571429,1,2.40180879216011,-0.17565079813481,1.11307899701265,676
"8","5","MMP7","MMP7","CD44","CD44",1,0.828571428571429,-0.0984017450072597,2.32431070641141,1.11295448070208,677
