"cell_id","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","IRE1_Score1","PERK_Score1","ATF6_Score1","Proliferation_Score1","Mesenchymal_Score1","Stemness_Score1","Hypoxia_Score1","Glycolysis_Score1","OXPHOS_Score1","IRE1_score","PERK_score","ATF6_score","Glycolysis_score","OXPHOS_score","Fatty_Acid_score","UPR_Reostat_SD","UPR_Reostat_Range","UPR_Reostat_CV_Fixed","UPR_PERK","UPR_IRE1","UPR_ATF6","UPR_Reostat","UPR_State"
"SRR1294502","GlioblastomaUPR",271099.003502155,4723,0.840546417923239,"0","0",-0.171101911851832,0.373747089700255,-0.332365563985636,-0.0535158373871156,0.0787942759355232,-0.0227258074281161,-0.104812332523295,1.95517926996669,0.366811101277597,-0.171101911851832,0.373747089700255,-0.332365563985636,1.95517926996669,0.366811101277597,0.0787942759355232,0.3700138465173,0.706112653685891,1.23698556820926,0.373747089700255,-0.171101911851832,-0.332365563985636,0.3700138465173,"PERK-high"
"SRR1294503","GlioblastomaUPR",2528683.60008914,12266,2.21307818395993,"0","0",0.300567537808273,0.721265090958076,0.720700309184428,0.279189700369739,0.211790849379383,-0.0295198103134122,-0.176330030538654,0.580608774986191,0.449238162229976,0.300567537808273,0.721265090958076,0.720700309184428,0.580608774986191,0.449238162229976,0.211790849379383,0.24272697137212,0.420697553149803,0.836191498628335,0.721265090958076,0.300567537808273,0.720700309184428,0.24272697137212,"PERK-high"
"SRR1294504","GlioblastomaUPR",450081.525783172,14927,2.46412942748377,"0","0",0.0743610700215542,-0.111250339568315,0.251418979970722,-0.170185267147886,-0.497982298997679,-0.025091992183993,-0.158147422980463,0.381193879949164,0.222211662694999,0.0743610700215542,-0.111250339568315,0.251418979970722,0.381193879949164,0.222211662694999,-0.497982298997679,0.181351470070512,0.362669319539037,0.940813661612192,-0.111250339568315,0.0743610700215542,0.251418979970722,0.181351470070512,"Intermediate/Mixed"
"SRR1294505","GlioblastomaUPR",759495.783656482,14028,0.578501212143897,"0","0",-0.0146940079043285,0.423923631191505,0.541657407796864,-0.177906543522075,-0.626995994511213,0.0227911160638872,0.033326189961923,0.216186358270187,0.169440060431572,-0.0146940079043285,0.423923631191505,0.541657407796864,0.216186358270187,0.169440060431572,-0.626995994511213,0.293193216506477,0.556351415701193,0.858152395336087,0.423923631191505,-0.0146940079043285,0.541657407796864,0.293193216506477,"PERK-high"
"SRR1294506","GlioblastomaUPR",593091.897857219,13321,0.67201374670863,"0","0",-0.33666883046836,-0.106666462155519,-0.516324474628766,-0.141575986248802,-0.614233459166053,-0.065888682668572,-0.138158457112122,1.11440187737698,0.137872409287727,-0.33666883046836,-0.106666462155519,-0.516324474628766,1.11440187737698,0.137872409287727,-0.614233459166053,0.205343990696805,0.409658012473247,0.99470109449697,-0.106666462155519,-0.33666883046836,-0.516324474628766,0.205343990696805,"Intermediate/Mixed"
"SRR1294507","GlioblastomaUPR",2048733.71453574,6735,0.694675042896516,"0","0",0.909128866510568,1.30416534238418,1.35210612317058,-0.0665648929129687,-0.249968660118229,-0.0243848918093979,0.791449189412657,1.25939647050057,0.323110389484485,0.909128866510568,1.30416534238418,1.35210612317058,1.25939647050057,0.323110389484485,-0.249968660118229,0.243098397653803,0.442977256660012,0.840188542677419,1.30416534238418,0.909128866510568,1.35210612317058,0.243098397653803,"Multi-arm-high"
"SRR1294508","GlioblastomaUPR",491470.387656649,15270,1.0768072759596,"0","0",-0.0353562870588716,0.0329563787687376,-0.112699193682543,-0.181767676862575,-0.142031986856091,-0.0786225687488386,0.240935723707159,0.953658096455997,-0.152906299565875,-0.0353562870588716,0.0329563787687376,-0.112699193682543,0.953658096455997,-0.152906299565875,-0.142031986856091,0.0728744254449422,0.14565557245128,0.864128816640274,0.0329563787687376,-0.0353562870588716,-0.112699193682543,0.0728744254449422,"Intermediate/Mixed"
"SRR1294509","GlioblastomaUPR",1208763.52720049,10587,0.791681451474322,"0","0",0.176530372320462,-0.044452046043796,0.630856662058829,-0.10001201479862,0.648170062654444,0.0173334598942315,0.0698532764741946,0.653645013063488,0.460886407395062,0.176530372320462,-0.044452046043796,0.630856662058829,0.653645013063488,0.460886407395062,0.648170062654444,0.344307870471758,0.675308708102624,1.11511767942236,-0.044452046043796,0.176530372320462,0.630856662058829,0.344307870471758,"Intermediate/Mixed"
"SRR1294510","GlioblastomaUPR",347467.02896231,6477,1.2251472646394,"0","0",-0.135571329000881,-0.0285527478373952,-0.195319670988199,-0.0674616841483862,-0.252918487031741,-0.0236062824632244,-0.0715807431153378,0.077008593880562,0.356600851008901,-0.135571329000881,-0.0285527478373952,-0.195319670988199,0.077008593880562,0.356600851008901,-0.252918487031741,0.0844926503131736,0.166766923150804,0.988159323785404,-0.0285527478373952,-0.135571329000881,-0.195319670988199,0.0844926503131736,"Intermediate/Mixed"
"SRR1294511","GlioblastomaUPR",857066.487990331,12656,1.23868933327711,"0","0",-0.330194976019656,0.311022004973958,-0.299966703317689,-0.144247549655904,-0.640263159263135,-0.0425792976760349,-0.188870774395817,0.617398057076367,0.480189877557979,-0.330194976019656,0.311022004973958,-0.299966703317689,0.617398057076367,0.480189877557979,-0.640263159263135,0.361796482119668,0.641216980993614,1.54736159470836,0.311022004973958,-0.330194976019656,-0.299966703317689,0.361796482119668,"PERK-high"
"SRR1294512","GlioblastomaUPR",745012.769226673,12257,0.768848123160172,"0","0",0.089037739637591,-0.14754391342101,-0.212404787386404,-0.12868164752865,-0.155735374479638,-0.06605337180808,-0.151373545054252,0.652765319825169,0.240464490326436,0.089037739637591,-0.14754391342101,-0.212404787386404,0.652765319825169,0.240464490326436,-0.155735374479638,0.158663905070911,0.301442527023995,1.20107905716782,-0.14754391342101,0.089037739637591,-0.212404787386404,0.158663905070911,"Intermediate/Mixed"
"SRR1294513","GlioblastomaUPR",1132593.99415277,11982,1.76911630075271,"0","0",-0.40387110772136,-0.0724534113569093,0.237047024736004,-0.12578255873327,-0.619333105320117,-0.0672560693896054,-0.187980175194231,0.672626297023854,0.536138555709057,-0.40387110772136,-0.0724534113569093,0.237047024736004,0.672626297023854,0.536138555709057,-0.619333105320117,0.320521518237038,0.640918132457363,0.959323738672873,-0.0724534113569093,-0.40387110772136,0.237047024736004,0.320521518237038,"Intermediate/Mixed"
"SRR1294514","GlioblastomaUPR",366515.065085968,12093,0.204084380494579,"1","1",-0.0251304868968552,-0.147328383701022,-0.253327549948553,-0.180773343202338,-0.397137331788462,-0.102994348944338,-0.226411035626394,-0.304937192357616,-0.222478597253664,-0.0251304868968552,-0.147328383701022,-0.253327549948553,-0.304937192357616,-0.222478597253664,-0.397137331788462,0.114194314521312,0.228197063051698,0.940654833860087,-0.147328383701022,-0.0251304868968552,-0.253327549948553,0.114194314521312,"All-low"
"SRR1294515","GlioblastomaUPR",1192613.91491423,13422,1.45616664605575,"0","0",-0.17267748223335,-0.00174822881303899,-0.559544156386178,-0.145240659094318,-0.0901621218453956,0.0343717586831433,0.086965521881398,0.135344518947973,0.1292129455413,-0.17267748223335,-0.00174822881303899,-0.559544156386178,0.135344518947973,0.1292129455413,-0.0901621218453956,0.285779323389591,0.557795927573139,0.879625388981344,-0.00174822881303899,-0.17267748223335,-0.559544156386178,0.285779323389591,"Intermediate/Mixed"
"SRR1294516","GlioblastomaUPR",1265206.94459754,13193,1.00311968548444,"0","0",-0.0167501734490276,-0.22282278613143,0.411821066323701,-0.127369919286966,0.24599799224644,-0.0605745157423382,-0.140250440100678,0.610147140670861,0.115155841296456,-0.0167501734490276,-0.22282278613143,0.411821066323701,0.610147140670861,0.115155841296456,0.24599799224644,0.323757123143562,0.63464385245513,1.11548524498991,-0.22282278613143,-0.0167501734490276,0.411821066323701,0.323757123143562,"Intermediate/Mixed"
"SRR1294517","GlioblastomaUPR",1734511.30146404,7372,1.95347092169249,"0","0",-0.30774158160695,0.191837747477824,-0.317392119410383,-0.0570458663110803,-0.43657351786142,-0.0204543205800702,0.115439206911863,1.81791729701884,0.392041384151737,-0.30774158160695,0.191837747477824,-0.317392119410383,1.81791729701884,0.392041384151737,-0.43657351786142,0.291258103251986,0.509229866888206,1.59192112213743,0.191837747477824,-0.30774158160695,-0.317392119410383,0.291258103251986,"PERK-high"
"SRR1294518","GlioblastomaUPR",1426790.21716553,13064,1.47989165686187,"4","4",0.130969117640388,0.3660175225805,0.157752216167416,-0.141704773755744,0.246219234986296,-0.0760067337575164,0.181197104661187,0.553159470537346,0.555239456705822,0.130969117640388,0.3660175225805,0.157752216167416,0.553159470537346,0.555239456705822,0.246219234986296,0.128672403728056,0.235048404940112,1.3227400284001,0.3660175225805,0.130969117640388,0.157752216167416,0.128672403728056,"PERK-high"
"SRR1294519","GlioblastomaUPR",1163162.32567678,5979,2.4806083728317,"0","0",0.123915428182641,0.804988515758624,1.3263769612282,-0.0578296831442562,0.11080516938135,-0.0228624991199653,1.46073773107925,2.01380625933816,0.160748236168567,0.123915428182641,0.804988515758624,1.3263769612282,2.01380625933816,0.160748236168567,0.11080516938135,0.602995328912775,1.20246153304556,0.945363604736212,0.804988515758624,0.123915428182641,1.3263769612282,0.602995328912775,"Multi-arm-high"
"SRR1294520","GlioblastomaUPR",550673.16040554,13853,0.870174216705033,"0","0",-0.350114122134931,0.00418959561009757,-0.526308992611787,-0.168870419475066,-0.534518877817444,-0.0799171567284307,-0.169938407912143,0.843328495122542,0.295359217591657,-0.350114122134931,0.00418959561009757,-0.526308992611787,0.843328495122542,0.295359217591657,-0.534518877817444,0.270186512399527,0.530498588221884,1.10026704815638,0.00418959561009757,-0.350114122134931,-0.526308992611787,0.270186512399527,"Intermediate/Mixed"
"SRR1294521","GlioblastomaUPR",1300204.466616,7762,0.283153672205915,"0","0",-0.288963951699318,0.248544651221267,0.168986481016168,-0.0649187014935044,0.165631742877263,-0.0277444053536389,-0.0999429394008769,1.12140114818728,0.737671414437531,-0.288963951699318,0.248544651221267,0.168986481016168,1.12140114818728,0.737671414437531,0.165631742877263,0.290104463795464,0.537508602920584,0.848706151237485,0.248544651221267,-0.288963951699318,0.168986481016168,0.290104463795464,"PERK-high"
"SRR1294522","GlioblastomaUPR",529578.608033463,15026,0.289646425573319,"0","0",0.103846962204483,-0.160165585346473,0.112096761232812,-0.143907911466607,-0.523002381661505,-0.0673049463268252,-0.152184978727355,0.173787237657136,0.0221967411937883,0.103846962204483,-0.160165585346473,0.112096761232812,0.173787237657136,0.0221967411937883,-0.523002381661505,0.154864171568299,0.272262346579286,0.820436363188019,-0.160165585346473,0.103846962204483,0.112096761232812,0.154864171568299,"Intermediate/Mixed"
"SRR1294523","GlioblastomaUPR",106432.768558391,5944,0.0262840197155259,"1","1",-0.133591457549888,-0.0369182763494533,0.140600427032491,-0.135700377080039,-0.200839994344244,-0.0472371307956631,-0.143174075708541,0.0250256757813859,-0.0290901315560628,-0.133591457549888,-0.0369182763494533,0.140600427032491,0.0250256757813859,-0.0290901315560628,-0.200839994344244,0.139068198847817,0.274191884582379,1.04076067523801,-0.0369182763494533,-0.133591457549888,0.140600427032491,0.139068198847817,"Intermediate/Mixed"
"SRR1294524","GlioblastomaUPR",1322991.25588274,6625,0.324435206197108,"0","0",-0.217099177253851,-0.135292142369747,-0.385511803917868,-0.0381492393167976,0.538807280078644,0.181858024465173,-0.0804424294842211,0.858673889013004,0.947712163456089,-0.217099177253851,-0.135292142369747,-0.385511803917868,0.858673889013004,0.947712163456089,0.538807280078644,0.127583360201386,0.250219661548121,0.853148760490397,-0.135292142369747,-0.217099177253851,-0.385511803917868,0.127583360201386,"All-low"
"SRR1294525","GlioblastomaUPR",1372404.00982796,8130,0.908990725356188,"0","0",0.306518875615762,0.678909419840091,0.876328263718091,-0.050202436376835,0.378258219723701,0.135432038667319,-0.0763185950351416,0.371434528648246,0.899844657855863,0.306518875615762,0.678909419840091,0.876328263718091,0.371434528648246,0.899844657855863,0.378258219723701,0.289347442853561,0.569809388102329,0.892864008417789,0.678909419840091,0.306518875615762,0.876328263718091,0.289347442853561,"Multi-arm-high"
"SRR1294526","GlioblastomaUPR",290581.578774959,9670,1.49130182514271,"1","1",-0.0768290731297862,-0.0811593531964848,0.322429624909769,-0.16149218472486,-0.429828667785594,-0.083524180316861,-0.102643791626859,0.127308659533203,-0.157293156258252,-0.0768290731297862,-0.0811593531964848,0.322429624909769,0.127308659533203,-0.157293156258252,-0.429828667785594,0.231772274202699,0.403588978106254,1.5877740237071,-0.0811593531964848,-0.0768290731297862,0.322429624909769,0.231772274202699,"Intermediate/Mixed"
"SRR1294527","GlioblastomaUPR",498349.145923734,14706,1.46766315333096,"0","0",0.0415850814132985,-0.00406557897469062,0.0194777823286224,-0.124120349156529,-0.168911024620658,-0.0955680791421892,0.06180609798857,0.696218776023149,0.288011234278442,0.0415850814132985,-0.00406557897469062,0.0194777823286224,0.696218776023149,0.288011234278442,-0.168911024620658,0.0228290944780894,0.0456506603879892,0.690437611728302,-0.00406557897469062,0.0415850814132985,0.0194777823286224,0.0228290944780894,"Intermediate/Mixed"
"SRR1294528","GlioblastomaUPR",268541.741052603,14396,0.91208422198474,"0","0",-0.122366800502231,-0.208576848072635,-0.302851322906241,-0.0239906521899315,-0.3270078098633,-0.0355038367057579,0.0241249637722715,0.561302570119176,0.0387692927084089,-0.122366800502231,-0.208576848072635,-0.302851322906241,0.561302570119176,0.0387692927084089,-0.3270078098633,0.0902722841691059,0.180484522404009,0.888626275063395,-0.208576848072635,-0.122366800502231,-0.302851322906241,0.0902722841691059,"All-low"
"SRR1294529","GlioblastomaUPR",1113882.78271749,12066,2.90307771840339,"0","0",0.0235562204523284,-0.1973285565367,0.372448028787608,-0.123739347922012,-0.285932004141183,-0.0303044857257756,-0.147436239416918,0.517572939341786,0.426714718480732,0.0235562204523284,-0.1973285565367,0.372448028787608,0.517572939341786,0.426714718480732,-0.285932004141183,0.287274820747423,0.569776585324308,1.05015844758781,-0.1973285565367,0.0235562204523284,0.372448028787608,0.287274820747423,"Intermediate/Mixed"
"SRR1294530","GlioblastomaUPR",796291.028113023,12754,2.89884872781284,"0","0",-0.0952905932307017,-0.0524502727386732,0.086474944947734,-0.154115623072712,0.0442257778452311,-0.0482005037046429,0.150009350889334,1.43751787309677,0.297500410033555,-0.0952905932307017,-0.0524502727386732,0.086474944947734,1.43751787309677,0.297500410033555,0.0442257778452311,0.0950212432725543,0.181765538178436,1.11962753452041,-0.0524502727386732,-0.0952905932307017,0.086474944947734,0.0950212432725543,"Intermediate/Mixed"
"SRR1294531","GlioblastomaUPR",641812.290074787,6361,1.67108984613637,"0","0",-0.240473654539381,0.37330823632585,-0.376378752171834,-0.0649671245777277,-0.428502377955118,-0.0145240062689929,-0.0957959032325447,0.727615002091588,0.793396490346537,-0.240473654539381,0.37330823632585,-0.376378752171834,0.727615002091588,0.793396490346537,-0.428502377955118,0.399422288194527,0.749686988497684,1.30873440556723,0.37330823632585,-0.240473654539381,-0.376378752171834,0.399422288194527,"PERK-high"
"SRR1294532","GlioblastomaUPR",346401.015098531,13847,0.371228027700261,"0","0",-0.204168717266174,-0.0860757298007628,-0.25649706894322,-0.219826627718517,-0.439544468167749,-0.126476848687597,-0.172025305920821,-0.273681086364044,-0.105626660605025,-0.204168717266174,-0.0860757298007628,-0.25649706894322,-0.273681086364044,-0.105626660605025,-0.439544468167749,0.0872999073241688,0.170421339142457,1.03620194795624,-0.0860757298007628,-0.204168717266174,-0.25649706894322,0.0872999073241688,"Intermediate/Mixed"
"SRR1294533","GlioblastomaUPR",140647.960070158,13512,0.447652568755011,"0","0",-0.14642063334971,0.0214700936009876,0.00620702779369064,-0.213789374366923,-0.0208420804737068,0.0871300145694975,0.564704755180713,0.978094132121472,0.00337246893186016,-0.14642063334971,0.0214700936009876,0.00620702779369064,0.978094132121472,0.00337246893186016,-0.0208420804737068,0.0928398803675595,0.167890726950698,0.794593523658188,0.0214700936009876,-0.14642063334971,0.00620702779369064,0.0928398803675595,"Intermediate/Mixed"
