"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.0014871007553764,0.528656514629126,0.614,0.418,1,"4","TFIP11-DT"
0.0014894911465964,0.647381708039846,0.75,0.575,1,"4","NBPF11"
0.00149137076721746,1.03462980717703,0.602,0.456,1,"4","CLASRP"
0.00149534981530055,1.20892078165713,0.295,0.165,1,"4","HORMAD2"
0.00149762742677056,0.51252013142852,0.943,0.84,1,"4","FKBP9"
0.0015064901270989,0.356613853486532,0.477,0.308,1,"4","INCENP"
0.00150805528900827,0.63188907603832,0.693,0.52,1,"4","PIGA"
0.00151005168366388,0.575849535801813,0.761,0.559,1,"4","NHLH2"
0.00151143791826077,0.956616424091906,0.136,0.308,1,"4","EEF1GP1"
0.00151342966343359,2.41793872650022,0.352,0.203,1,"4","PPP1R10P1"
0.00151395965541066,0.831509815606539,0.295,0.166,1,"4","TMCO2"
0.00151778080760072,1.41951275195014,0.341,0.195,1,"4","GJD3"
0.001518495610869,1.56897990699627,0.455,0.309,1,"4","MIR548F4"
0.00152756672615668,0.665763913543373,0.625,0.456,1,"4","VIL1"
0.00153548721318307,1.17494523022376,0.455,0.313,1,"4","SLC6A12"
0.00154310566597436,1.13594317714047,0.477,0.354,1,"4","RN7SL620P"
0.00154521219710165,0.450619605751745,0.909,0.751,1,"4","GTF2F1"
0.00154598207792254,0.704555874067059,0.341,0.204,1,"4","RN7SL217P"
0.00155049447308568,0.944125109526123,0.273,0.148,1,"4","OR8B12"
0.00156052294662539,1.31368696825083,0.398,0.267,1,"4","RBISP3"
0.00156188367298478,0.498268740109205,0.955,0.913,1,"4","CACUL1"
0.00156577112386977,0.411253996749213,0.977,0.867,1,"4","BRCC3"
0.00158071976579864,1.32465340371728,0.284,0.152,1,"4","ITIH3"
0.00158256816097626,1.04733822459417,0.432,0.275,1,"4","OR7A19P"
0.0015844349228772,0.513826167586378,0.989,0.925,1,"4","SLC16A1"
0.00158732610477651,0.375928690611305,0.761,0.558,1,"4","SPAG11B"
0.00158868806334302,1.6269928527237,0.284,0.158,1,"4","TMPRSS6"
0.00159371381876023,1.4649746164591,0.432,0.287,1,"4","LINC02816"
0.00159380316293443,1.34588402690786,0.318,0.185,1,"4","CCDC102A"
0.00159521088242901,1.21592989875874,0.307,0.174,1,"4","RPL21P118"
0.00159756010080652,0.910645926641449,0.534,0.4,1,"4","LINC01780"
0.00159909623384915,0.685079353625579,0.352,0.218,1,"4","TMIGD3"
0.00160654437596139,0.833862213115445,0.511,0.364,1,"4","TCIRG1"
0.00160870836136322,0.547775779031321,0.636,0.497,1,"4","CCDC54-AS1"
0.00161296724119117,0.955503380957988,0.511,0.346,1,"4","RSAD1"
0.00161888641080897,1.81106354274171,0.273,0.148,1,"4","RN7SL153P"
0.00161926508437555,1.26259533241997,0.375,0.226,1,"4","FEZF1"
0.00162266346129165,0.437633737670357,0.716,0.51,1,"4","SPIN4"
0.00163765962784557,1.75448182173578,0.25,0.13,1,"4","RNF126"
0.00164244677731876,1.68527096664724,0.33,0.199,1,"4","LINC01472"
0.00164642302448159,1.72126783848447,0.284,0.162,1,"4","RSPH9"
0.00165162299589085,1.83655935037303,0.352,0.209,1,"4","RN7SKP22"
0.00165300061447143,1.19525908305941,0.432,0.285,1,"4","LMNTD2-AS1"
0.00165567683941909,1.28056133418135,0.307,0.178,1,"4","EMC1-AS1"
