"target","signals_received","avg_strength","max_strength"
"2",30461,0.0541760409318241,1.46894073245244
"4",30197,0.0932370028216908,1.57546159530777
"8",30093,0.0177428119950352,1.64099305227405
"7",30022,-0.00379933378903774,1.97499705472278
"6",29740,0.0248858212768468,2.01120845919192
"3",29038,0.0147452178249676,1.93102634632173
"0",28686,-0.0209301705563956,1.40711333873956
"5",28392,0.00756422474456747,2.08379640080338
"1",21662,-0.0214576889988343,1.58101849179204
