"","IRE1_softmax","ATF6_softmax","PERK_softmax","IRE1_score","PERK_score","ATF6_score"
"102_241",0.076905390815732,0.281160691332974,0.641933917851294,-2.18245948395464,-0.0605500929479135,-0.886109098479925
"102_242",0.715010499474716,0.197022822287474,0.0879666782378097,0.495848665045362,-1.5994904757396,-0.793128990917863
"102_243",0.456557491046376,0.0975824314634069,0.445860077490217,-0.145411168059807,-0.169120623733691,-1.68842832721231
"102_244",0.697749198779557,0.135905736749401,0.166345064471042,0.458916281523402,-0.974879110122347,-1.17698190931477
"102_245",0.0812241109708166,0.863959428337029,0.0548164606921542,-0.617821850013996,-1.01104345980014,1.7464918235144
"102_247",0.299439435984998,0.138072187816878,0.562488376198124,-0.541522203173147,0.088936086126844,-1.31565773469122
"102_248",0.138436318278376,0.761947793794536,0.0996158879270883,-0.14473855188708,-0.473827306742699,1.56072906530697
"102_249",0.61715195073286,0.284295677776961,0.0985523714901786,0.991098120045464,-0.84342904987614,0.215997668493102
"102_251",0.46954086703221,0.458604085853187,0.0718550471146031,0.274925314232842,-1.6021791691435,0.251357255429768
"102_252",0.274447067233277,0.10349206445013,0.622060868316593,-1.16309478127857,-0.344815243257959,-2.13835825245259
"102_253",0.408250840533964,0.544943489774745,0.0468056696912914,0.964617774999472,-1.201259672884,1.25341808508083
"102_254",0.705807532784998,0.267914135084318,0.0262783321306841,1.98906078955341,-1.30153706806585,1.02038474337675
"102_256",0.502365130608947,0.461233012638907,0.0364018567521455,0.846199050688103,-1.77850837340607,0.76077520928725
"102_257",0.398318468048738,0.140338969849684,0.461342562101578,1.02052534691216,1.16741434248197,-0.0226657999755644
"102_259",0.276222809500786,0.0941721923006378,0.629604998198576,-1.47612408321897,-0.652239268299531,-2.55220696456455
"102_261",0.265883694447153,0.100763092974449,0.633353212578398,-1.51569231643262,-0.647723026401534,-2.4859791432123
"102_262",0.28218320006564,0.484280872763282,0.233535927171077,-1.27843118270795,-1.46765175937969,-0.738322634315283
"102_263",0.174652413322693,0.634552233994611,0.190795352682695,-0.735542523413815,-0.647138910914066,0.554579294223957
"102_264",0.233857099153217,0.568206867304644,0.197936033542139,-0.745369107828122,-0.912135433680943,0.142406206155549
"102_265",0.248209428733538,0.14242714611053,0.609363425155932,-1.43038845457614,-0.532246468120303,-1.98583070146769
"102_267",0.508029821069091,0.362040370334376,0.129929808596533,0.344903580462234,-1.01864219751924,0.00611915758334503
"102_270",0.46337759206441,0.0677512106694652,0.468871197266125,-1.03053752287944,-1.01875168018228,-2.95323744895511
"102_271",0.366448995362819,0.351803759911742,0.281747244725439,0.105620261103767,-0.157228709999305,0.0648344361615685
"102_272",0.188183077599834,0.377097046595163,0.434719875805003,-1.18208056285614,-0.344794008865929,-0.486993296508313
"102_274",0.179132066546024,0.802327266446191,0.0185406670077851,0.556774169007456,-1.71138263054635,2.05616742080763
"102_275",0.288629031255244,0.405774517834312,0.305596450910444,0.442216371665033,0.49933958069641,0.782871767516118
"102_276",0.680971384756595,0.0496658897363172,0.269362725507087,0.0000831933913862937,-0.92737819917148,-2.61811871816623
"102_277",0.198223076609338,0.351060163416404,0.450716759974258,-1.30457776061461,-0.483131691111247,-0.733013192135635
"102_280",0.162005326673377,0.518395971547537,0.319598701779086,-0.60138854195377,0.0780483945205401,0.561721616727884
"102_283",0.490936277940359,0.0634620785120579,0.445601643547583,-0.419880452641165,-0.516769414852795,-2.4657522531274
"102_284",0.595874158880996,0.382344673680867,0.0217811674381369,2.61130508857023,-0.697678695932208,2.16759807552872
"102_285",0.144872968677225,0.170241251349034,0.684885779973741,-1.85788856198563,-0.304493762542486,-1.69652928571165
"102_286",0.101268254252916,0.385664526762403,0.513067218984682,-1.92923688877634,-0.306602999684416,-0.592041977505358
"102_287",0.307492008796006,0.542315346575825,0.150192644628169,0.0513512914762879,-0.665179040164579,0.618749844721134
"102_289",0.208277392151155,0.738042270127078,0.053680337721767,-0.181003775634493,-1.53682779893827,1.08412651658419
"102_290",0.257134062522372,0.201216066538691,0.541649870938937,0.0574491643874122,0.802471369562876,-0.187769139945284
"102_291",0.257533473687698,0.536697357307026,0.205769169005276,-0.54694113715032,-0.771335842001939,0.187343511494686
"102_292",0.0763449334415419,0.858079959829711,0.0655751067287467,-1.18516522215765,-1.33723073864665,1.23427039643933
"102_294",0.474242241429823,0.140018944304149,0.385738814266028,1.17485063201646,0.968292876454901,-0.0450898870887788
"102_295",0.151377070821312,0.536358055612508,0.31226487356618,-0.48540517417102,0.238672725364408,0.77962289622564
"102_297",0.347600651259409,0.563807572413733,0.0885917763268584,-0.526353278139897,-1.89336850979611,-0.0426945354999364
"102_300",0.232792221558897,0.690866742252234,0.0763410361888695,-0.739852975535076,-1.85478865772025,0.347947679202431
"102_301",0.0933832447730113,0.661599340783925,0.245017414443064,-1.70081573935298,-0.736198388965018,0.257132470969086
"102_302",0.0932279362240825,0.709391694236495,0.197380369539423,-0.787803547321613,-0.0377182920268728,1.24155686512609
"102_304",0.669690941896452,0.101464164709248,0.2288448933943,-0.475641969449698,-1.54941384201427,-2.36275261556966
"102_306",0.656860712549457,0.194654564083367,0.148484723367176,1.83641597138415,0.349426060630458,0.620170502050608
"102_307",0.121248773276679,0.0389748367287099,0.839776389994611,-1.0545429982472,0.880748243303979,-2.18947118490148
"102_308",0.12678394999739,0.0851415581977246,0.788074491804886,-0.280516328271233,1.54659183318213,-0.678685523128455
"102_310",0.0804348768376785,0.860958551246161,0.0586065719161608,-1.28539101189592,-1.6019920464992,1.08520747748668
"102_311",0.0441239328514487,0.918531891805367,0.0373441753431846,-0.0591691503888534,-0.225994529236104,2.97660514498942
"102_312",0.473022599421866,0.181645003188072,0.345332397390062,-1.48469700839766,-1.79933275076559,-2.44178592427436
"102_313",0.138499051182432,0.113737029624049,0.747763919193519,-0.649674064385161,1.03654977278507,-0.846648513274136
"102_315",0.437149915530343,0.266712894315481,0.296137190154176,0.158971445230839,-0.230481919967098,-0.335131969509102
"102_316",0.470127047326872,0.472493839179627,0.0573791134935008,0.130146552162006,-1.97317605878884,0.135168288600089
"102_318",0.241830512032054,0.12870149338682,0.629467994581127,-1.13589601309893,-0.179258120794195,-1.76663741222066
"102_319",0.473675702655,0.390498327586536,0.135825969758464,0.487550168013376,-0.761598315739333,0.294450938606051
"102_320",0.310408114693656,0.539300276740346,0.150291608565998,0.760251819483599,0.0349413527870404,1.31263640430798
"102_321",0.416570079422144,0.310154598071424,0.273275322506432,1.30893310023061,0.88735818919382,1.01394927148533
"102_324",0.363563044677574,0.321097592532677,0.315339362789749,-0.508965706507576,-0.651269025246387,-0.63317332284023
"102_325",0.325173851401582,0.0889124795506389,0.585913669047779,-0.718399142640058,-0.129586653056692,-2.01510659927124
"102_326",0.126206842120748,0.216492807655596,0.657300350223656,-1.74794641933686,-0.0977275163709992,-1.20831125856162
"102_327",0.245618819378429,0.545555338318626,0.208825842302945,-0.55975145636902,-0.722031661671217,0.23827196941826
"102_328",0.407884959039014,0.0926026422420984,0.499512398718888,0.19262564770744,0.395272896242607,-1.29004184862097
"102_329",0.226064663014789,0.113817284340165,0.660118052645046,-0.995454116820814,0.0761434919663946,-1.68168080106283
"102_331",0.120326878040289,0.246241209319356,0.633431912640354,-1.1978965599701,0.463043932810005,-0.481797001881879
"102_333",0.364378583607516,0.318640314049317,0.316981102343167,0.247212378363758,0.107861144404807,0.113081910829714
"102_335",0.0505247314939894,0.0141698235160404,0.93530544498997,0.328063951638497,3.24647415775712,-0.943284398452919
"102_336",0.233639147101242,0.651740833645999,0.114620019252758,0.113796176196485,-0.598359165392448,1.13966534601049
"102_338",0.553126924235755,0.327031357075649,0.119841718688596,0.208160559439939,-1.32125507396744,-0.317370875663009
"102_340",0.175119117632962,0.346922983068443,0.477957899298595,-1.39482948506922,-0.39077324779756,-0.711193095128116
"102_341",0.11321822265279,0.673138152831803,0.213643624515407,-1.77434415509511,-1.13935196455117,0.00828930226729696
"102_342",0.436693297806913,0.198231026064902,0.365075676128185,-0.675319758995504,-0.854446208056759,-1.465117723185
"102_344",0.709948787828293,0.267253677159396,0.0227975350123117,1.91503404942065,-1.52350637157332,0.938039520865945
"102_345",0.377927158271411,0.230989068456865,0.391083773271724,-0.89863505264183,-0.86441473577797,-1.39096614000164
"102_347",0.423070051099792,0.111744295845449,0.465185653054759,-0.0401236428687604,0.0547751661471045,-1.37144822533853
"102_349",0.241420191299849,0.139082137440313,0.619497671259838,-1.15297008762175,-0.210600093290674,-1.70444435984391
"102_351",0.304238103007651,0.589530924165564,0.106230972826785,-0.0373976279389914,-1.08959254386506,0.624118920541999
"102_353",0.0605813475583654,0.896942371169845,0.0424762812717893,0.122945972005814,-0.232095245205097,2.81795053618351
"102_355",0.174468997358452,0.17636226962173,0.649168733019818,-1.85843190695229,-0.544486295085307,-1.84763873758129
"102_356",0.715179292871362,0.100388391265671,0.184432315862966,3.00760735426084,1.65235662822383,1.04412065946968
"102_358",0.866793090978885,0.11797329545406,0.0152336135670544,1.80482947532787,-2.23646641843183,-0.18951253443899
"102_359",0.24018663559058,0.30008044671181,0.45973291769761,-1.56329887699397,-0.914069439257391,-1.34066455200336
"102_360",0.19611831561916,0.785439562671801,0.0184421217090387,0.650996386247256,-1.71308447032474,2.03852177153831
"102_361",0.10886119613261,0.80220205631105,0.0889367475563395,-1.14879161502705,-1.35093984032932,0.848495260893109
"102_362",0.273784557572968,0.169772152320708,0.556443290106324,-1.25131244684664,-0.542088696767387,-1.72919670011489
"102_364",0.354831093013848,0.352191962303711,0.292976944682442,0.534471584669838,0.342923621578084,0.527006077151588
"102_367",0.46444421501721,0.428312124052092,0.107243660930698,0.467087708104604,-0.998650295575724,0.386098445507794
"102_368",0.679794438558531,0.0591110401862581,0.261094521255211,1.06508120645485,0.108173242388041,-1.37729153762896
"102_369",0.519860959189517,0.331918474552128,0.148220566258354,-0.414672615829829,-1.66953252857032,-0.863344625293123
"102_370",0.241261302822031,0.616132589581903,0.142606107596066,-0.252166733330652,-0.7779609861981,0.685414859671823
"102_372",0.0584134791045285,0.922913115339605,0.0186734055558668,-0.476876459389581,-1.61732278033706,2.28311196800249
"102_373",0.184182552081675,0.434740000361274,0.381077447557051,-0.430605658473763,0.296469573772349,0.42821509695087
"102_377",0.661251228134309,0.225627027431175,0.113121744434516,0.506428790408846,-1.25924042692733,-0.568821735162583
"102_379",0.545332541744171,0.436127140981894,0.018540317273935,1.0532598897205,-2.3281882142709,0.829797921392732
"102_381",0.860759823726077,0.0775508294794871,0.0616893467944361,0.896614883832013,-1.73908937665631,-1.51026704567982
