"pseudotime","IRE1_score","PERK_score","ATF6_score","Dataset"
135,0.13168673826544,-0.122047562770485,0.417582940287716,"Patel (2014)"
136,0.130600341854762,-0.129364682168793,-0.131272026783976,"Patel (2014)"
137,0.296608682858666,-0.0566676969428722,0.601051419709343,"Patel (2014)"
138,-0.0380380518168149,-0.093684596447044,0.108811933479483,"Patel (2014)"
139,-0.117319925649702,-0.11243652052572,-0.369030332293183,"Patel (2014)"
140,0.0735233510767536,0.920901997813155,-0.0530425779040837,"Patel (2014)"
141,0.516243625180766,0.224558139178281,1.12681016125587,"Patel (2014)"
142,0.0476189420172259,-0.239433629129993,0.590152774136507,"Patel (2014)"
143,0.0551844109966084,-0.128382884157133,-0.157989111111587,"Patel (2014)"
144,0.100143864020886,-0.112803292654655,0.11858036700694,"Patel (2014)"
145,0.0235836139361058,0.0390943286155001,-0.27936355232318,"Patel (2014)"
146,-0.10824919261517,0.0818886585563864,-0.304778761241294,"Patel (2014)"
147,-0.0163654042401979,-0.21999621791438,0.0628356450089238,"Patel (2014)"
148,-0.31393920192271,-0.137602580460716,-0.377071794182168,"Patel (2014)"
149,-0.332727895679835,-0.0652274470441739,0.265966900943937,"Patel (2014)"
150,-0.0114777916687338,0.186552826622033,-0.0860352200448888,"Patel (2014)"
151,-0.194355508212596,-0.0862130991780491,-0.298967640125224,"Patel (2014)"
152,-0.196815346020109,-0.153133738506582,-0.165817320044124,"Patel (2014)"
153,-0.0171422142450937,-0.126739850510143,0.480804099968558,"Patel (2014)"
154,-0.250829634228997,-0.0107175430940387,-0.276173806802087,"Patel (2014)"
155,-0.303569822134981,0.436853671560669,-0.316403516282293,"Patel (2014)"
156,0.250481694750656,-0.182484806454403,0.292607004366232,"Patel (2014)"
157,0.383350371592556,0.0346697238071285,0.516478054084788,"Patel (2014)"
158,-0.123749706682737,-0.222400673862641,-0.0292287390796895,"Patel (2014)"
159,0.331053208597947,-0.174468582158133,0.46255563116757,"Patel (2014)"
160,-0.171822219017526,-0.182140070682351,0.379749190208218,"Patel (2014)"
161,-0.0622068722503725,0.129555280104171,0.0155018077586153,"Patel (2014)"
162,-0.234052993574065,-0.145667999304142,-0.421399947693634,"Patel (2014)"
163,-0.088483643446994,-0.0862794239349187,-0.0885833436104662,"Patel (2014)"
164,-0.0968105308596601,-0.0822288002073322,-0.221522841255738,"Patel (2014)"
165,0.548522592338103,-0.229822575438874,1.2478989953032,"Patel (2014)"
166,0.336692157401331,-0.0836813002268896,0.425492425391584,"Patel (2014)"
167,-0.151373600768763,-0.122460630855731,0.094061186002492,"Patel (2014)"
168,0.0817882530831189,-0.226143309503479,-0.027447457672537,"Patel (2014)"
169,0.165893749108744,-0.0775074772451227,0.295215528239115,"Patel (2014)"
170,-0.146844651532924,0.154419873167511,-0.0595247247985411,"Patel (2014)"
171,0.241928631406688,-0.0736224395828477,0.275532636217995,"Patel (2014)"
172,-0.245380047022212,0.0236317092901414,-0.290173411500338,"Patel (2014)"
173,0.0663776586867014,-0.148637811589629,0.239216546664812,"Patel (2014)"
174,0.157045507483006,0.232449095586243,0.268622429197686,"Patel (2014)"
175,-0.174125229019304,-0.102341772824833,-0.339118738722428,"Patel (2014)"
176,0.297747639100971,-0.113558152823365,0.570608139622619,"Patel (2014)"
177,0.0613394797756671,-0.0662514858547747,0.804136980363458,"Patel (2014)"
178,0.411062865834113,0.503274405939317,1.1345886540901,"Patel (2014)"
179,0.335827732446124,-0.11356346519779,0.363188993999098,"Patel (2014)"
180,-0.187088945560686,-0.113678195062496,-0.289212295558731,"Patel (2014)"
181,0.0409867303080603,0.499685242720927,0.295333824706167,"Patel (2014)"
182,-0.138288918706878,-0.214217522584463,0.289840350008016,"Patel (2014)"
183,0.376258146735523,0.446593015855767,0.970058651119172,"Patel (2014)"
184,-0.0391549442859371,-0.121112470802827,-0.202705103339755,"Patel (2014)"
185,-0.0749461186200159,0.00583542154680083,0.16946223243222,"Patel (2014)"
186,-0.09617403392546,-0.125184536451235,-0.0362725398925851,"Patel (2014)"
187,-0.195652288760533,-0.131982581855814,-0.388177776386353,"Patel (2014)"
188,0.0208323705322782,-0.26777806647227,0.622267570925145,"Patel (2014)"
189,0.336608879912062,0.026168973176933,0.887252081403801,"Patel (2014)"
190,0.353671559109059,-0.0942235284391114,0.498021593233107,"Patel (2014)"
191,-0.31466144111174,-0.151213728353975,-0.126955135034255,"Patel (2014)"
192,-0.12339181956025,-0.0603888626637442,0.432226926941947,"Patel (2014)"
193,0.0833073964691672,-0.193960889235446,0.204592022240969,"Patel (2014)"
194,-0.113019218053311,0.0324402013117133,0.318909966940204,"Patel (2014)"
195,0.147544239193487,-0.169291512139649,0.32207844332583,"Patel (2014)"
196,0.389782520187004,-0.0506905161829859,1.15896379619873,"Patel (2014)"
197,0.413355920762064,-0.110429572989913,0.645061149581056,"Patel (2014)"
198,1.29630873288815,-0.00370639721953253,1.77947801273596,"Patel (2014)"
199,-0.0317145103913355,0.113721126901579,0.0917477331257091,"Patel (2014)"
200,0.558196168924176,-0.212666279056306,1.28636973481915,"Patel (2014)"
201,0.611326280643561,0.0811571099463372,0.937798295964785,"Patel (2014)"
202,0.248441225658813,-0.000321205942051983,0.700202448245607,"Patel (2014)"
203,0.130701148332395,0.110032391389143,0.703001441217021,"Patel (2014)"
204,0.302065701201846,-0.0792441811709423,1.0121776530284,"Patel (2014)"
205,-0.122861391798298,-0.00768407728495302,-0.1123368121374,"Patel (2014)"
206,-0.00825045620931153,-0.238990442445888,-0.0124617419477369,"Patel (2014)"
207,0.353792426380479,-0.140346090121407,1.08433811257744,"Patel (2014)"
208,0.0194162186251106,0.178052205074451,0.657553568314097,"Patel (2014)"
209,0.155188787450557,-0.0484424202728605,0.978322551442455,"Patel (2014)"
210,0.234293680464073,0.0824235251070757,0.39691423434075,"Patel (2014)"
211,0.371358806719335,0.0129126609945614,0.462213053277314,"Patel (2014)"
212,0.427354884967405,0.127831175340122,0.790992325398897,"Patel (2014)"
213,0.0459576155473572,-0.19868605146121,0.744822269164764,"Patel (2014)"
214,0.45943933975726,0.0458149100557167,0.916748801502304,"Patel (2014)"
215,0.123762949984259,-0.0957961934245906,0.324728069937211,"Patel (2014)"
216,0.239008878251968,-0.217704792569584,0.60002338960577,"Patel (2014)"
217,0.365691349452037,-0.102286985291887,0.295339196675519,"Patel (2014)"
218,0.218967283629583,-0.0801830838973084,0.875880398030966,"Patel (2014)"
219,0.166891724616509,-0.0851304241821914,0.530218259549886,"Patel (2014)"
220,0.363666669731287,-0.192503961500092,0.821999499596652,"Patel (2014)"
221,0.0436299635949129,-0.174373229562031,0.515670893563937,"Patel (2014)"
222,0.198927064301143,0.159837245431922,0.33070240999184,"Patel (2014)"
223,-0.0685719106278433,-0.11666878484088,0.171652810035563,"Patel (2014)"
224,-0.00747068460709377,-0.173984064828035,0.387383471677111,"Patel (2014)"
225,0.215083990249971,0.133284381930794,1.08205823241043,"Patel (2014)"
226,0.304487797487259,-0.0529086296701065,1.25790174699663,"Patel (2014)"
227,0.252132224063656,0.0617674171306368,0.8892756722927,"Patel (2014)"
228,0.502195296897374,0.702220906791828,1.17185380839083,"Patel (2014)"
229,0.514820479871992,0.153239287747732,1.62405135295407,"Patel (2014)"
230,0.185723782439083,0.0510258968103875,-0.302181906992551,"Patel (2014)"
231,-0.00768287503430437,0.0600844366569907,0.424365232079784,"Patel (2014)"
232,0.131691295790896,-0.00088083250917298,0.125380265331621,"Patel (2014)"
233,0.141182695058354,0.0524214902641659,0.774053324276075,"Patel (2014)"
234,0.041165732099312,-0.118771776934893,-0.28550706706799,"Patel (2014)"
235,0.72638176259159,0.0764208486181073,1.60649534715986,"Patel (2014)"
236,0.0835591125380764,-0.265339314255367,0.559495995154934,"Patel (2014)"
237,0.0167601450726815,0.231478154422837,0.0307730544518194,"Patel (2014)"
238,0.0299356818888332,-0.189235476374437,0.142592367775919,"Patel (2014)"
239,0.114907432273701,-0.272272619960354,0.826033371492693,"Patel (2014)"
240,0.227232376717332,-0.0115447689455618,0.951205923782636,"Patel (2014)"
241,1.23010770606811,0.612987004980184,1.06092709950807,"Patel (2014)"
242,0.391381502338972,-0.054790664480667,0.699131923380013,"Patel (2014)"
243,0.350889044149108,-0.036699841795803,0.561973322625208,"Patel (2014)"
244,0.207268687822314,0.229395923445956,0.453984473346132,"Patel (2014)"
245,0.374309497563778,-0.211878208350379,0.982049413014167,"Patel (2014)"
246,0.919273755856401,0.415607009354827,1.63552938670505,"Patel (2014)"
247,0.202907627619975,-0.247539088740167,0.215782691993516,"Patel (2014)"
248,0.309564370702533,0.113651508599052,0.898528726274174,"Patel (2014)"
249,0.0463378314320984,0.078212720537997,-0.0975571818249203,"Patel (2014)"
250,0.195167174018681,0.0452810364027441,0.0481213752817381,"Patel (2014)"
251,0.552812619681062,-0.235794862527946,0.782293888272343,"Patel (2014)"
252,0.255278178508309,-0.090414049577568,0.321509603936484,"Patel (2014)"
253,0.252859438885025,0.0330787206874019,0.649221678366635,"Patel (2014)"
254,0.060419903915918,-0.0965123422857006,0.115772711209291,"Patel (2014)"
255,0.243436373626131,-0.0827727805503098,0.609461891278512,"Patel (2014)"
256,0.274173863745454,-0.17470319658957,0.98064523211242,"Patel (2014)"
257,0.550996608070584,0.748611866289092,1.11194468848213,"Patel (2014)"
258,0.0464443482479042,-0.19560668137507,0.313536442846528,"Patel (2014)"
259,0.302833653421157,-0.0993165268548399,0.984192399376946,"Patel (2014)"
260,0.0433722137839911,0.193885583259711,0.18649287539477,"Patel (2014)"
261,0.0961331308584717,-0.234448305589795,0.339264823549356,"Patel (2014)"
262,0.178941161362653,-0.21076580792962,0.206421492880693,"Patel (2014)"
263,0.235477966307218,-0.0097943183528712,0.716487437728138,"Patel (2014)"
264,0.397739341954939,-0.00219079179339515,0.466249808271566,"Patel (2014)"
265,-0.0225003223920591,0.00444342452664576,0.180039062146217,"Patel (2014)"
266,-0.0550360283114018,0.0504953021908395,0.0348502358697997,"Patel (2014)"
267,0.197435082453586,-0.035812628841714,0.334086277585237,"Patel (2014)"
268,0.0355176871914704,-0.205360368695467,0.633875481745428,"Patel (2014)"
269,0.574155847845361,-0.190719598710278,1.14226258589159,"Patel (2014)"
270,0.216125483171853,-0.174731222344646,0.460118531440567,"Patel (2014)"
271,0.105677065860468,0.047658005438003,0.202571646906353,"Patel (2014)"
272,0.389500848126653,-0.114299490540608,0.406264647677953,"Patel (2014)"
273,0.302880336495468,-0.0972545380599562,0.598785009330886,"Patel (2014)"
274,0.164865769901274,-0.119815825919965,-0.324709029382282,"Patel (2014)"
275,0.30391908120175,0.330669384395669,0.625209863425688,"Patel (2014)"
276,0.00331158244094409,0.00804974064088593,0.583357940407832,"Patel (2014)"
277,-0.0125349312838592,-0.0853859922807453,0.577165472718958,"Patel (2014)"
278,0.28971368169997,0.0640470920539837,0.686100113694171,"Patel (2014)"
279,0.153792537384107,0.0376079794510004,0.75676853988251,"Patel (2014)"
280,-0.0321948437709081,-0.230945178572203,0.00221791309066899,"Patel (2014)"
281,0.154442708484055,0.117224506157569,0.184230785278314,"Patel (2014)"
282,0.0141185044226236,0.55992320789229,0.0266497232568004,"Patel (2014)"
283,0.198989214881825,0.12598492461191,0.233956535662781,"Patel (2014)"
284,0.451314162015818,-0.140138872229321,0.196644389142076,"Patel (2014)"
285,0.414622115519559,-0.0136172546373239,0.526315540881316,"Patel (2014)"
286,0.284605101879743,-0.170226193469854,0.583340154576439,"Patel (2014)"
287,0.276310584151923,0.617864990956092,0.437351737943121,"Patel (2014)"
288,0.415637843985934,-0.049018057887134,0.924214896671532,"Patel (2014)"
289,0.0707138188075701,-0.0241093118611329,0.0123728159619684,"Patel (2014)"
290,0.402527030327057,0.279419109845258,0.644254270871908,"Patel (2014)"
291,0.0478439269300831,0.190744753481323,0.125969196682043,"Patel (2014)"
292,-0.0415484740024533,0.154586933306717,0.338623823698723,"Patel (2014)"
293,-0.101840399692646,-0.0263490279493256,0.0277743470305994,"Patel (2014)"
294,0.301873173878691,0.274507919812705,0.982912037137193,"Patel (2014)"
295,0.0306773505741401,0.0679536976184729,0.0317477406157689,"Patel (2014)"
296,0.414848107015598,0.114398866745776,0.982564199181453,"Patel (2014)"
297,0.0120304265942461,-0.176195865095537,-0.211676973725096,"Patel (2014)"
298,0.455542932396124,0.325713617151492,1.04096376205084,"Patel (2014)"
299,0.00903874404883886,0.235810511709492,0.0841893330989115,"Patel (2014)"
300,0.380838719094458,0.127466196837589,1.06289993162935,"Patel (2014)"
301,0.13253358178554,-0.00302607948875358,0.611641180599382,"Patel (2014)"
302,0.240384168390026,-0.0602398251933288,0.830090099311529,"Patel (2014)"
303,0.204785080652325,-0.0489397168562659,0.648754662748982,"Patel (2014)"
304,0.0535124975735158,-0.262784683146179,-0.0209221283025026,"Patel (2014)"
305,0.702625226050333,0.279457372282545,1.71488590052067,"Patel (2014)"
306,0.506648696043459,0.042576778436229,0.91977097880618,"Patel (2014)"
307,0.264985136648846,0.0176934769263666,0.269119880271592,"Patel (2014)"
308,0.184189000815028,-0.0220849042861951,0.239654411118536,"Patel (2014)"
309,0.500154930013496,0.179778644255749,1.39324814411927,"Patel (2014)"
310,0.300708258270404,0.110781794531523,0.723094837717973,"Patel (2014)"
311,0.446018321589585,0.0346421146957464,1.29055047949416,"Patel (2014)"
312,0.675932727149658,-0.052460179710272,1.48101324920688,"Patel (2014)"
313,0.198722442173376,-0.216394941186616,0.271974696372156,"Patel (2014)"
314,0.177871748811419,-0.083686192533624,0.761006786704785,"Patel (2014)"
315,-0.264954364612064,-0.226719076872163,0.0481546446231661,"Patel (2014)"
316,-0.0184254486865542,-0.0350549820129886,0.501953962791738,"Patel (2014)"
317,0.329121954366526,0.539679432325696,0.688411968315618,"Patel (2014)"
318,0.0611009944991731,0.139542948705767,0.548745064179599,"Patel (2014)"
319,0.00864063977204965,-0.0613459252640898,-0.0532579688169837,"Patel (2014)"
320,0.118672352090671,-0.130120247545213,0.577319817605664,"Patel (2014)"
321,0.513020474507328,0.110928154373979,1.12762685786945,"Patel (2014)"
322,0.625429678174888,0.620739822535935,1.81285685128522,"Patel (2014)"
323,0.138365272187914,0.283794007043234,0.416526167808348,"Patel (2014)"
324,0.0199007693067691,0.141206000727841,0.293474092441781,"Patel (2014)"
325,0.0116481254985681,-0.0511537660157731,0.149119579979117,"Patel (2014)"
326,0.293977690545252,0.24570339419954,0.852441554986226,"Patel (2014)"
327,0.460686563718853,-0.15262365699234,1.19070028765287,"Patel (2014)"
328,0.352585789787222,0.0975236951697318,0.119942005774649,"Patel (2014)"
329,0.162040500361529,-0.0702827341833371,0.340030199832129,"Patel (2014)"
330,0.0570722496552067,0.152471734040179,0.456524240246514,"Patel (2014)"
331,0.237212350307991,-0.155885094557856,0.3903375482271,"Patel (2014)"
332,0.717598374384272,0.472143199426059,1.47128045414867,"Patel (2014)"
333,0.157468895972956,-0.199759225825715,0.386724922481616,"Patel (2014)"
334,0.496914017174283,0.49050233268712,1.01467054253656,"Patel (2014)"
335,0.260990829611476,-0.0226719223288857,0.867669059300783,"Patel (2014)"
336,0.296541458995049,0.358499458161603,0.487107829158258,"Patel (2014)"
337,0.409876476284584,-0.0374573354978183,1.42718399842102,"Patel (2014)"
338,0.523621875793872,-0.0629406139801799,0.8887323145019,"Patel (2014)"
339,0.290397415557277,0.00975550257588137,0.986767068963024,"Patel (2014)"
340,0.224992907608851,-0.13842459228,0.816848582798559,"Patel (2014)"
341,0.336026237511967,0.431106601188304,0.722707864247297,"Patel (2014)"
342,0.0291535586492244,-0.234022389384546,0.676671803445762,"Patel (2014)"
343,0.11807619200482,0.0516809493949157,0.0669172308589443,"Patel (2014)"
344,0.341609465833991,0.173335159339845,0.462190853006219,"Patel (2014)"
345,0.0268255508160242,-0.0245951836840773,0.284942319994218,"Patel (2014)"
346,0.290498482240256,-0.0622643946100359,0.311444633810784,"Patel (2014)"
347,0.358718473045797,0.198012183805206,0.857507577948958,"Patel (2014)"
348,-0.308121163654293,0.317176079755976,0.0931230601907451,"Patel (2014)"
349,0.360926281363341,-0.140566873619535,0.689987262680949,"Patel (2014)"
350,0.228391831890374,0.10738752444014,0.663293736205113,"Patel (2014)"
351,-0.0581680793907058,0.246657370555599,0.0861031024367213,"Patel (2014)"
352,0.22261302442155,0.248049296996912,0.560438912689372,"Patel (2014)"
353,0.391362178293714,0.00492451311360875,1.21802407088293,"Patel (2014)"
354,0.366481677549991,-0.020906307975594,0.682171995356039,"Patel (2014)"
355,0.156343688493674,0.0462402924339317,0.138377170968168,"Patel (2014)"
356,-0.00207212880653576,0.221855840803066,0.227743279306674,"Patel (2014)"
357,0.397505897424914,-0.0819823313141598,0.976513529954854,"Patel (2014)"
358,-0.0814448259489154,-0.158520219096002,0.448544696440584,"Patel (2014)"
359,0.360503003541574,-0.0252330639756176,1.32589107209091,"Patel (2014)"
360,-0.0374875903520642,-0.103726635044467,-0.0622573429814873,"Patel (2014)"
361,0.0770664634652917,-0.00853883034576144,-0.0419755090758919,"Patel (2014)"
362,0.391666276840148,-0.0375176595981271,1.14421646561424,"Patel (2014)"
363,0.0510142280591531,0.247627776978724,0.564307832307274,"Patel (2014)"
364,-0.272100722897276,-0.113937656346239,-0.455203906654662,"Patel (2014)"
365,0.399717010963317,0.0743796959948764,1.02905394427815,"Patel (2014)"
366,0.424753433508224,0.271676868075923,0.823098396556265,"Patel (2014)"
