"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.877017586628245,0.916,0.279,0,"0","MRPS23"
0,1.15190636460387,0.903,0.266,0,"0","PFDN4"
0,0.892157995349279,0.898,0.262,0,"0","ZSWIM7"
0,1.48979496698706,0.842,0.206,0,"0","WDR18"
0,1.02176102355285,0.939,0.303,0,"0","MAD2L2"
0,1.32334822010858,0.949,0.313,0,"0","TXNL4A"
0,1.20443395199458,0.944,0.308,0,"0","CLPP"
0,1.42474119435732,0.916,0.281,0,"0","ARL4C"
0,1.66942396088382,0.936,0.301,0,"0","PTPRZ1"
0,1.45014772338992,0.899,0.264,0,"0","IRS2"
0,1.13492273567309,0.949,0.314,0,"0","MKKS"
0,1.19404688423455,0.884,0.249,0,"0","TMEM259"
0,1.11098959626225,0.916,0.282,0,"0","PAFAH1B1"
0,1.51909109138335,0.853,0.219,0,"0","KIF1B"
0,1.66493840083198,0.768,0.134,0,"0","FNDC4"
0,3.67236327176591,0.678,0.044,0,"0","FZD7"
0,1.79947726738954,0.772,0.138,0,"0","FERMT2"
0,0.673448747633614,0.901,0.267,0,"0","MRPS11"
0,1.43745654791337,0.783,0.149,0,"0","POLR3H"
0,1.46656231101914,0.823,0.189,0,"0","P4HTM"
0,1.02405903349532,0.935,0.302,0,"0","SLC35B1"
0,2.1872752114383,0.721,0.088,0,"0","ALYREF"
0,1.25731122613947,0.885,0.252,0,"0","EPN1"
0,1.6805259625112,0.992,0.36,0,"0","NCOR1"
0,1.73946076242943,0.989,0.357,0,"0","RALY"
0,1.19882669675365,0.955,0.323,0,"0","GNB1"
0,2.27287219811872,0.762,0.131,0,"0","F3"
0,1.63427795314411,0.892,0.261,0,"0","ACSL3"
0,0.975489055545022,0.907,0.276,0,"0","MAGEF1"
0,1.43879489199911,0.833,0.202,0,"0","ZFAND3"
0,1.23566515639199,0.889,0.258,0,"0","YY1"
0,1.86311709221764,0.783,0.153,0,"0","ERBB2IP"
0,2.13417351787637,0.73,0.101,0,"0","NRSN2"
0,0.730139789152083,0.925,0.297,0,"0","APOPT1"
0,1.7090457597186,0.782,0.154,0,"0","LPP"
0,1.47487010003778,0.798,0.17,0,"0","BLOC1S4"
0,0.906908761225692,0.901,0.273,0,"0","STX10"
0,2.63670630587668,0.726,0.098,0,"0","C21orf62"
0,0.726842329862925,0.96,0.332,0,"0","FEZ1"
0,1.31964647749035,0.878,0.251,0,"0","UBE2J2"
0,1.31522950929071,0.815,0.188,0,"0","IL6ST"
0,2.54783444722444,0.723,0.096,0,"0","HOMER1"
0,1.30768210267678,0.826,0.199,0,"0","PRPF4B"
0,1.57351128786095,0.83,0.203,0,"0","PKIB"
0,1.08675914805295,0.947,0.32,0,"0","RNF167"
0,0.985692008895906,0.901,0.274,0,"0","SDF2"
0,1.09625827415612,0.905,0.278,0,"0","LRRC59"
0,1.76000862539421,0.75,0.123,0,"0","YTHDF1"
0,0.900081038334488,0.929,0.303,0,"0","PRPF31"
0,1.53247127559543,0.988,0.362,0,"0","RCN2"
0,2.0900605084045,0.752,0.126,0,"0","TP53RK"
0,0.852967347825875,0.872,0.246,0,"0","NFIX"
0,1.39189818559098,0.951,0.325,0,"0","NME3"
0,1.1479822251842,0.943,0.317,0,"0","WDR45B"
0,1.02750107799417,0.94,0.314,0,"0","PSMF1"
0,0.973525627633525,0.884,0.259,0,"0","BOLA3"
0,2.26867339740009,0.78,0.155,0,"0","CAMK1"
0,1.70096012922662,0.944,0.319,0,"0","CCDC85B"
0,1.82699482728213,0.753,0.128,0,"0","MFGE8"
