,SRR1294492,SRR1294493,SRR1294494,SRR1294495,SRR1294496,SRR1294497,SRR1294498,SRR1294499,SRR1294500,SRR1294501,SRR1294502,SRR1294503,SRR1294504,SRR1294505,SRR1294506,SRR1294507,SRR1294508,SRR1294509,SRR1294510,SRR1294511,SRR1294512,SRR1294513,SRR1294514,SRR1294515,SRR1294516,SRR1294517,SRR1294518,SRR1294519,SRR1294520,SRR1294521,SRR1294522,SRR1294523,SRR1294524,SRR1294525,SRR1294526,SRR1294527,SRR1294528,SRR1294529,SRR1294530,SRR1294531,SRR1294532,SRR1294533,SRR1294534,SRR1294535,SRR1294536,SRR1294537,SRR1294538,SRR1294539,SRR1294540,SRR1294541,SRR1294542,SRR1294543,SRR1294544,SRR1294545,SRR1294546,SRR1294547,SRR1294548,SRR1294549,SRR1294550,SRR1294551,SRR1294552,SRR1294553,SRR1294554,SRR1294555,SRR1294556,SRR1294557,SRR1294558,SRR1294559,SRR1294560,SRR1294561,SRR1294562,SRR1294563,SRR1294564,SRR1294565,SRR1294566,SRR1294567,SRR1294568,SRR1294569,SRR1294570,SRR1294571,SRR1294572,SRR1294573,SRR1294574,SRR1294575,SRR1294576,SRR1294577,SRR1294578,SRR1294579,SRR1294580,SRR1294581,SRR1294582,SRR1294583,SRR1294584,SRR1294585,SRR1294586,SRR1294587,SRR1294588,SRR1294589,SRR1294590,SRR1294591,SRR1294592,SRR1294593,SRR1294594,SRR1294595,SRR1294596,SRR1294597,SRR1294598,SRR1294599,SRR1294600,SRR1294601,SRR1294602,SRR1294603,SRR1294604,SRR1294605,SRR1294606,SRR1294607,SRR1294608,SRR1294609,SRR1294610,SRR1294611,SRR1294612,SRR1294613,SRR1294614,SRR1294615,SRR1294616,SRR1294617,SRR1294618,SRR1294619,SRR1294620,SRR1294621,SRR1294622,SRR1294623,SRR1294624,SRR1294625,SRR1294626,SRR1294627,SRR1294628,SRR1294629,SRR1294630,SRR1294631,SRR1294632,SRR1294633,SRR1294634,SRR1294635,SRR1294636,SRR1294637,SRR1294638,SRR1294639,SRR1294640,SRR1294641,SRR1294642,SRR1294643,SRR1294644,SRR1294645,SRR1294646,SRR1294647,SRR1294648,SRR1294649,SRR1294650,SRR1294651,SRR1294652,SRR1294653,SRR1294654,SRR1294655,SRR1294656,SRR1294657,SRR1294658,SRR1294659,SRR1294660,SRR1294661,SRR1294662,SRR1294663,SRR1294664,SRR1294665,SRR1294666,SRR1294667,SRR1294668,SRR1294669,SRR1294670,SRR1294671,SRR1294672,SRR1294673,SRR1294674,SRR1294675,SRR1294676,SRR1294677,SRR1294678,SRR1294679,SRR1294680,SRR1294681,SRR1294682,SRR1294683,SRR1294684,SRR1294685,SRR1294686,SRR1294687,SRR1294688,SRR1294689,SRR1294690,SRR1294691,SRR1294692,SRR1294693,SRR1294694,SRR1294695,SRR1294696,SRR1294697,SRR1294698,SRR1294699,SRR1294700,SRR1294701,SRR1294702,SRR1294703,SRR1294704,SRR1294705,SRR1294706,SRR1294707,SRR1294708,SRR1294709,SRR1294710,SRR1294711,SRR1294712,SRR1294713,SRR1294714,SRR1294715,SRR1294716,SRR1294717,SRR1294718,SRR1294719,SRR1294720,SRR1294721,SRR1294722,SRR1294723,SRR1294724,SRR1294725,SRR1294726,SRR1294727,SRR1294728,SRR1294729,SRR1294730,SRR1294731,SRR1294732,SRR1294733,SRR1294734,SRR1294735,SRR1294736,SRR1294737,SRR1294738,SRR1294739,SRR1294740,SRR1294741,SRR1294742,SRR1294743,SRR1294744,SRR1294745,SRR1294746,SRR1294747,SRR1294748,SRR1294749,SRR1294750,SRR1294751,SRR1294752,SRR1294753,SRR1294754,SRR1294755,SRR1294756,SRR1294757,SRR1294758,SRR1294759,SRR1294760,SRR1294761,SRR1294762,SRR1294763,SRR1294764,SRR1294765,SRR1294766,SRR1294767,SRR1294768,SRR1294769,SRR1294770,SRR1294771,SRR1294772,SRR1294773,SRR1294774,SRR1294775,SRR1294776,SRR1294777,SRR1294778,SRR1294779,SRR1294780,SRR1294781,SRR1294782,SRR1294783,SRR1294784,SRR1294785,SRR1294786,SRR1294787,SRR1294788,SRR1294789,SRR1294790,SRR1294791,SRR1294792,SRR1294793,SRR1294794,SRR1294795,SRR1294796,SRR1294797,SRR1294798,SRR1294799,SRR1294800,SRR1294801,SRR1294802,SRR1294803,SRR1294804,SRR1294805,SRR1294806,SRR1294807,SRR1294808,SRR1294809,SRR1294810,SRR1294811,SRR1294812,SRR1294813,SRR1294814,SRR1294815,SRR1294816,SRR1294817,SRR1294818,SRR1294819,SRR1294820,SRR1294821,SRR1294822,SRR1294823,SRR1294824,SRR1294825,SRR1294826,SRR1294827,SRR1294828,SRR1294829,SRR1294830,SRR1294831,SRR1294832,SRR1294833,SRR1294834,SRR1294835,SRR1294836,SRR1294837,SRR1294838,SRR1294839,SRR1294840,SRR1294841,SRR1294842,SRR1294843,SRR1294844,SRR1294845,SRR1294846,SRR1294847,SRR1294848,SRR1294849,SRR1294850,SRR1294851,SRR1294852,SRR1294853,SRR1294854,SRR1294855,SRR1294856,SRR1294857,SRR1294858,SRR1294859,SRR1294860,SRR1294861,SRR1294862,SRR1294863,SRR1294864,SRR1294865,SRR1294866,SRR1294867,SRR1294868,SRR1294869,SRR1294870,SRR1294871,SRR1294872,SRR1294873,SRR1294874,SRR1294875,SRR1294876,SRR1294877,SRR1294878,SRR1294879,SRR1294880,SRR1294881,SRR1294882,SRR1294883,SRR1294884,SRR1294885,SRR1294886,SRR1294887,SRR1294888,SRR1294889,SRR1294890,SRR1294891,SRR1294892,SRR1294893,SRR1294894,SRR1294895,SRR1294896,SRR1294897,SRR1294898,SRR1294899,SRR1294900,SRR1294901,SRR1294902,SRR1294903,SRR1294904,SRR1294905,SRR1294906,SRR1294907,SRR1294908,SRR1294909,SRR1294910,SRR1294911,SRR1294912,SRR1294913,SRR1294914,SRR1294915,SRR1294916,SRR1294917,SRR1294918,SRR1294919,SRR1294920,SRR1294921,SRR1294922,SRR1294923,SRR1294924,SRR1294925,SRR1294926,SRR1294927,SRR1294928,SRR1294929,SRR1294930,SRR1294931,SRR1294932,SRR1294933,SRR1294934,SRR1294935,SRR1294936,SRR1294937,SRR1294938,SRR1294939,SRR1294940,SRR1294941,SRR1294942,SRR1294943,SRR1294944,SRR1294945,SRR1294946,SRR1294947,SRR1294948,SRR1294949,SRR1294950,SRR1294951,SRR1294952,SRR1294953,SRR1294954,SRR1294955,SRR1294956,SRR1294957,SRR1294958,SRR1294959,SRR1294960,SRR1294961,SRR1294962,SRR1294963,SRR1294964,SRR1294965,SRR1294966,SRR1294967,SRR1294968,SRR1294969,SRR1294970,SRR1294971,SRR1294972,SRR1294973,SRR1294974,SRR1294975,SRR1294976,SRR1294977,SRR1294978,SRR1294979,SRR1294980,SRR1294981,SRR1294982,SRR1294983,SRR1294984,SRR1294985,SRR1294986,SRR1294987,SRR1294988,SRR1294989,SRR1294990,SRR1294991,SRR1294992,SRR1294993,SRR1294994,SRR1294995,SRR1294996,SRR1294997,SRR1294998,SRR1294999,SRR1295000,SRR1295001,SRR1295002,SRR1295003,SRR1295004,SRR1295005,SRR1295006,SRR1295007,SRR1295008,SRR1295009,SRR1295010,SRR1295011,SRR1295012,SRR1295013,SRR1295014,SRR1295015,SRR1295016,SRR1295017,SRR1295018,SRR1295019,SRR1295020,SRR1295021,SRR1295022,SRR1295023,SRR1295024,SRR1295025,SRR1295026,SRR1295027,SRR1295028,SRR1295029,SRR1295030,SRR1295031,SRR1295032,SRR1295033,SRR1295034,SRR1295035,SRR1295036,SRR1295037,SRR1295038,SRR1295039,SRR1295040,SRR1295041,SRR1295042,SRR1295043,SRR1295044,SRR1295045,SRR1295046,SRR1295047,SRR1295048,SRR1295049,SRR1295050,SRR1295051,SRR1295052,SRR1295053,SRR1295054,SRR1295055,SRR1295056,SRR1295057,SRR1295058,SRR1295059,SRR1295060,SRR1295061,SRR1295062,SRR1295063,SRR1295064,SRR1295065,SRR1295066,SRR1295067,SRR1295068,SRR1295069,SRR1295070,SRR1295071,SRR1295072,SRR1295073,SRR1295074,SRR1295075,SRR1295076,SRR1295077,SRR1295078,SRR1295079,SRR1295080,SRR1295081,SRR1295082,SRR1295083,SRR1295084,SRR1295085,SRR1295086,SRR1295087,SRR1295088,SRR1295089,SRR1295090,SRR1295091,SRR1295092,SRR1295093,SRR1295094,SRR1295095,SRR1295096,SRR1295097,SRR1295098,SRR1295099,SRR1295100,SRR1295101,SRR1295102,SRR1295103,SRR1295104,SRR1295105,SRR1295106,SRR1295107,SRR1295108,SRR1295109,SRR1295110,SRR1295111,SRR1295112,SRR1295113,SRR1295114,SRR1295115,SRR1295116,SRR1295117,SRR1295118,SRR1295119,SRR1295120,SRR1295121,SRR1295122,SRR1295123,SRR1295124,SRR1295125,SRR1295126,SRR1295127,SRR1295128,SRR1295129,SRR1295130,SRR1295131,SRR1295132,SRR1295133,SRR1295134,SRR1295135,SRR1295136,SRR1295137,SRR1295138,SRR1295139,SRR1295140,SRR1295141,SRR1295142,SRR1295143,SRR1295144,SRR1295145,SRR1295146,SRR1295147,SRR1295148,SRR1295149,SRR1295150,SRR1295151,SRR1295152,SRR1295153,SRR1295154,SRR1295155,SRR1295156,SRR1295157,SRR1295158,SRR1295159,SRR1295160,SRR1295161,SRR1295162,SRR1295163,SRR1295164,SRR1295165,SRR1295166,SRR1295167,SRR1295168,SRR1295169,SRR1295170,SRR1295171,SRR1295172,SRR1295173,SRR1295174,SRR1295175,SRR1295176,SRR1295177,SRR1295178,SRR1295179,SRR1295180,SRR1295181,SRR1295182,SRR1295183,SRR1295184,SRR1295185,SRR1295186,SRR1295187,SRR1295188,SRR1295189,SRR1295190,SRR1295191,SRR1295192,SRR1295193,SRR1295194,SRR1295195,SRR1295196,SRR1295197,SRR1295198,SRR1295199,SRR1295200,SRR1295201,SRR1295202,SRR1295203,SRR1295204,SRR1295205,SRR1295206,SRR1295207,SRR1295208,SRR1295209,SRR1295210,SRR1295211,SRR1295212,SRR1295213,SRR1295214,SRR1295215,SRR1295216,SRR1295217,SRR1295218,SRR1295219,SRR1295220,SRR1295221,SRR1295222,SRR1295223,SRR1295224,SRR1295225,SRR1295226,SRR1295227,SRR1295228,SRR1295229,SRR1295230,SRR1295231,SRR1295232,SRR1295233,SRR1295234,SRR1295235,SRR1295236,SRR1295237,SRR1295238,SRR1295239,SRR1295240,SRR1295241,SRR1295242,SRR1295243,SRR1295244,SRR1295245,SRR1295246,SRR1295247,SRR1295248,SRR1295249,SRR1295250,SRR1295251,SRR1295252,SRR1295253,SRR1295254,SRR1295255,SRR1295256,SRR1295257,SRR1295258,SRR1295259,SRR1295260,SRR1295261,SRR1295262,SRR1295263,SRR1295264,SRR1295265,SRR1295266,SRR1295267,SRR1295268,SRR1295269,SRR1295270,SRR1295271,SRR1295272,SRR1295273,SRR1295274,SRR1295275,SRR1295276,SRR1295277,SRR1295278,SRR1295279,SRR1295280,SRR1295281,SRR1295282,SRR1295283,SRR1295284,SRR1295285,SRR1295286,SRR1295287,SRR1295288,SRR1295289,SRR1295290,SRR1295291,SRR1295292,SRR1295293,SRR1295294,SRR1295295,SRR1295296,SRR1295297,SRR1295298,SRR1295299,SRR1295300,SRR1295301,SRR1295302,SRR1295303,SRR1295304,SRR1295305,SRR1295306,SRR1295307,SRR1295308,SRR1295309,SRR1295310,SRR1295311,SRR1295312,SRR1295313,SRR1295314,SRR1295315,SRR1295316,SRR1295317,SRR1295318,SRR1295319,SRR1295320,SRR1295321,SRR1295322,SRR1295323,SRR1295324,SRR1295325,SRR1295326,SRR1295327,SRR1295328,SRR1295329,SRR1295330,SRR1295331,SRR1295332,SRR1295333,SRR1295334,SRR1295335,SRR1295336,SRR1295337,SRR1295338,SRR1295339,SRR1295340,SRR1295341,SRR1295342,SRR1295343,SRR1295344,SRR1295345,SRR1295346,SRR1295347,SRR1295348,SRR1295349,SRR1295350,SRR1295351,SRR1295352,SRR1295353,SRR1295354,SRR1295355,SRR1295356,SRR1295357,SRR1295358,SRR1295359,SRR1295360,SRR1295361,SRR1295362,SRR1295363,SRR1295364,SRR1295365,SRR1295366
5_8S_rRNA,0.5,0.75,2.25,0,0.25,5.25,1.75,12.25,5.5,10.25,0,2.25,2.25,2.25,1.75,0,0,1,0,0.5,0.75,9,0,1.75,4,14,0.75,0.25,11.5,0.5,0,0,0,1.25,0,0.25,1.75,16.25,1.5,0,0,0.5,0.5,0.499847351692745,0,4.25,0,0,2.25,5.25,0.5,0.25,1.25,0.25,0.25,12,0,1.5,3.25,2,4.25,0.5,0,0.5,4.5,2.5,0,3.75,7.75,1.5,0.25,0.5,0.25,0.5,0.5,8.25,0.75,0,0,2.5,7.75,3.25,2.75,0.25,8,4.25,0.5,0,2.5,12.75,0,1.5,1.75,5.75,13.25,0,97.4393163527023,154.25,4.25,0,113.679844390458,8.5,4.75,76.75,12.75,20.75,82.75,0.75,126.75,135.75,0.75,7,24.5,16.75,24.5,0,4,24,6,0.25,78.9318428383191,0,2.75,21,127,147.25,0.5,16.25,6.75,57.75,0.25,16.25,20.5,55.5,5.5,10,47,18.5,10,11.75,182.516162745319,35.2729257886129,0.25,3.25,34.4147035819947,10.6758002126352,1,72.5,127.686389132196,46.4332142167408,5.5,2,17.8763644918452,15,4.25,174.507833629487,3.25,10,7.25,15.5267483921861,26.7806824959868,91.75,0.75,0.25,62.75,3.5,0,5.5,8,5.75,2.25,2.25,11.5,11,7,10,62,37.5,36.75,6,1,55.75,8.5,40.9617202968885,4.75,0,9.5,4,93.25,11.3296492831712,11.2499823484242,2.5,0,16,2.25,5.5,6,15.75,0.25,6.5,2.75,1.25,6,9,4,1,0,1.25,0.25,0.25,0.5,0.75,5.25,0,0,0.25,2.25,8.25,3.25,5.25,0,0.75,0.75,2.5,1,0.75,1,8.5,1,0,11,4.75,0.25,0,2.25,2.25,0,1.25,3.75,0.25,2.75,9.75,0.5,3.5,0.25,0.75,12.6731662429571,1.25,7.25,0.5,0.25,0.5,0,3.25,1.75,7.5,1,4.75,0.5,0,1,0,1.25,0,0.75,0,3,3.5,2.5,13,1.25,1.5,0.25,1.25,0.25,0,1,0.25,0.25,0.25,2,0.25,0.75,0.25,0.25,1,0,4,16.25,13.5,2,10,2.75,1.5,6.5,3,0,21.25,24,54.25,0,0.25,0.999931662635292,5.5,0,10,0,5.25,11,5.25,0,35.5,13,0,7,9.75,0,0,4,5.25,8.5,24.75,58.75,52.75,0,6.25,16.75,4.25,1,0,1.75,5.5,11.25,3.75,8.75,1.5,1.75,1.5,5.75,0.75,23.75,19,6.75,0,15.75,0,0,2,20.5,3.25,11.25,22.6702196087057,8.5,1,0,0,0,0.25,6,23.25,0,0,72.75,2.75,0,4.75,3,0.25,4.25,0,18.5,0.5,5.25,14,33,12.5,24.0167962236918,0,1.5,0,0,1.25,3,1.19947328450626,5.75,1.75,0,0,0,1,0,0,0,0,0.25,0.5,0,0.75,25.25,0,1.25,20.5,2.25,0.75,3.25,5.75,0,1.25,7.25,7.5,0,0,11,1.5,4.5,9.75,5,3,4.75,0,0,0.5,0,7.25,0.25,0,2,1,0,0,0,0,1.75,0,2.5,0,8.02741236732858,0,6.75,1.5,2,0,0.25,16.25,1.75,20,8,0,0,1,0,1.25,0,0,2.25,2.5,20.25,0,0,33.25,0.25,0,0.75,0,8.25,6,4.75,0,0,0.75,0,11,12.75,0.25,2.6477743355821e-05,0,2.75,0.000102836649812208,11.25,23.5,0,0.25,0.25,1.75,2.5,5.5,1.02954177114386e-05,1.5,0,1,1.25,0,1,3.75,0,4.25,5.25,0.75,4.25,0,0,0.75,0,0,0,0.25,0,0,1.25,0,0.75,1.25,5.25,0.5,0,0,0,2.25,0,0,1.75,0,0,0,0.25,0.5,2.75,4,1,0,2.5,0,13.75,0,0,0,0,0,0,0.75,2,1.75,0,0.498114910710789,0,0.999991046510877,1.25,2.25,1.25,6,1.5,15,0.5,0,0,21,1,0.5,0.25,29.5,0.75,0,0,0.5,1.25,0.5,0,0,1.25,0,0,2,0,0,0,0,3.25,1.5,0,0,0,0.25,0,0,0,0,0.25,0,0,1,16.75,0,1,16,2.75,1.5,1.25,5.5,0,0.25,4.75,8.75,0,0,4.5,2.75,3.75,6.75,3,0.75,6.75,0,0,0.25,0,3.75,0.25,0,0.25,0.5,0.25,0,0.25,0.25,1.75,0,0.75,0,4.25,0,5.5,0.5,0,0,0,10.75,1,9.75,5.25,0,0,0.75,0.25,2,0.999999985978394,0,2.75,1,12.75,0,0,30,0,0,0.5,0,5.5,2.5,1.75,0,0,1.25,0,2.75,6,1,0.25,0,1.5,0.5,9,16.5,0,0,0,0,0,0,0,2.75,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.75,1.75,0,0,7.88658853977782e-06,0.25,0,0.25,0,0.75,0.75,1,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.14474346363146e-06,0.5,0,0.75,0,0,0,9.56154158322443e-06,0,2.25,0,0,0,0,0,0.75,0,1.25,1.5,0,0,0,0,0.25,0,0,0,0,0,0,5.24093808391059e-06,0.25,0,0,12.25,7.5,1.75,2.75,0,3.5,2.5,1.75,0.75,6.5,1,2,8,11.5,13.5,1.25,0,0.75,3.5,1.5,0.25,0.25,0,9.75,3.25,2,2,5.5,0,0.75,0,4,1.5,2.5,1,3.75,4.5,0,0,1,4.75,2.5,0,1.75,0,0,1,2.25,4,3.5,0,3.25,1.5,8,0.25,0,2.5,0,2.5,0,5.75,0,0,2,0,0,0,0.25,4,0,0,0,5.25,0,1.75,4,0.25,8,0,0,4.5,0,1.25,1,2,4.25,1.25,1.25,4.25,0,1.75,0,0.5,2.75,684.815494160104,4,73.2482780536737,52.25,23,19.5,111.008796276246,19.25,139.267101732954,1.75,8.75
5S_rRNA,9.70597280591154,2.87844649212327,0,0.692454005052094,3.06544604962436,3.75232714117277,0,4.13288872401708,0,0,0,5.59521233630826,0,1.93016831741814,0,0,9.29711918547009,0,0,3.27613233681271,6.05301547190096,0,0,0,0.4,0,3.68427212464737,0,0,0,0.984035014243311,0,0,3.72920849104672,0,4.97160730510394,2.96317354817138,0,0,0,0,2.42094394122503,2.24661950568809,0.4,0,0,0,0,5.59188788972127,0,7.36044226799067,4.57357654024123,0.432357148182592,3.23010468497794,10.1471724247233,0,0,4.70412315826649,0,7.44075931450262e-05,7.57190839510433,0,0,0,0,0,0,3.06728659792773,3.66470580398932,5.04414697249646,6.28281134740722,4.04342149307625,0,5.21354896643772,0.946717524387973,2.56326277673329,2.09881770866662,4.99039841293501,0,0,1.83343719839476,8.01081108646211,0,0,0,4.34587764258235,8.23610210269395,0.4,5.47149884090797,0,1,5.82682058099297,0,0,1.56249603871368,1.26099430017827,0,6.36873166972469,2.05394269417276,4.254313307696,4.10822302753507,7.68747633758577,3.34386010166849,1.27132036470221,1.76396385121198,7.09920246180936,10.3063758531405,15.1052842388162,0,3.37133622868777,9.20954401482735,4.49762891685391,8.03951322155315,4.04463163877312,1.13257879316005,0.884730860111861,0.869094191575161,0,0,0,0,0.5,11.4421269462681,10.2984931422136,6.40409415700111,0,0,9.95176848057608,0,0.825388856827801,0,0.19681941777108,1.72974976514539,7.57546899334392,7.99399614948677,8.53718932948875,0,0.338796829862923,1.98159964056951,0,6.66127150689103,2.85073958428258,0,3.15623810853205,0.298728964117323,0.0212732022237424,11.7989840712367,0,1.98882056582987,12.7867614219595,3.59876545560375,4.70181785478272e-05,0,25.3108844100388,0,0,5.86514170573116,16.861660671181,0.263381392125306,3.78148052918379,2.89624405849215,0,4.31334951942741,3.7420908791806,0.141880735946797,4.07434365311547,4.00687327402588,3.83331910098104,0.919893043158892,15.6425197348834,9.20243228509877,3.81129426524366,1.24085498248709e-05,6.51088861615004,0,8.3492285302779,3.64121597884333,0,6.66312631916841,13.2010502911573,1.62740031036082,0,6.87164674918763,2.52313699466402,5.25439439453854,0,0.717619186197828,3.93321694302426,0,12.1518603288998,1.61801265796867,15.6450752491931,2.17977450838041,1.17728927820772,3.07273140748877,1.5,0,12.1955643841336,10.3407308870254,0.6,0.2,6.34512210646479,4.43232785398553,3.56922048071978,0,2.29615564617765,1.8,0,0,8.21393624350074,5.07909703924019,12.6886399377404,0,0.885871823260308,4.82187757380866,5.60695613467631,1.53344052730168,1.69228543586974,1,2.58185436539089,4.10624608264252,6.2181627797596,4.90380918695415,2.3757506420027,8.2509363799102,0,3.96724468165152,19.7771494528117,0,1.21933170792074,0,2.81252791435845,3.88673206832292,2.94971967283256,2.00052232435309,6.93807071006021,3.36540959112359,0,0,12.73150929792,17.7086873894028,6.11826079049075,3.81277462973116,0,11.4083348429944,0.94624115601461,0.511027508133901,3.19790388207972,0,2.7396434725417,1.21477773347516,3.43116500701384,0.860157989430487,11.0124989428929,1.43261272948363,12.4369012512376,2.5394818947672,2.23438656635451,9.22624019762468,1.69852330087376,19.1892325688353,4.13296753187357,8.79679405891095,3.83569324438159,1,10.293627992637,2.51488342381424,8.35235702225895,6,8.10435499883554,3.21383931524441,5.14599677181318,1.79184337010659e-05,4.43065762979249,6.06665764883276,2.10887606479833,0.633144741853239,2.40749021946508,0,1.17514740127176,0,5.22714019076631,0,9.14113380186382,7.05209634743494,3.65675109740714,10.1286879862248,3.47801551011958,1.92426493042721,3.50881106438114,12.0936407438741,10.5761509918651,4.19267855534537,7.00384120136324,1.98847916015199,0.5,0,5.4477154051514,0.5,8.24700906467644,0,0,1.7,2.11792326297645,1.94948383640776,6.63678032640556,0,0.468754471313793,15.5985895948288,0,0,2.40900703200831,0,0,0,0.0797425702620677,0,0,1.46328728661608,6.97575072479518,1.84832070831113,2.04982660499938,1.43229266340979,5.51253450297654,0,0.380938665839246,3.01715855460892,5.29488972176569,6.21873866496336,0,0.21068818872933,3.92734927254107,1.7673236709958,5.48919207862949,0.801887791029239,13.0267827031701,6.89121632208752,3.27645356412298,0,4.59426615996392,0,5.95311253905336,0.292408311056488,0,0,0,0,0,6.22328281381002,0.100429640627339,0.6,11.1914109643909,3.61820329160514,0,0,0,0,0,2.8704118654567,6.1516764202077,0,0,6.03463152440826,1.87737629263582,0,5,0,2.93030393209889,4.32820555889781,4.8288167311649,1.62895844672576,3.81440663001853,3.43047772851076,4.21149629259588,4.28902236983039,3.67119214461797,0,5.43550657497167,0,19.2499095695036,0,0.296536712474175,6.37978485915454,2.15910055226842,8.13196964631401,0,0,0,0,6.97201370180157,3.02701009276517,11.945185833878,0.492797467594427,0,6.89772002513879,5.86911887084489,0.870746102724208,6.64883538953246,6.19394948397053,0,1.33654602000572,7.89115454864567,3.33208679197603,2.9652004229991,3.00944835838308,1.68349171740479,0,1.66320961344029,18.5460983089764,0,3.22660628288366,0,4.08600006818429,0.663804892201647,14.9490187442059,10.6895929387431,9.69259342025836,2.19671524395793,1.37493050818654,7.01991863591612,6.12806812164442,0,0.952113660692476,8.99042668956877,8.38928084268822,2.30818880500125,8.92092650708006,0.256471187353385,7.98858914758434,2.85373947384597,11.6250831917813,2.71380594416656,0.78403084119415,0,0.796328441611914,0,1.89775612912782e-07,0,0,1.46375105804368,7.72907734993933,0,14.3441865386003,0,3.62642815441674,1.80950584960083,5.71232847252998,0,0,4.69679005387432,0,5.2909618785389,0.558440960396928,10.4697458413678,8.70442730496011,1.62122981889777,0,0,1.9249764283821,3.58819109196105,3.61711548275629,3.3477217227663,15.3168515194893,6.3558833010018,12.8707028486059,18.697618167478,0.8,5.23304418901531,1.18147357555495,2.12963084048036,8.67973355213185,3.52709893749906,3.27596306341788,6.6210329624167,0.5,10.2487086065034,5.96739864012429,2.00000003209127,1.35448779391981,19.7795241250744,0,18.469717021616,17.7513509953579,26.6167244074177,12.6468421657656,11.0440141445815,6.69732666842295,11.2258922056209,7.84355613210282,25.8128257996921,16.2344010555244,0.894340323158242,10.1731009123095,3.26336613722249,0,7.17355254778315,9.32167838803397,7.42820661370276,17.2849998997081,3.35620732259082,1,2.22802674952977,2.55382067975632,0,0,3.11697860572938,15.6824814599694,0.2,14.9854152544379,11.1882430406859,12.0447781935867,2.90741443563586,10.6882525758349,7.50994761059357,12.2360830452212,0,0,24.5598747546265,1.58481325623606,0,16.3489547346159,0,1.90725876972352,0,7.17554419641005,11.3649610534725,1.43404916215376,21.483909229387,9.34880415498827,2.35873065482059,15.1584649503685,14.7501566955544,5.73152250439936,0,0,0.2,8.61466530169881,0,0,5.96801407124167,10.6769635979017,7.04335886442521,19.8539481416128,15.2482301843978,0,6.68545997040913,2.30359953739613e-08,4.71672445537309,11.928060073046,14.9116765394083,5.83937530312754,33.41678131762,2.91619090101571,11.2146646925,1,5.49513785610601,4.01133539283664,2.82396310188255,7.05256400103484,3.39325291168352,0,2.33174197065461,0,1.80537716424352,0.200010694215324,13.1662553749679,0,4.25344842632955,2.23434537132855,5.07804596367636,10.0452497297071,6.61569994275036,15.9196072709111,8.49953934839312,14.5351053149293,5.30827538219019,0,0,0,0,0,3.49754548095252,0,1,0,0,0,0.5,0,2,0,0,0,0,0.5,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170286313026133,0,0.199994898093624,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.32776715431412,0,0,5.52607293864319,0.4,0,0,0,2,0,0.5,0,0,0.5,0,1.15674322333387,0,0,0,0,0,3.6389363577385,0,0,0,0,0,0,1.33152698860438,0.0925865885095086,6.49295861325786,6.34977471429394,0,0,0.000163228391439586,0,0.2,0,3.2512511343464,11.3950990863828,0.995048862988197,3.15198640753555,0.960875851649194,9.52995435242861,6.28713195563802,11.1947619799175,9.43445980405979,0,13.0171045069528,0,5.71730413183474,11.1604777323939,2.05068510358222,21.999830201691,0,0,3.41866142149853,2.35072806912019,0,0,7.21181083639221,6.76546085149535,2.29893231555427,0.6,1.19822478626267,5.94928485548289,0,0,0,0,0,0,0,0,0,0,1,0,0,2.53476974419198,0,15.6343122451252,3.38083975095934,0,8.13421033835486,5.68993904920007,0,2.90035588184313,16.186991026676,9.89328136699035,7.72722921993487,0,0,3.61132707445679,1.86003936514637,0,13.0764858140785,14.0903636163808,19.1976768876031,8.15303474314044,10.9834563634483,0,0,4.83749708921505,0,17.3494600870372,2.50446292509153,0.84411150577765,4.14388365380333,0,4.40493180916007,0.967394015453949,2.78676815782925,14.6253506234978,0,0,1.76873293046882,1.19501109995307,7.69667693089049,5.11784951864845,0,2.51611365522776,0.456542762247182,7.2631383553577,3.70959319772082,6.68211673140202,7.71288316261349,7.88047162625938,10.508945677436,6.07913581489561,5.54701621587297,7.88409156426551,0,8.28501206068646,11.552715833373,0.5,0,5.98169339438612,30.9098707122023,8.17812607781912,1.64190959471961,8.54083652873787,3.80089657016026,2.27813429357425,0.5,8.81022324081442,0,4.15323087205995,0,10.4784036446224,0,12.3544937507084,6.00739926469349,0,0,12.7533190843495,2.0387786648613,5.40093760917579,6.44813491192476,8.04832639702065,9.81379909227817,0,3.64270599074892,8.92092809508005,2.41822496791554,5.44393261773315,0,7.45199336037559,5.24126737186138,7.24819596306567,0,0,2.7113928215132,6.06362919913767,17.2437312924492,0,0.605183644134502,12.0024075326083,0,6.11174856140993,2.54203211701758,0,0,12.3149391594183,3.91197105713984,39.958474879317,0,0,7.96323153610778,2.20803739369196,2.01374060441656,6.50715832332369,0,1.5,17.3894513945523,0,5.04584671110276,0,5.86257043312738,10.3670520766383,12.6755488076068,0,6.28201667146357,5.82896069348186,2.9,0,7.69028354266566,0,6.0062440990329,0.2,18.3136793028391,24.0094521340131,7.59334417033961,6.82358637615198,2.04893641060547,7.4595827850456,0,6.52331725691817,0,0,21.9527041595939
