"","pseudotime","UPR_Rheostat_SD","UPR_Rheostat_Range","UPR_Rheostat_CV","UPR_Balance","Dominant_UPR"
"105_B1_1060",18.8761812731018,0.894707735436395,1.6421821183022,1.98037004208344,0.804060010874867,"ATF6_score"
"105_B1_1061",16.9420997074916,0.347859859337959,0.689931528567557,-0.457070823303363,0.852863198046296,"IRE1_score"
"105_B1_1062",16.8222476845648,0.307116533989399,0.610952706332307,-0.42522071017807,0.873149872460735,"IRE1_score"
"105_B1_1064",19.7113170112634,0.812207415170808,1.50773569355574,2.251018821192,0.810830679143253,"ATF6_score"
"105_B1_1067",18.6700305718053,0.284525045805246,0.569013765938392,-0.470100868772327,0.895110980287186,"IRE1_score"
"105_B1_1069",27.5193015270046,0.132900002726114,0.265799712573231,-0.340933634057807,0.983302033252774,"IRE1_score"
"105_B1_1070",15.8262696157111,1.13057451893281,2.05415571719245,4.70860295475784,0.527451430384523,"ATF6_score"
"105_B1_1071",19.8124901207615,0.533468516779497,1.06211747168492,-0.477514957770551,0.805221196068607,"IRE1_score"
"105_B1_1080",19.8124902366831,1.70538717253632,3.15008187036391,1.78148555117465,0.7622841353606,"ATF6_score"
"105_B1_1081",17.2111964649291,0.276830222375136,0.551658406770144,-0.387894879925599,0.88898293687587,"IRE1_score"
"105_B1_1082",18.5973225411494,0.928784127979178,1.66765105354402,-161.997617553105,0.527840642949683,"IRE1_score"
"105_B1_1083",18.1041483073957,0.177217992457061,0.353398903516136,-0.311408574713926,0.946349996116185,"IRE1_score"
"105_B1_1084",19.8233496012689,0.839239514703961,1.57428893050446,-27.0565173339471,0.80734433455798,"IRE1_score"
"105_B1_1085",18.5681244093111,0.94157892204325,1.65023820110681,2.97232005211659,0.801629283665589,"ATF6_score"
"105_B1_1089",18.6022577965424,0.18750116351904,0.374917131469552,-0.293801305683748,0.943252619702532,"IRE1_score"
"105_B1_1091",16.0053744185996,0.233897783232717,0.467113218112533,-0.425334407067638,0.921608824520569,"IRE1_score"
"105_B1_1092",18.1477777416251,0.200917960845483,0.393853250700128,-0.340658520366267,0.918024470352196,"IRE1_score"
"105_B1_1095",18.5433784899878,1.39495668392633,2.77696420451346,1.64172953391106,0.750130351401651,"IRE1_score"
"105_B1_1098",15.9529302899978,0.0836338574600368,0.160099859800808,-0.245762585930628,1.03019706659263,"PERK_score"
"105_B1_1104",15.8514073391292,0.205557554948552,0.366251480846313,-0.500936899243342,0.849999569202854,"IRE1_score"
"105_B1_1105",18.7089619137421,0.956076189006437,1.74720406377721,1.96945485738108,0.799358158852768,"ATF6_score"
"105_B1_1109",16.7374204217138,0.21501724387099,0.429780283264896,-0.405377227953475,0.930380828378799,"IRE1_score"
"105_B1_1111",19.4397370682523,0.909504314451065,1.62272648942887,54.2442083812703,0.513787445877715,"IRE1_score"
"105_B1_1115",19.0822389000275,1.80063332234878,3.5832066974212,1.59624911349153,0.692323955169124,"ATF6_score"
"105_B1_1121",16.926214458442,0.193495865211189,0.377587942027093,-0.425413710656698,0.920502701351901,"IRE1_score"
"105_B1_1122",19.7265180010329,0.24576714349047,0.491176789340876,-0.414602437671102,0.908873311139518,"IRE1_score"
"105_B1_1127",19.7749294272186,1.96886114600043,3.69746242055794,1.6083842081822,0.753273963261384,"ATF6_score"
"105_B1_1129",15.9165630294812,0.197232798613679,0.364714282347602,-0.384534872151601,0.950800383714257,"IRE1_score"
"105_B1_1131",18.605839449968,0.815706590253893,1.51272605931058,-19.8134086537085,0.627220725623042,"ATF6_score"
"105_B1_1133",17.0575021157662,0.227206955179548,0.443040658546577,-0.485833217226645,0.896919301489218,"IRE1_score"
"105_B1_1138",19.4576940248527,0.148984119493741,0.294350031401569,-0.303320252519033,0.976111367147654,"IRE1_score"
"105_B1_1142",19.4302323069863,0.239126840542486,0.473546446852776,-0.327656465414545,0.92352658483596,"IRE1_score"
"105_B1_1144",18.6000058404192,1.9488144038696,3.54860303618387,5.1414175657608,0.462084363462027,"ATF6_score"
"105_B1_1148",16.0282502547364,0.192281177086896,0.370784164483964,-0.528830789669983,0.914447123790311,"IRE1_score"
"105_B1_1152",18.5682065648296,1.00020425577753,1.81382077323971,6.17618492789536,0.541902342313016,"ATF6_score"
"105_B1_1154",19.7900431258105,0.237692518520504,0.474760814688837,-0.381941520198501,0.919539926840187,"IRE1_score"
"105_B1_1156",20.0076869371255,0.817981075451164,1.53496682559855,-7.6450205171281,0.650394060771898,"ATF6_score"
"105_B1_1161",19.7557877578043,1.78354608524359,3.55414132208234,2.0653986238928,0.697345726671156,"ATF6_score"
"105_B1_1163",18.597622294521,0.997879470975879,1.83444403827148,1.60295957346282,0.79592111265264,"ATF6_score"
"105_B1_1164",18.5453399283779,0.198708674967684,0.397372587508107,-0.37165227266816,0.936706720813889,"IRE1_score"
"105_B1_1171",17.4105287007215,0.275622046438378,0.550337640618093,-0.367999740633616,0.902419818946022,"IRE1_score"
"105_B1_1172",18.9846249144571,0.191391602900708,0.37327560594683,-0.311989164189619,0.951115329644631,"IRE1_score"
"105_B1_1174",19.8024164692502,0.375788574505743,0.743635963850375,-0.390588288996184,0.872821270903076,"IRE1_score"
"105_B1_1177",19.5404927797876,0.299014155536958,0.574619241700149,-0.448612782850511,0.842969727982595,"IRE1_score"
"105_B1_1190",40.0280519680366,2.46872565875595,4.93402231458995,1.59394130020944,0.708175719230783,"ATF6_score"
"105_B1_1191",40.4150620841705,1.31196473401645,2.62004537147435,4.38457993184289,0.748092855926734,"ATF6_score"
"105_B1_1193",17.1324515407161,1.05271047485411,2.01799211718517,1.52438496319265,0.787340646343291,"ATF6_score"
