"source","signals_sent","avg_strength","max_strength"
"2",32170,0.0513769782155154,1.74515406121112
"4",31543,0.072697802896492,1.82330278032745
"8",31104,0.0170636467736309,1.5561529747075
"6",31092,-0.000932431500051155,2.01120845919192
"7",29827,-0.0202205953291425,2.08379640080338
"3",28140,0.0368351428780242,1.92271724390853
"5",27726,0.0583936039215396,2.03018457249842
"0",27367,-0.00111519519653593,1.35665552074624
"1",19322,-0.0655293622535348,1.99528739568663
