"seurat_clusters","Ratio","Value"
"1","PERK/ATF6",0.299722438359229
"1","IRE1/ATF6",0.512024946246554
"0","IRE1/ATF6",0.522644130467083
"0","IRE1/ATF6",0.0774271723893809
"0","PERK/IRE1",1.22378027177612
"0","PERK/ATF6",0.44406432216723
"0","IRE1/ATF6",0.362862788695509
"0","IRE1/ATF6",0.924870707232187
"0","PERK/IRE1",0.605507192933985
"0","PERK/ATF6",0.390955544918919
"0","IRE1/ATF6",0.645666227389544
"0","PERK/IRE1",11.9248448032832
"0","PERK/ATF6",1.6895986923443
"0","IRE1/ATF6",0.141687268909287
"0","PERK/IRE1",1.55305704635708
"0","PERK/IRE1",1.18643697884025
"0","PERK/ATF6",0.460933039770464
"0","IRE1/ATF6",0.388501916234124
"0","PERK/IRE1",3.14801850849764
"0","PERK/ATF6",0.595485532165776
"0","IRE1/ATF6",0.189162017490794
"0","PERK/ATF6",0.0400993313842628
"1","PERK/IRE1",1.30481530864286
"1","PERK/ATF6",3.52071432421404
"1","IRE1/ATF6",2.69824725452978
"1","PERK/IRE1",0.672905428905346
"1","PERK/ATF6",0.338300878418988
"1","IRE1/ATF6",0.502746543402572
"0","IRE1/ATF6",0.0350288889567467
"0","PERK/IRE1",0.0804746995517708
"0","PERK/ATF6",0.030587007613869
"0","IRE1/ATF6",0.380082284049931
"0","IRE1/ATF6",0.710733891916742
"0","PERK/IRE1",0.47890403047808
"0","PERK/ATF6",1.19259709668147
"0","IRE1/ATF6",2.49026322766781
"0","PERK/IRE1",0.485235556405048
"3","IRE1/ATF6",0.41007134202101
"3","PERK/ATF6",0.104530038971758
"3","IRE1/ATF6",0.459777624481364
"3","IRE1/ATF6",0.336891997377524
"3","IRE1/ATF6",0.641357123905
"4","IRE1/ATF6",0.728629459958705
"8","PERK/ATF6",1.23691569632313
"3","IRE1/ATF6",0.434371069786516
"3","PERK/IRE1",0.134172111410912
"3","PERK/ATF6",0.0875130582356948
"3","IRE1/ATF6",0.652244772147019
"3","PERK/IRE1",0.00272125850951548
"3","PERK/ATF6",0.000968042909214513
"3","IRE1/ATF6",0.355733534991085
"3","PERK/IRE1",0.843063198727112
"3","PERK/ATF6",0.157716142167548
"3","IRE1/ATF6",0.187075111813295
"3","IRE1/ATF6",0.299123949581772
"3","PERK/IRE1",0.0548498354262712
"3","PERK/ATF6",0.0600347464296379
"3","IRE1/ATF6",1.09452919891321
"3","PERK/IRE1",32.8242024467709
"3","PERK/ATF6",20.7638981518756
"3","IRE1/ATF6",0.632578908369434
"3","IRE1/ATF6",0.326895759274432
"3","PERK/IRE1",8.77009638083661
"3","PERK/ATF6",0.271887077512656
"3","IRE1/ATF6",0.031001606562358
"3","IRE1/ATF6",0.159486562645274
"3","PERK/IRE1",0.354550640469979
"3","PERK/ATF6",0.209652025254359
"3","IRE1/ATF6",0.591317575893959
"3","PERK/IRE1",0.0373635878714373
"3","PERK/ATF6",0.0300351229226527
"3","IRE1/ATF6",0.803860780875735
"3","PERK/IRE1",0.30075803932976
"3","PERK/ATF6",0.162667201699504
"3","IRE1/ATF6",0.540857368474699
"3","IRE1/ATF6",0.0629608654618807
"3","PERK/IRE1",0.101674435725664
"3","PERK/ATF6",0.0510105924181903
"3","IRE1/ATF6",0.501705193189625
"3","IRE1/ATF6",0.383027934952947
"3","IRE1/ATF6",0.399333673868162
"3","IRE1/ATF6",1.23740414216467
"3","IRE1/ATF6",0.250852093539233
"3","IRE1/ATF6",0.316050364606758
"3","IRE1/ATF6",0.443094643326039
"8","IRE1/ATF6",0.0863798680182282
"3","PERK/IRE1",0.804479603570119
"3","PERK/ATF6",0.484884162993805
"3","IRE1/ATF6",0.602730213223538
"3","PERK/IRE1",1.71178798654863
"3","PERK/IRE1",26.7335027638952
"3","PERK/IRE1",0.621445308259305
"3","PERK/ATF6",0.123986299085631
"3","IRE1/ATF6",0.199512808991868
"3","IRE1/ATF6",0.242662144377878
"3","PERK/IRE1",0.247962966243494
"3","PERK/ATF6",0.0705033497871438
"3","IRE1/ATF6",0.284330159681632
"3","PERK/IRE1",1.39751088916725
"3","PERK/ATF6",0.599581040502104
"3","IRE1/ATF6",0.429034968635832
"3","PERK/IRE1",0.299017378654699
"3","PERK/ATF6",0.0949134853291562
"3","IRE1/ATF6",0.317417956629073
"3","PERK/IRE1",0.278624908572428
"3","PERK/ATF6",0.143604676758192
"3","PERK/IRE1",0.000898080692608601
"3","PERK/ATF6",0.000942927999987383
"3","IRE1/ATF6",1.04993683501704
"3","PERK/IRE1",0.375724276728901
"3","PERK/ATF6",0.0689262126758353
"3","IRE1/ATF6",0.18344891971292
"4","PERK/ATF6",0.41395026896379
"3","PERK/IRE1",0.106437709329231
"3","PERK/ATF6",0.0481624091509161
"3","IRE1/ATF6",0.452493852549393
"3","IRE1/ATF6",0.150864793449064
"3","PERK/IRE1",13.0898792476889
"3","PERK/ATF6",7.31683366405222
"3","IRE1/ATF6",0.558968767060558
"8","IRE1/ATF6",0.215440990130543
"3","IRE1/ATF6",0.140148434475506
"3","IRE1/ATF6",0.239688045428955
"4","PERK/IRE1",0.498727285966821
"4","PERK/ATF6",0.578181878270751
"4","IRE1/ATF6",1.15931470873887
"3","IRE1/ATF6",0.560439381830613
"3","IRE1/ATF6",0.625054562991031
"3","PERK/IRE1",1.10624369824868
"3","PERK/ATF6",0.506381946952025
"3","IRE1/ATF6",0.457749000291429
"3","IRE1/ATF6",0.381780908055299
"3","PERK/IRE1",0.452699000382919
"3","PERK/ATF6",0.254567386775507
"3","IRE1/ATF6",0.56233255774848
"3","IRE1/ATF6",0.940608430243473
"3","PERK/IRE1",0.369171480745512
"3","PERK/ATF6",0.127457306531983
"3","IRE1/ATF6",0.345252310050044
"3","PERK/IRE1",1.67334916158169
"3","PERK/IRE1",0.23592650826655
"3","PERK/ATF6",0.942177130369353
"3","IRE1/ATF6",3.99351958070299
"3","IRE1/ATF6",0.707030436433721
"3","IRE1/ATF6",0.7946373546097
"3","PERK/IRE1",0.134242480157834
"3","PERK/ATF6",0.0524109266442916
"3","IRE1/ATF6",0.390419832698786
"3","IRE1/ATF6",0.525978229672473
"3","IRE1/ATF6",0.400412174974918
"3","IRE1/ATF6",0.280319054933219
"3","PERK/IRE1",1.35800085603649
"3","PERK/ATF6",0.67353919206123
"3","IRE1/ATF6",0.495978473847981
"3","IRE1/ATF6",0.150838954680535
"3","IRE1/ATF6",0.308400322224681
"4","PERK/IRE1",4.39206356050739
"4","PERK/ATF6",1.03942927350907
"4","IRE1/ATF6",0.236660799460058
"3","IRE1/ATF6",0.285463333662471
"3","IRE1/ATF6",0.867514541832719
"3","IRE1/ATF6",0.329591786381661
"3","IRE1/ATF6",0.853375078804081
"3","PERK/ATF6",0.0300676796604776
"3","PERK/ATF6",1.43640065236556
"3","IRE1/ATF6",0.592191013859435
"3","IRE1/ATF6",0.0575194478940568
"3","IRE1/ATF6",0.503082891842223
"3","IRE1/ATF6",0.47086696449509
"8","PERK/IRE1",0.456124332306319
"8","PERK/ATF6",0.239021524743014
"8","IRE1/ATF6",0.524027129915302
"4","IRE1/ATF6",0.958838068447925
"3","IRE1/ATF6",0.506648768755448
"4","PERK/ATF6",0.367045139725313
"3","PERK/IRE1",1.08772918732567
"3","PERK/ATF6",0.529645736624569
"3","IRE1/ATF6",0.486927943826511
"3","PERK/IRE1",2.09893716862441
"3","PERK/ATF6",0.0154866392926397
"3","IRE1/ATF6",0.00737832438442605
"3","PERK/IRE1",7.31569093947066
"3","PERK/IRE1",0.223749675879085
"3","PERK/ATF6",0.0946690165778902
"3","IRE1/ATF6",0.423102362968559
"3","PERK/IRE1",0.249417575959733
"3","PERK/ATF6",0.0509495676040951
"3","IRE1/ATF6",0.204274167159417
"8","PERK/IRE1",7.37125597617665
"3","PERK/IRE1",0.760566431906298
"3","PERK/ATF6",0.638255168977085
"3","IRE1/ATF6",0.839183984727474
"3","PERK/IRE1",37.1017656384658
"3","PERK/ATF6",20.2867566768262
"3","IRE1/ATF6",0.546786826117881
"3","PERK/IRE1",0.634958863591451
"3","PERK/ATF6",0.540461342152934
"3","IRE1/ATF6",0.851175364488936
"3","IRE1/ATF6",2.28852518393868
"3","IRE1/ATF6",0.788184840569877
"3","IRE1/ATF6",0.488765147565059
"3","PERK/IRE1",2.23166740226925
"3","PERK/ATF6",1.41180001671715
"3","IRE1/ATF6",0.632621158189421
"3","IRE1/ATF6",0.450314673363769
"5","IRE1/ATF6",5.36265652735524
"5","PERK/IRE1",0.694920262511236
"5","PERK/ATF6",0.434586987648044
"5","IRE1/ATF6",0.625376767800058
"0","PERK/IRE1",3.92566211467382
"0","PERK/ATF6",1.51016749331329
"0","IRE1/ATF6",0.384691155071245
"4","PERK/ATF6",0.45811548675318
"5","PERK/IRE1",0.251377702057783
"5","PERK/IRE1",0.909647811605308
"5","PERK/ATF6",0.280012754609983
"5","IRE1/ATF6",0.30782545842201
"5","PERK/IRE1",2.17675078151149
"5","PERK/ATF6",2.10560167883063
"5","IRE1/ATF6",0.967314079643303
"5","PERK/IRE1",0.277502445722202
"5","PERK/ATF6",0.117327233790956
"5","IRE1/ATF6",0.422797116204186
"1","PERK/ATF6",0.83158525584359
"5","PERK/IRE1",0.715625177760973
"5","PERK/ATF6",0.313555642768651
"5","IRE1/ATF6",0.438156247869443
"5","PERK/IRE1",23.589655295264
"5","PERK/ATF6",2.77981412807324
"5","IRE1/ATF6",0.117840387800467
"5","PERK/IRE1",0.336440990432428
"5","PERK/ATF6",0.120750263270386
"5","IRE1/ATF6",0.358904731302761
"1","IRE1/ATF6",0.217963770660823
"5","IRE1/ATF6",0.290442839578991
"5","IRE1/ATF6",0.316711972149133
"5","PERK/ATF6",13.1403974099139
"5","PERK/IRE1",0.398589137937591
"5","PERK/ATF6",0.163447565014342
"5","IRE1/ATF6",0.410065276389778
"5","PERK/IRE1",0.0858404222759955
"5","PERK/ATF6",0.047326403024483
"5","IRE1/ATF6",0.551330035077396
"1","PERK/IRE1",0.0702801561090453
"1","PERK/ATF6",0.0692043729160967
"1","IRE1/ATF6",0.984692931084566
"5","IRE1/ATF6",0.769522569539821
"5","PERK/IRE1",0.360724066409724
"5","PERK/ATF6",0.129660308330512
"5","IRE1/ATF6",0.359444573856736
"5","PERK/IRE1",0.370496303854366
"5","PERK/ATF6",0.154374522105157
"5","IRE1/ATF6",0.416669533539633
"5","PERK/IRE1",0.0797330063989413
"5","PERK/ATF6",0.0275963775799965
"5","IRE1/ATF6",0.346109833635508
"3","IRE1/ATF6",0.456765637899613
"1","IRE1/ATF6",0.731651852086272
"5","IRE1/ATF6",0.234737737159705
"5","PERK/IRE1",0.855144324678638
"1","PERK/IRE1",1.9543245413971
"1","PERK/IRE1",1.63781725260657
"1","PERK/ATF6",0.784261743593881
"1","IRE1/ATF6",0.478845696823461
"5","PERK/IRE1",2.26313523381076
"5","PERK/ATF6",0.25565113334033
"5","IRE1/ATF6",0.112963259782693
"5","PERK/ATF6",1.15476982037766
"5","IRE1/ATF6",0.206931093224738
"5","PERK/IRE1",0.217750381405056
"5","PERK/ATF6",0.0991719748591392
"5","IRE1/ATF6",0.455438811262796
"5","PERK/IRE1",0.992513356562836
"5","PERK/ATF6",0.342772265680943
"5","IRE1/ATF6",0.345357836662264
"5","PERK/IRE1",2.0435077015401
"5","PERK/ATF6",0.682098582079674
"5","IRE1/ATF6",0.3337881142144
"1","PERK/IRE1",6.8038644243485
"1","PERK/ATF6",0.482915150696852
"1","IRE1/ATF6",0.07097659808868
"5","IRE1/ATF6",0.0842536696434109
"5","PERK/IRE1",0.836345941089717
"5","PERK/ATF6",0.289068879712006
"5","IRE1/ATF6",0.345633147134502
"5","IRE1/ATF6",0.387418353844804
"5","PERK/IRE1",0.278641557481765
"5","PERK/ATF6",0.814635862359609
"5","IRE1/ATF6",2.92359786430249
"1","IRE1/ATF6",0.478082294300578
"5","PERK/IRE1",2.64277232157164
"5","PERK/ATF6",0.335439569185424
"5","IRE1/ATF6",0.126927153900999
"5","IRE1/ATF6",0.608713248670306
"5","PERK/IRE1",0.658425090136712
"5","PERK/ATF6",0.321367575106231
"5","IRE1/ATF6",0.488085250578019
"5","IRE1/ATF6",0.408714753126219
"5","PERK/IRE1",0.987122908241166
"5","PERK/ATF6",0.483919058496693
"5","IRE1/ATF6",0.490231818608009
"5","IRE1/ATF6",0.301600277811622
"5","PERK/IRE1",1.20823316312227
"5","PERK/ATF6",0.736516475840102
"5","IRE1/ATF6",0.609581410542336
"5","IRE1/ATF6",0.287691555667087
"5","IRE1/ATF6",0.589640127983406
"3","PERK/IRE1",0.0369100822507716
"3","PERK/ATF6",0.010888703332834
"3","IRE1/ATF6",0.295006206132375
"5","IRE1/ATF6",0.276326097962456
"5","PERK/IRE1",1.28211561324795
"5","PERK/ATF6",0.597073242582105
"5","IRE1/ATF6",0.465693761477217
"5","IRE1/ATF6",0.0444958141919177
"1","PERK/IRE1",0.442413789926901
"1","PERK/ATF6",0.775663977000587
"1","IRE1/ATF6",1.75325452022811
"5","PERK/IRE1",0.508845133380869
"5","PERK/ATF6",0.376378674596808
"5","IRE1/ATF6",0.739672348040498
"1","IRE1/ATF6",0.0973117613950494
"1","IRE1/ATF6",0.932960437453976
"5","PERK/IRE1",0.553244269386937
"5","PERK/ATF6",0.231811796327601
"5","IRE1/ATF6",0.41900442382255
"5","PERK/ATF6",3.38042642378155
"5","IRE1/ATF6",0.523781408009041
"5","PERK/IRE1",0.47249949375677
"5","PERK/ATF6",0.163162044940121
"5","IRE1/ATF6",0.34531686720518
"5","PERK/ATF6",2.84326692881597
"5","PERK/IRE1",1.11375130156735
"5","PERK/ATF6",0.44359108598998
"5","IRE1/ATF6",0.398285582576405
"5","PERK/IRE1",0.0150996029723685
"5","PERK/ATF6",0.00486004604430629
"5","IRE1/ATF6",0.321865816816503
"1","IRE1/ATF6",0.53790506643715
"1","PERK/IRE1",0.300236335414439
"1","PERK/ATF6",0.338938522756506
"1","IRE1/ATF6",1.12890574116768
"1","PERK/ATF6",0.9742618077285
"5","IRE1/ATF6",0.407673024682654
"5","PERK/IRE1",1.95811498425059
"5","IRE1/ATF6",0.272443617373896
"1","PERK/IRE1",2.81538556131744
"1","PERK/ATF6",1.67696850768589
"1","IRE1/ATF6",0.595644351781487
"1","PERK/ATF6",0.183983811690992
"5","IRE1/ATF6",0.342875158216957
"4","PERK/IRE1",4.77999551768744
"4","PERK/ATF6",0.439809538749822
"4","IRE1/ATF6",0.0920104500354431
"0","PERK/IRE1",0.416589285116116
"0","PERK/ATF6",0.248649680664475
"0","IRE1/ATF6",0.596870081752507
"5","PERK/IRE1",0.188112043992504
"5","PERK/ATF6",0.073180338188697
"5","IRE1/ATF6",0.389025267258342
"5","PERK/IRE1",0.640457237958259
"5","PERK/ATF6",0.330879017864107
"5","IRE1/ATF6",0.516629367666967
"8","IRE1/ATF6",0.023853747937647
"5","PERK/IRE1",0.0211723401563835
"5","PERK/ATF6",0.0149162863012714
"5","IRE1/ATF6",0.704517601318349
"1","PERK/IRE1",0.388279675618402
