"","UPR_Balance","UPR_Rheostat_SD","pseudotime"
"102_67",0.720968895737364,1.48939111461402,9.16929553666011
"102_70",0.77989071569141,1.19885722187638,7.62142832672415
"102_73",0.882257253263548,0.369222141592943,7.64748708346141
"102_76",0.830985964663228,0.640326165404364,8.96833541558155
"102_77",0.779499432869385,1.24353153417618,7.99741293277559
"102_78",0.832112709975395,0.637875189136549,5.83736327349045
"102_79",0.774764531707612,0.755128676814737,6.94820065022557
"102_82",0.794040892025451,0.971766473143314,5.9728102633507
"102_84",0.832594931093196,0.538539614560565,4.95810806521329
"102_87",0.829181344629437,0.5520949598181,4.90479075017294
"102_88",0.73928366185311,0.894856906234487,4.18780804578544
"102_90",0.826534210960773,0.686889700928363,7.77901393472339
"102_91",0.636480567033835,0.928653302691015,7.70696026172065
"102_92",0.639842512292998,0.76887551957252,8.04352570277545
"102_93",0.649568431624181,1.19826039968122,8.8580429258859
"102_94",0.570795419195502,0.817388847627847,7.73412567337305
"102_95",0.755842056592921,2.0180184351777,6.81321447802066
"102_96",0.751937087862623,1.90021335428723,6.24027100190679
"102_97",0.581684816148438,1.11395426156886,7.14438024266967
"102_98",0.877669251048671,0.39601614768361,8.02850472991346
"102_99",0.713949298513632,1.1216739442107,7.62174737157961
"102_100",0.825596098363152,0.529225089772503,7.08467280027672
"102_103",0.524674194059241,0.785778871624697,4.90768366347109
"102_104",0.978314120349415,0.151770016138502,9.26713932383546
"102_105",0.763662113500299,1.39147445858359,3.28364615626052
"102_106",0.699877669313647,0.950661659780294,7.1400702659107
"102_107",0.837817657839513,0.596295960919144,4.8929872357956
"102_111",0.656761843476692,1.35420127672785,7.01151392750135
"102_112",0.780648997955968,1.27783346148581,8.75715701506559
"102_114",0.715511673910301,1.47535330299695,4.30118920045082
"102_116",0.596562056112038,1.18831721972509,5.85403308705321
"102_117",0.423165482747243,1.57163479289528,9.528432446414
"102_118",0.865118552038185,0.448184555295902,3.17038872413423
"102_119",0.812026354351878,0.764029517162213,4.9779842732271
"102_122",0.863128742270222,0.446060804776975,9.46929643773571
"102_123",0.713238476163816,1.22236562076513,6.98472143755943
"102_124",0.696201863951745,0.952766433899823,8.416394247308
"102_125",0.867367785223001,0.441062344433887,8.33001093288478
"102_129",0.835651797320217,0.563913930473228,9.34669513868204
"102_130",0.791854706463974,0.766597991617682,6.58866000019687
"102_131",0.641390909104781,0.766028799233106,4.33243216841301
"102_132",1.02579706630101,0.085907100588308,35.429879639165
"102_134",0.765196558438705,1.23727240211441,7.97523334565086
"102_135",0.549190701282738,0.798747451011858,7.80962421858664
"102_136",0.733456825472196,0.960832671702606,4.31636951740178
"102_137",0.776707615583306,1.12453184276683,9.27001365482459
"102_138",0.706694009671265,2.00220210085298,5.42445513505141
"102_139",0.669813607215948,1.08186312989623,9.50053964491432
"102_141",0.788820834772018,1.09715255444327,5.01785842750789
"102_143",0.699799569469937,0.861419129686552,8.42915271955295
"102_144",0.753142723389652,1.38349457492974,6.01625704495823
"102_145",0.721466386408023,1.14424522361009,5.79853279184086
"102_147",0.441975379674486,1.73452658153821,7.62142844264576
"102_148",0.788675240767576,0.94971455423966,8.7473494884807
"102_152",0.819067600608484,0.716959503426687,4.90551203035025
"102_154",0.784563036978206,0.884532120945593,7.33312083006469
"102_155",0.334708339186173,1.57764518867217,5.99324405645596
"102_156",0.755730632619534,1.54010073733229,3.67959074733562
"102_158",0.735551349888965,0.516142002495949,9.0330715521155
"102_159",0.76373645942123,1.31918658573051,6.79033143039419
"102_160",0.785342852002169,1.17920725787745,6.47105826925688
"102_162",0.920718774444369,0.259271042917394,8.03706221894519
"102_163",0.608446982679733,0.950093707978071,7.62169350575607
"102_166",0.65717133802613,2.50138284786308,8.42915283547456
"102_167",0.788636229516429,0.988240014070066,34.8198260232936
"102_168",0.787235043323562,0.443135317940016,6.2146562010143
"102_169",0.641690580262303,0.666994656993681,7.08467291619833
"102_171",0.689054964381725,1.28622382897822,7.86224369304298
"102_173",0.821975243944575,0.68025625433123,8.54334295164866
"102_174",0.799811908698728,0.727588623042224,8.52954897425855
"102_176",0.769438885813128,1.44925711282852,7.87956407117461
"102_177",0.848275077540754,0.53513786815721,8.03196226705035
"102_178",0.771589832046301,1.06203329797868,5.79387944917616
"102_182",0.861549610341801,0.376160237219921,7.62142855856737
"102_183",0.853952120475319,0.451341413732609,36.84470315278
"102_185",0.810057019348232,0.634230081079429,8.87824596690361
"102_186",0.642399946192234,0.553127655191551,5.01785854342951
"102_187",0.609654704484192,1.91250074180174,5.85279456377233
"102_189",0.756362545550668,0.715277749579142,7.19671862409514
"102_191",0.730913619128766,1.85311351343033,6.9108179691578
"102_192",0.786299464047228,1.10545047796106,5.41729093581675
"102_193",0.629168260348399,1.69885235757249,7.21536753965025
"102_194",0.594832337603244,0.787739542618433,6.25503300794898
"102_196",0.74036232601474,0.965139112010518,6.68372416424368
"102_197",0.804187418081312,0.906962152074645,5.83736338941206
"102_198",0.776661202805856,0.850116693169911,37.2274149400036
"102_199",0.833771891781865,0.600289029106365,5.41973199704743
"102_201",0.926702039443936,0.217820980229019,5.55358768074345
"102_202",0.979748180865168,0.144136150113813,8.37828313066192
"102_204",0.848129481208958,0.491270831231008,5.47834445698195
"102_205",0.821150942223572,0.696319665000307,5.17425917969819
"102_206",0.767930145658005,1.4926261975377,8.00833295651469
"102_208",0.792860078442419,0.657547123720754,8.07794673088974
"102_209",0.51449337718536,1.02245689151967,8.11081637511168
"102_210",0.740218755561816,1.75298775139286,9.21961631610576
"102_211",0.677966443956074,1.34690751286157,5.79387956509777
"102_212",0.705051465416938,0.737866975672809,6.55437497182644
"102_215",0.676145878677472,1.11130916520711,7.17952938703583
"102_216",0.763223952321788,1.71417248657562,8.72295548565882
"102_220",0.852825692991861,0.502283511840448,3.17038884005584
"102_221",0.783803651174582,1.21581639925102,8.72295560158043
"102_227",0.921470180229399,0.259882038210755,4.30378939669093
"102_228",0.795677619454521,0.822930677444005,36.4148816852849
"102_229",0.641257607922302,1.46755381800184,7.25113030770004
"102_230",0.914501741952398,0.254685962341569,7.66978512252637
"102_231",0.55288206099485,1.68730332449957,7.71210137134919
"102_232",0.896463813962834,0.263974493744832,7.53104834023574
"102_237",0.795147448053133,1.03075832785418,6.94960928106793
"102_238",0.708825965253572,1.70043131004903,34.9157800235106
"102_239",0.72031685345958,1.00009364867402,7.45193353053713
"102_241",0.772726359916924,1.06962387915706,3.27517974987751
"102_242",0.724257495213775,1.05689232790304,5.81663516268208
"102_243",0.806348279143415,0.884096524667689,7.70246962132151
"102_244",0.588908172723656,0.891887292705158,5.79387968101939
"102_245",0.536883687999887,1.49156535335425,5.6348221488736
"102_247",0.800104605962866,0.703520584534917,35.9738891729118
"102_248",0.594794644311031,1.09211864686015,2.99624231257867
"102_249",0.779985086320905,0.920928482454154,9.52262983509364
"102_251",0.79214255058917,1.0770077353581,9.17429134843187
"102_252",0.776952670461186,0.897915805850836,36.9256470797826
"102_253",0.776594391280676,1.34163293749325,9.51943311661235
"102_254",0.753477824267294,1.6910395442576,3.5401897359393
"102_256",0.771690645927345,1.49132756339839,6.75862990364199
"102_257",0.830305170354117,0.648859883621032,6.58866011611848
"102_259",0.775555438225899,0.952769454680273,8.17894774323919
"102_261",0.772197252336801,0.919602519719926,7.50545406835989
"102_262",0.808432340901103,0.378471188544569,11.8842233425786
"102_263",0.569652636334213,0.720689039231223,9.18951606559227
"102_264",0.693576266071621,0.566864781893397,4.32257939931274
"102_265",0.760037160683214,0.733494176403021,9.34617205751109
"102_267",0.818027256734702,0.709949271515009,8.98383636296717
"102_270",0.789894845183442,1.11348919328719,7.20352778339643
"102_271",0.984709765000387,0.141459715118842,5.56314512847719
"102_272",0.86389978520701,0.448035660548298,7.6215255388048
"102_274",0.734614588938018,1.89680207983347,5.41872797566829
"102_275",0.904392844020857,0.182437048821078,6.74436629647046
"102_276",0.761835401190818,1.32751455653973,7.78634906006661
"102_277",0.864972361557291,0.421089947951994,7.53671194610216
"102_280",0.822413055472561,0.584294386098094,7.56027776125918
"102_283",0.787304781695157,1.1542322844581,7.44762735079323
"102_284",0.759795007981756,1.79610971159874,8.29632779319195
"102_285",0.576208192284183,0.854091634110133,3.20068160435329
"102_286",0.805009355119175,0.866266546625809,7.13102235390917
"102_287",0.809672966432943,0.643406327788485,9.34687100023
"102_289",0.74235267180597,1.31073865705008,16.6719740692668
"102_290",0.756568574896081,0.515714127796801,7.78634917598822
"102_291",0.754916208269418,0.501430126674673,7.16455398080278
"102_292",0.4292555052012,1.44276417116527,8.0083330724363
"102_294",0.828589507291691,0.652924906604226,8.05077482743998
"102_295",0.812848334842707,0.634719348851906,6.84140866825244
"102_297",0.792914725743995,0.959830764774828,6.1434800428646
"102_300",0.753171396104915,1.10139602398173,3.17551272877275
"102_301",0.760056217003931,0.979009195076867,7.15523315122445
"102_302",0.721726248064804,1.02611536888152,5.79588396605441
"102_304",0.748327517163214,0.946545701095897,4.97333300658243
"102_306",0.656093135048476,0.792011635953826,8.58502154934326
"102_307",0.686572920266266,1.5523992997839,7.79161825284777
"102_308",0.59908605739809,1.18664248012978,8.41738342994706
"102_310",0.510426151672026,1.46861696246757,8.42104179330715
"102_311",0.383577818217059,1.80279417168907,7.54954323584614
"102_312",0.848330762181109,0.487811596729196,7.66978523844798
"102_313",0.544885761579121,1.03509947566829,6.497175860658
"102_315",0.85489331341768,0.260372726743417,7.1890370895845
"102_316",0.784131530494382,1.2158061187775,6.21465631693592
"102_318",0.75540794687752,0.799245872099536,8.01426804673081
"102_319",0.826457980142898,0.672420909161174,38.4804297901488
"102_320",0.8113252325258,0.640794903138838,5.31125685179065
"102_321",0.903687253526667,0.216320043358844,37.3924560066184
"102_324",1.01848266213635,0.0774652835411794,2.79430773269308
"102_325",0.788702653701193,0.964653292081769,3.73089229369539
"102_326",0.726034520802087,0.841410005374797,7.20352789931804
"102_327",0.717439376998007,0.514029719799323,5.793879796941
"102_328",0.802070767363596,0.920113634400867,8.2461603957115
"102_329",0.742897362777214,0.885924633973639,8.05071280318611
"102_331",0.760464300488102,0.833091260459122,8.42915295139617
"102_333",1.01001456522843,0.07899051116943,7.92380660302119
"102_335",0.631608182451629,2.14815896051296,7.21030935372032
"102_336",0.750028467379942,0.873718298076858,9.48641757583823
"102_338",0.803429968407229,0.777075602563608,7.66752765856509
"102_340",0.843953236928113,0.512860689307075,7.26027147040852
"102_341",0.729475049959416,0.903518824989674,8.08549631309731
"102_342",0.870150894655857,0.414082682641239,5.83736350533368
"102_344",0.751858175411641,1.77187691052077,8.42915306731779
"102_345",0.908671404365893,0.294623293647181,7.01599282469849
"102_347",0.814005113036049,0.797448440366913,7.99376265710483
"102_349",0.75284321712236,0.755397883221428,8.00833318835791
"102_351",0.789997062955171,0.86424584352053,9.34584483187928
"102_353",0.49302606122277,1.66792701356223,8.52954909018017
"102_355",0.475650225417753,0.755510407145706,6.5886602320401
"102_356",0.699655101005271,1.00514804255659,31.0452937462859
"102_358",0.712529493102597,2.02070502366679,8.85677180790021
"102_359",0.851119649882854,0.329911173829796,7.59172088027877
"102_360",0.738718034910634,1.89686822531347,9.27177342619355
"102_361",0.50420855773053,1.21569825849215,37.7006067288817
"102_362",0.788616671395562,0.597299073442263,8.95517612125837
"102_364",1.00972436491398,0.108499390487594,35.5791241788561
"102_367",0.811547972148402,0.823860448541009,34.9760630592299
"102_368",0.762211097906829,1.23068159200562,5.60411014009368
"102_369",0.820164102975829,0.635861477062077,7.28782105297799
"102_370",0.751741886819377,0.74128129008281,8.4291531832394
"102_372",0.630013130425913,2.00547355822158,8.90084690630682
"102_373",0.861142044790174,0.462523578889311,7.15761886551058
"102_377",0.742663695203119,0.889796741558462,8.04959872376332
"102_379",0.758762880272678,1.89107566234668,34.8965112308971
"102_381",0.47032321004426,1.46015850911927,6.86264876664977
"102_382",0.934206115033054,0.161199420529665,6.98026404544663
"102_383",0.784884635449755,0.917166703164202,5.32386026586039
"102_385",0.805795004132428,0.879186133589514,8.57247738706791
"102_386",0.75690334382561,1.98371374741788,7.97523346157247
"102_389",0.739735452302921,1.25501635482853,8.00833330427953
"102_390",0.862698391635035,0.450617707132287,4.2891975598618
"102_392",0.762456677454407,0.695571344060385,7.18525602230871
"102_393",0.714258537040792,0.824024811537678,7.3557198400457
"102_395",0.984679256567148,0.141836589602257,6.3121235758239
"102_396",0.391668019166459,1.57326737538109,8.0507749433616
"102_399",0.724973132543441,2.13040955788321,6.94590791104671
"102_402",0.615643944068079,1.17831882764685,5.80038620488301
"102_403",0.737788120812556,0.896669116121311,6.14348015878621
"102_406",0.798263779131943,0.951183422489447,8.00833342020114
"102_407",0.691296577811874,1.12949462406014,11.8429186986882
"102_408",0.792931717027974,0.658828250821354,6.14348027470782
"102_410",0.486450336051347,1.30941840735364,6.09051087490278
"102_411",0.889514466825066,0.327954927271218,5.79387991286261
"102_412",0.714582188478431,0.351559808502789,5.90629858014843
"102_413",0.620385887746305,0.710128942763064,8.96238408421658
"102_414",0.746276156845684,0.84656160029001,6.82426341935524
"102_415",0.758913495285362,1.84788444133969,8.52954920610178
"102_416",0.687786658205459,1.68779269140991,6.25265311678845
"102_417",0.818844693737951,0.664841979966028,6.24241325197115
"102_419",0.775358204780741,1.20472857679328,7.62142867448899
"102_420",0.771752642307731,1.20243838606463,9.51165010826802
"102_421",0.750951495727723,0.538947938766403,7.79957921863849
"102_422",0.770669706248996,0.692037202641723,7.76228588483481
"102_424",0.491311151628872,1.00968042780394,6.27071370461886
"102_427",0.497469389320587,0.695482082280616,7.03955960359242
"102_428",0.86662439854373,0.420757797279049,9.25493427561715
"102_429",0.781675589534385,1.24430113739251,7.79642487104718
"102_431",0.544352104006249,0.976667116986861,5.20188931245683
"102_433",0.794990878614563,0.653157723587127,5.78795175015425
"102_434",0.807408485535409,0.799577432055379,8.00833353612275
"102_436",0.791938345705402,1.08035681702964,7.6223420546907
"102_437",0.799716923261187,0.943151273511992,6.81608285631652
"102_440",0.819073212145701,0.457874469395254,5.418183546332
"102_444",0.494061729231297,1.36501754359733,7.20030362510965
"102_446",0.982603468809517,0.144297357056439,5.92396084321657
"102_447",0.784261089678855,1.02630312131132,5.64306223238024
"102_448",0.748812001980261,1.5532809402286,6.88703749869888
"102_451",0.779955066020447,0.892731253366979,3.2071104535619
"102_453",0.631145261553657,0.845330071588485,36.6317993629639
"102_454",0.820872287527268,0.689760539123226,7.74764306040382
"102_455",0.834965754803462,0.623550923738343,7.20352801523965
"102_456",0.75607687798435,1.26526563192055,8.52954932202339
"102_457",0.84912969198735,0.317494160064116,5.01785865935112
"102_459",0.704443219911251,0.969172708439484,5.00032819958217
"102_460",0.939952512990425,0.160374518770401,4.95345879344121
"102_462",0.522831843561415,1.85166084746293,7.34247000044997
"102_463",0.735706771921619,1.10828210344327,31.4919568874496
"102_465",0.402947008677276,1.46826828727288,8.53034455494516
"102_466",0.750603549447664,1.24242355603374,7.35199770114679
"102_467",0.700835483076723,0.7365561151592,2.88285693432021
"102_468",0.813977987693038,0.704506801532761,9.58503742767138
"102_469",0.826680720467368,0.674341613867235,8.56426989139113
"102_470",0.626283619557787,1.50813276990618,7.14110025399179
"102_471",0.765270755905248,1.64789517082011,2.79887711879925
"102_473",0.790582854033284,0.588767451609895,7.62272122944249
"102_476",0.77802291114675,1.23168132827144,5.93202304078102
"102_477",0.760821432956339,1.39353314688163,7.62189770666831
"102_478",0.735470619994931,0.980021906514659,7.62184644442338
"102_481",0.636748485439295,1.00414375623358,38.4147314257955
"102_482",0.760338652092446,1.48083674626047,7.76453383943023
"102_485",0.800844275902764,0.920032176233868,36.3786044116028
"102_488",0.791975946253906,0.882756381307002,8.90021968855828
"102_489",0.742535926441255,1.94627605982463,9.34440903567806
"102_492",0.853351836421672,0.380888687886176,7.94022568184286
"102_493",0.746164615701802,1.51153954820816,5.78818206018641
"102_495",0.651536245746653,0.761912321800782,6.82325281038475
"102_496",0.868149335637227,0.430858070314351,4.34031082253506
"102_497",0.791287408089594,0.846584481803035,5.89437805357478
"102_499",0.751586890348584,0.708767608714973,9.56049862698663
"102_500",0.873043577524877,0.315218318395125,7.86751566919476
"102_502",0.649107818038235,1.03457253109576,5.42615178366243
"102_505",0.817170429211825,0.628037428795053,7.02647044312357
"102_506",0.792795000213555,1.00084903196239,3.18723062046068
"102_508",0.730318340028032,0.833556433894898,4.18780816170706
"102_509",0.753758144476999,1.76873557501958,9.585037543593
"102_510",0.810201938205271,0.437431782437671,9.11152387709197
"102_511",0.610584003642068,2.0774605668041,8.72295571750205
"102_513",0.866929173107378,0.414635196799061,6.5734762446823
"102_514",0.793809703783654,0.859748583590877,7.48792613949135
"102_516",0.746563425574409,2.00888228603737,7.7044939209324
"102_517",0.774183491197816,1.20026034693487,2.83855087741444
"102_518",0.784462252394548,1.13828330259868,6.03774446776171
"102_521",0.759198456419338,0.982467501473534,5.83736362125529
"102_522",0.80972119488341,0.659942337968336,9.21634234700144
"102_523",0.868826959868851,0.423751112842036,8.52954943794501
"102_524",0.783989064992914,1.21412403295389,6.89438991647337
"102_527",0.525351702037754,0.953007027711549,7.01151404342296
"102_528",0.803550406482554,0.392936879243936,8.52954955386662
"102_529",0.552450930943195,1.34883502715358,9.55437855938365
"102_531",0.778684437371455,0.425284949594506,4.92964008557566
"102_532",0.741185524082161,2.19493253152054,9.3449926320245
"102_535",0.803543144214838,0.872571896833437,6.902533453766
"102_536",0.759643616006324,1.60221021731924,6.36019682212068
"102_538",0.850997063152618,0.457427556575671,7.78634929190983
"102_539",0.547677196231671,0.607643575465012,6.26190310307826
"102_540",0.598463060097731,1.74159818825296,6.6691807308462
"102_541",0.79216530411687,1.01257901446325,7.97523357749408
"102_542",0.809627391604917,0.842925314541996,7.08467303211994
"102_544",0.783607378753897,1.00126634547982,7.92993489097943
"102_545",0.821813768878258,0.494790910264485,6.22719969662567
"102_550",0.797827238099017,0.82581815520921,9.34687111615162
"102_551",0.789101935225041,0.831303151140714,9.12112599623049
"102_554",0.787559053410481,0.942211599745685,7.73308402890375
"102_556",0.730593096613379,1.11247065151905,5.37997230257572
"102_557",1.04120053210286,0.0684258398962588,7.90243633109359
"102_558",0.725927296159325,1.17459934458051,7.21921037525999
"102_560",0.7306502712917,0.629489742762569,4.28361727015869
"102_563",0.431950024250736,0.957718281593816,7.64315877418202
"102_564",0.894015446925395,0.275649818311419,7.42964249886742
"102_565",0.788811085221758,0.757679652132957,5.82545646135593
"102_566",0.947343451993188,0.20509319703892,5.94879308456182
"102_567",0.78988491905237,1.00077196477137,2.81368497794927
"102_570",0.673956851540842,1.85780736624832,9.11152399301358
"102_572",0.829163595708948,0.666080508864204,7.09239829719588
"102_573",0.634433684758937,1.28871821239612,6.21465643285753
"102_576",0.665568979203912,1.34413422276716,5.65337705995186
"102_577",0.782781819623855,1.24184565062253,7.13102246983078
"102_578",0.654736912674795,0.95867607423624,7.8511335011455
"102_581",0.775616289296912,1.39485356543551,7.40244843722535
"102_583",0.79102108756755,0.971852570032616,3.20409325217034
"102_585",0.757929092008322,0.66883123991402,5.39029193792225
"102_586",0.795630764366433,1.00473308307026,7.15180177384823
"102_589",0.847914066636451,0.444897299179842,6.75879215656914
"102_590",0.678231595022309,0.652866052161143,5.20188942837845
"102_591",0.695802592340687,1.44162115521299,8.42915329916102
"102_592",0.72457433421307,2.04984102375504,9.26598136541261
"102_593",0.836599856445829,0.433898004505685,9.58503765951461
"102_594",0.751100891955724,0.751862118062958,9.468454843929
"102_595",0.723021607461974,1.0638812053879,7.78634940783145
"102_598",0.821171808198752,0.484139241236747,6.22614471596065
"102_599",0.694138272111481,1.08022724002649,7.78634952375306
"102_600",0.722230642642204,1.8435754401755,7.78634963967467
"102_603",0.761257795247826,1.16687048620236,6.04249477411908
"102_605",0.768464474706979,1.12159508180649,6.75100925025734
"102_610",0.968859391893347,0.127309932970696,8.10693961457268
"102_611",0.832512049483552,0.641304298603185,7.70872116539854
"102_612",0.772116399855416,1.06320597303306,2.80278843252534
"102_613",0.75494680016695,0.668848252937546,4.90790848175391
"102_614",0.784680640064374,1.20538852033811,7.13102258575239
"102_615",0.738480470805516,1.17337575759314,2.80182717498687
"102_618",0.816135930567571,0.779582865134433,7.60007389358202
"102_619",0.650876282911429,1.21272201169751,7.23744805022013
"102_620",0.566519437622739,0.736294379501107,5.81965450634855
"102_621",0.630476785770843,0.514448865337201,6.91237729131975
"102_623",0.463893819031415,1.8151918392088,6.47356726577174
"102_624",0.659478189062854,0.867054363546549,4.3424782626335
"102_625",0.745121235237796,1.27011253001349,8.00916947662595
"102_626",0.703597086719963,0.70201751340642,8.20304255006085
"102_627",0.755790831807448,1.53487054674966,6.2697915770121
"102_628",0.544011612220056,1.85486224017453,2.79661048343639
"102_629",0.72610555975803,1.12011931546639,6.74782626940934
"102_630",0.759951894203553,1.30444752283185,8.57340592470454
"102_631",0.556270082240906,2.12671416044252,7.40892027856948
"102_632",0.783027103356662,1.08879672934787,7.35956348062278
"102_634",0.765929909966052,1.27949855896311,3.25236284044584
"102_635",0.598377423996722,0.93559300839854,7.97523369341569
"102_636",0.740068637568601,1.10585438722438,6.14348039062944
"102_637",0.901430731102039,0.295660024061011,7.96801649653559
"102_638",0.746244831655075,0.750273935203568,8.42915341508263
"102_639",0.888708937495343,0.355295241423536,7.15738466525468
"102_640",0.752723887135511,0.824643267620974,5.65337717587348
"102_641",0.736746570127504,0.977927405077302,7.66868939969581
"102_642",0.452639500110511,1.33453918375962,8.94519011669031
"102_645",0.708992671118134,0.919624196042387,9.34553490205386
"102_649",0.796512056802952,0.98500320039008,6.79919041555572
"102_650",0.848778165205232,0.51152975371686,7.12695047979168
"102_651",0.717837957647734,0.996944066390653,7.99456850239541
"102_653",0.801730632753025,0.715113448567799,8.57118858622494
"102_657",0.788373389168966,0.856994245948719,6.58866034796171
"102_658",0.866494332525503,0.340246076060454,4.90998344074555
"102_661",0.844050049062729,0.526606002576213,9.58503777543622
"102_662",0.789438159858352,0.96639489252956,7.76035142618246
"102_663",0.822740499307362,0.703682037356294,6.26468235171116
"102_665",0.729695519870068,0.798854034522122,8.03300961565442
"102_666",0.746112461813565,1.23046041579018,6.87366783512695
"102_667",0.804301364744087,0.892774819162763,6.89439003239498
"102_670",0.67497146802005,0.511152045874888,3.29362781490989
"102_671",0.588397985790184,0.586918894848408,37.7776223483185
"102_675",0.697796954291086,0.98152210172189,5.51838132185706
"102_676",0.785870340002005,0.861866125835984,8.00796853991504
"102_677",0.885408024383168,0.282720787073243,3.46355382296504
"102_679",0.825877886109835,0.682613037481053,37.4847404972847
"102_680",0.680057054829492,0.419136278269292,7.3670312235301
"102_682",0.76176285674672,0.928697535177138,3.49516664707796
"102_683",0.464705738870835,1.35645551512714,8.88492461695207
"102_685",0.738542247039607,2.32779677623358,6.36710509203452
"102_686",0.75682103694849,1.83796552837278,7.86224380896459
"102_688",0.828615592845,0.423132090924745,6.8958221317714
"102_689",0.803295613411252,0.921086692504031,5.77920914200117
"102_694",0.847891260389959,0.481121659453762,5.92695186879593
"102_696",0.716476681970845,1.85984324895841,5.79388002878422
"102_697",0.847905392727052,0.539991945248225,6.4636576507205
"102_698",0.768097004677582,0.423381150685747,5.15732342331239
"102_699",0.470073633398616,1.33200026010235,7.43568173687671
"102_701",0.782273231942997,0.695714218329974,7.52321155961598
"102_702",0.897509007775498,0.161253796661445,7.95019815276057
"102_703",0.766328138096128,1.5315394627494,6.32288117561874
"102_705",0.845212348774135,0.504307520150072,8.01747517917228
"102_706",0.754851552641854,1.84430589093249,37.855497268712
"102_707",0.695347900805562,1.05121680721907,7.3595635965444
"102_709",0.661160492327053,1.67823342643597,3.23124592847458
"102_712",0.910878337850385,0.251108135632359,9.58503789135784
"102_714",0.802755664280989,0.48398525063669,6.58866046388332
"102_716",0.334436580565699,1.46356018610161,8.0125278022168
"102_719",0.906277510261285,0.198152776398199,7.0167159449794
"102_721",0.88566907796412,0.275226617087978,7.98236780876331
"102_725",0.677874113153858,0.988603932513139,8.00833365204437
"102_726",0.646582105125622,0.929261553795871,8.38985378043875
"102_727",0.770102555236745,1.28398720197695,37.2502567185054
"102_728",0.825622333597874,0.362457442364143,7.45934892576794
"102_729",0.801410605779035,0.901303747832023,6.24389017322384
"102_734",0.774287632182389,1.42730285818784,6.14348050655105
"102_737",0.724498803698074,1.36783420095863,8.41138829412684
"102_738",0.709013409809763,0.523014407954671,7.6214287904106
"102_739",0.777733206033178,1.18145855838237,5.79722923559933
"102_740",0.922441493607161,0.150623113797922,8.52954966978823
"102_741",0.663127925896772,0.620869414057515,5.43099753668556
"102_742",0.529320779445279,1.43374051526304,2.86093162286802
"102_743",0.582083831847741,0.893198129928301,9.34572939787684
"102_745",0.626570241722241,1.06362384869702,37.657104776402
"102_746",0.836416420665075,0.41540905607677,7.51429082193049
"102_747",0.583143092015474,0.692673017250509,8.00528564038106
"102_748",0.721473724513663,2.04693106174961,8.67633660953866
"102_749",0.720055983658605,1.59160754824731,7.78634975559629
"102_750",0.751629106833349,0.651589250695299,6.86115591625744
"102_752",0.798395258788095,0.965595402568699,3.1932032211882
"102_754",0.718668781438617,0.935762978265966,8.06085582963056
"102_756",0.850021161548293,0.513342342003935,6.92454823378437
"102_757",0.784203587688991,1.10096900001721,6.21465654877914
